#    time(ps)       <R(t,x=0)>       rms         <J(t,x=L)>         rms  
   0.175400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.175500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.175600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.175700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.175800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.175900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.176000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.176100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.176200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.176300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.176400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.176500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.176600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.176700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.176800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.176900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.177000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.177100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.177200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.177300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.177400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.177500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.177600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.177700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.177800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.177900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.178000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.178100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.178200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.178300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.178400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.178500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.178600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.178700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.178800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.178900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.179000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.179100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.179200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.179300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.179400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.179500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.179600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.179700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.179800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.179900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.180000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.180100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.180200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.180300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.180400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.180500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.180600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.180700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.180800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.180900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.181000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.181100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.181200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.181300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.181400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.181500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.181600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.181700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.181800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.181900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.182000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.182100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.182200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.182300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.182400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.182500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.182600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.182700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.182800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.182900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.183000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.183100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.183200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.183300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.183400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.183500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.183600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.183700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.183800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.183900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.184000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.184100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.184200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.184300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.184400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.184500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.184600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.184700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.184800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.184900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.185000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.185100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.185200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.185300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.185400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.185500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.185600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.185700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.185800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.185900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.186000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.186100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.186200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.186300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.186400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.186500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.186600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.186700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.186800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.186900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.187000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.187100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.187200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.187300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.187400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.187500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.187600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.187700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.187800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.187900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.188000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.188100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.188200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.188300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.188400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.188500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.188600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.188700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.188800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.188900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.189000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.189100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.189200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.189300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.189400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.189500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.189600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.189700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.189800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.189900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.190000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.190100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.190200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.190300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.190400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.190500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.190600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.190700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.190800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.190900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.191000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.191100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.191200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.191300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.191400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.191500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.191600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.191700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.191800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.191900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.192000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.192100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.192200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.192300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.192400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.192500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.192600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.192700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.192800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.192900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.193000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.193100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.193200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.193300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.193400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.193500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.193600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.193700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.193800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.193900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.194000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.194100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.194200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.194300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.194400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.194500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.194600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.194700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.194800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.194900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.195000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.195100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.195200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.195300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.195400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.195500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.195600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.195700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.195800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.195900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.196000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.196100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.196200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.196300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.196400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.196500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.196600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.196700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.196800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.196900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.197000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.197100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.197200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.197300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.197400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.197500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.197600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.197700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.197800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.197900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.198000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.198100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.198200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.198300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.198400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.198500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.198600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.198700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.198800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.198900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.199000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.199100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.199200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.199300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.199400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.199500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.199600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.199700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.199800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.199900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
