#    time(ps)      <J(t,x=L)>        rms        <phi(t,x=L)>       rms  
   0.422000E+02   0.942936E+03   0.373150E+02   0.459685E+05   0.180352E+04
   0.423000E+02   0.944389E+03   0.373238E+02   0.460766E+05   0.180512E+04
   0.424000E+02   0.945838E+03   0.373333E+02   0.461844E+05   0.180672E+04
   0.425000E+02   0.947282E+03   0.373419E+02   0.462920E+05   0.180828E+04
   0.426000E+02   0.948722E+03   0.373510E+02   0.463993E+05   0.180987E+04
   0.427000E+02   0.950157E+03   0.373590E+02   0.465063E+05   0.181145E+04
   0.428000E+02   0.951588E+03   0.373676E+02   0.466130E+05   0.181302E+04
   0.429000E+02   0.953014E+03   0.373773E+02   0.467195E+05   0.181455E+04
   0.430000E+02   0.954436E+03   0.373855E+02   0.468257E+05   0.181610E+04
   0.431000E+02   0.955854E+03   0.373951E+02   0.469315E+05   0.181764E+04
   0.432000E+02   0.957267E+03   0.374030E+02   0.470372E+05   0.181915E+04
   0.433000E+02   0.958675E+03   0.374112E+02   0.471425E+05   0.182068E+04
   0.434000E+02   0.960079E+03   0.374185E+02   0.472476E+05   0.182218E+04
   0.435000E+02   0.961480E+03   0.374273E+02   0.473524E+05   0.182369E+04
   0.436000E+02   0.962875E+03   0.374361E+02   0.474569E+05   0.182519E+04
   0.437000E+02   0.964267E+03   0.374444E+02   0.475612E+05   0.182665E+04
   0.438000E+02   0.965653E+03   0.374512E+02   0.476651E+05   0.182813E+04
   0.439000E+02   0.967035E+03   0.374594E+02   0.477688E+05   0.182957E+04
   0.440000E+02   0.968413E+03   0.374668E+02   0.478723E+05   0.183103E+04
   0.441000E+02   0.969787E+03   0.374746E+02   0.479754E+05   0.183248E+04
   0.442000E+02   0.971157E+03   0.374831E+02   0.480783E+05   0.183391E+04
   0.443000E+02   0.972522E+03   0.374900E+02   0.481809E+05   0.183535E+04
   0.444000E+02   0.973883E+03   0.374968E+02   0.482832E+05   0.183673E+04
   0.445000E+02   0.975240E+03   0.375048E+02   0.483853E+05   0.183817E+04
   0.446000E+02   0.976591E+03   0.375113E+02   0.484871E+05   0.183955E+04
   0.447000E+02   0.977939E+03   0.375187E+02   0.485886E+05   0.184097E+04
   0.448000E+02   0.979285E+03   0.375274E+02   0.486898E+05   0.184233E+04
   0.449000E+02   0.980624E+03   0.375345E+02   0.487908E+05   0.184371E+04
   0.450000E+02   0.981958E+03   0.375397E+02   0.488915E+05   0.184509E+04
   0.451000E+02   0.983289E+03   0.375460E+02   0.489919E+05   0.184643E+04
   0.452000E+02   0.984616E+03   0.375537E+02   0.490921E+05   0.184780E+04
   0.453000E+02   0.985940E+03   0.375613E+02   0.491919E+05   0.184910E+04
   0.454000E+02   0.987259E+03   0.375686E+02   0.492915E+05   0.185047E+04
   0.455000E+02   0.988573E+03   0.375750E+02   0.493909E+05   0.185180E+04
   0.456000E+02   0.989882E+03   0.375803E+02   0.494899E+05   0.185309E+04
   0.457000E+02   0.991189E+03   0.375878E+02   0.495888E+05   0.185440E+04
   0.458000E+02   0.992491E+03   0.375940E+02   0.496873E+05   0.185569E+04
   0.459000E+02   0.993788E+03   0.375999E+02   0.497856E+05   0.185698E+04
   0.460000E+02   0.995082E+03   0.376065E+02   0.498835E+05   0.185828E+04
   0.461000E+02   0.996373E+03   0.376135E+02   0.499812E+05   0.185954E+04
   0.462000E+02   0.997656E+03   0.376181E+02   0.500787E+05   0.186082E+04
   0.463000E+02   0.998939E+03   0.376258E+02   0.501759E+05   0.186208E+04
   0.464000E+02   0.100022E+04   0.376315E+02   0.502728E+05   0.186331E+04
   0.465000E+02   0.100149E+04   0.376367E+02   0.503694E+05   0.186453E+04
   0.466000E+02   0.100276E+04   0.376427E+02   0.504658E+05   0.186577E+04
   0.467000E+02   0.100402E+04   0.376493E+02   0.505619E+05   0.186700E+04
   0.468000E+02   0.100528E+04   0.376537E+02   0.506578E+05   0.186822E+04
   0.469000E+02   0.100654E+04   0.376595E+02   0.507534E+05   0.186943E+04
   0.470000E+02   0.100779E+04   0.376664E+02   0.508487E+05   0.187063E+04
   0.471000E+02   0.100904E+04   0.376714E+02   0.509437E+05   0.187180E+04
   0.472000E+02   0.101029E+04   0.376776E+02   0.510385E+05   0.187301E+04
   0.473000E+02   0.101153E+04   0.376831E+02   0.511330E+05   0.187416E+04
   0.474000E+02   0.101277E+04   0.376885E+02   0.512273E+05   0.187532E+04
   0.475000E+02   0.101400E+04   0.376939E+02   0.513213E+05   0.187651E+04
   0.476000E+02   0.101523E+04   0.376989E+02   0.514150E+05   0.187764E+04
   0.477000E+02   0.101645E+04   0.377047E+02   0.515085E+05   0.187878E+04
   0.478000E+02   0.101767E+04   0.377086E+02   0.516017E+05   0.187991E+04
   0.479000E+02   0.101889E+04   0.377143E+02   0.516946E+05   0.188104E+04
   0.480000E+02   0.102011E+04   0.377199E+02   0.517873E+05   0.188218E+04
   0.481000E+02   0.102131E+04   0.377249E+02   0.518797E+05   0.188329E+04
   0.482000E+02   0.102252E+04   0.377290E+02   0.519718E+05   0.188439E+04
   0.483000E+02   0.102372E+04   0.377341E+02   0.520637E+05   0.188548E+04
   0.484000E+02   0.102492E+04   0.377379E+02   0.521553E+05   0.188655E+04
   0.485000E+02   0.102611E+04   0.377438E+02   0.522467E+05   0.188765E+04
   0.486000E+02   0.102730E+04   0.377475E+02   0.523378E+05   0.188869E+04
   0.487000E+02   0.102849E+04   0.377516E+02   0.524287E+05   0.188978E+04
   0.488000E+02   0.102967E+04   0.377569E+02   0.525192E+05   0.189084E+04
   0.489000E+02   0.103085E+04   0.377611E+02   0.526096E+05   0.189188E+04
   0.490000E+02   0.103202E+04   0.377656E+02   0.526996E+05   0.189293E+04
   0.491000E+02   0.103320E+04   0.377705E+02   0.527895E+05   0.189396E+04
   0.492000E+02   0.103436E+04   0.377756E+02   0.528790E+05   0.189500E+04
   0.493000E+02   0.103553E+04   0.377805E+02   0.529683E+05   0.189600E+04
   0.494000E+02   0.103669E+04   0.377829E+02   0.530573E+05   0.189704E+04
   0.495000E+02   0.103784E+04   0.377878E+02   0.531461E+05   0.189803E+04
   0.496000E+02   0.103899E+04   0.377929E+02   0.532347E+05   0.189902E+04
   0.497000E+02   0.104014E+04   0.377957E+02   0.533229E+05   0.190000E+04
   0.498000E+02   0.104129E+04   0.377999E+02   0.534109E+05   0.190099E+04
   0.499000E+02   0.104243E+04   0.378033E+02   0.534987E+05   0.190198E+04
   0.500000E+02   0.104356E+04   0.378083E+02   0.535862E+05   0.190291E+04
   0.501000E+02   0.104470E+04   0.378107E+02   0.536735E+05   0.190391E+04
   0.502000E+02   0.104583E+04   0.378149E+02   0.537605E+05   0.190485E+04
   0.503000E+02   0.104695E+04   0.378188E+02   0.538472E+05   0.190579E+04
   0.504000E+02   0.104808E+04   0.378226E+02   0.539337E+05   0.190673E+04
   0.505000E+02   0.104919E+04   0.378258E+02   0.540199E+05   0.190767E+04
   0.506000E+02   0.105031E+04   0.378290E+02   0.541059E+05   0.190857E+04
   0.507000E+02   0.105142E+04   0.378335E+02   0.541917E+05   0.190951E+04
   0.508000E+02   0.105253E+04   0.378363E+02   0.542771E+05   0.191039E+04
   0.509000E+02   0.105363E+04   0.378400E+02   0.543624E+05   0.191130E+04
   0.510000E+02   0.105473E+04   0.378439E+02   0.544474E+05   0.191222E+04
   0.511000E+02   0.105583E+04   0.378471E+02   0.545321E+05   0.191310E+04
   0.512000E+02   0.105692E+04   0.378511E+02   0.546166E+05   0.191398E+04
   0.513000E+02   0.105802E+04   0.378540E+02   0.547008E+05   0.191486E+04
   0.514000E+02   0.105910E+04   0.378572E+02   0.547848E+05   0.191572E+04
   0.515000E+02   0.106018E+04   0.378600E+02   0.548686E+05   0.191659E+04
   0.516000E+02   0.106126E+04   0.378625E+02   0.549521E+05   0.191746E+04
   0.517000E+02   0.106234E+04   0.378675E+02   0.550353E+05   0.191831E+04
   0.518000E+02   0.106341E+04   0.378686E+02   0.551183E+05   0.191911E+04
   0.519000E+02   0.106448E+04   0.378729E+02   0.552011E+05   0.191997E+04
   0.520000E+02   0.106554E+04   0.378750E+02   0.552836E+05   0.192078E+04
   0.521000E+02   0.106660E+04   0.378790E+02   0.553658E+05   0.192161E+04
   0.522000E+02   0.106766E+04   0.378805E+02   0.554478E+05   0.192242E+04
   0.523000E+02   0.106872E+04   0.378827E+02   0.555296E+05   0.192321E+04
   0.524000E+02   0.106977E+04   0.378854E+02   0.556111E+05   0.192400E+04
   0.525000E+02   0.107082E+04   0.378899E+02   0.556924E+05   0.192481E+04
   0.526000E+02   0.107186E+04   0.378929E+02   0.557735E+05   0.192560E+04
   0.527000E+02   0.107290E+04   0.378949E+02   0.558543E+05   0.192637E+04
   0.528000E+02   0.107394E+04   0.378972E+02   0.559348E+05   0.192716E+04
   0.529000E+02   0.107497E+04   0.378992E+02   0.560152E+05   0.192792E+04
   0.530000E+02   0.107600E+04   0.379019E+02   0.560952E+05   0.192869E+04
   0.531000E+02   0.107703E+04   0.379063E+02   0.561751E+05   0.192944E+04
   0.532000E+02   0.107805E+04   0.379089E+02   0.562547E+05   0.193019E+04
   0.533000E+02   0.107907E+04   0.379093E+02   0.563340E+05   0.193090E+04
   0.534000E+02   0.108009E+04   0.379125E+02   0.564132E+05   0.193165E+04
   0.535000E+02   0.108110E+04   0.379148E+02   0.564920E+05   0.193238E+04
   0.536000E+02   0.108211E+04   0.379176E+02   0.565707E+05   0.193310E+04
   0.537000E+02   0.108312E+04   0.379169E+02   0.566491E+05   0.193382E+04
   0.538000E+02   0.108412E+04   0.379216E+02   0.567272E+05   0.193452E+04
   0.539000E+02   0.108512E+04   0.379221E+02   0.568052E+05   0.193523E+04
   0.540000E+02   0.108612E+04   0.379268E+02   0.568829E+05   0.193593E+04
   0.541000E+02   0.108711E+04   0.379262E+02   0.569603E+05   0.193663E+04
   0.542000E+02   0.108810E+04   0.379305E+02   0.570376E+05   0.193729E+04
   0.543000E+02   0.108909E+04   0.379337E+02   0.571146E+05   0.193799E+04
   0.544000E+02   0.109007E+04   0.379343E+02   0.571913E+05   0.193864E+04
   0.545000E+02   0.109105E+04   0.379370E+02   0.572678E+05   0.193931E+04
   0.546000E+02   0.109203E+04   0.379369E+02   0.573441E+05   0.193996E+04
   0.547000E+02   0.109301E+04   0.379410E+02   0.574202E+05   0.194064E+04
   0.548000E+02   0.109398E+04   0.379425E+02   0.574960E+05   0.194129E+04
   0.549000E+02   0.109494E+04   0.379435E+02   0.575716E+05   0.194193E+04
   0.550000E+02   0.109591E+04   0.379454E+02   0.576470E+05   0.194255E+04
   0.551000E+02   0.109687E+04   0.379484E+02   0.577221E+05   0.194319E+04
   0.552000E+02   0.109782E+04   0.379497E+02   0.577970E+05   0.194382E+04
   0.553000E+02   0.109878E+04   0.379506E+02   0.578717E+05   0.194442E+04
   0.554000E+02   0.109973E+04   0.379521E+02   0.579461E+05   0.194503E+04
   0.555000E+02   0.110068E+04   0.379552E+02   0.580204E+05   0.194563E+04
   0.556000E+02   0.110162E+04   0.379533E+02   0.580943E+05   0.194624E+04
   0.557000E+02   0.110257E+04   0.379560E+02   0.581681E+05   0.194684E+04
   0.558000E+02   0.110350E+04   0.379577E+02   0.582416E+05   0.194744E+04
   0.559000E+02   0.110444E+04   0.379606E+02   0.583149E+05   0.194798E+04
   0.560000E+02   0.110537E+04   0.379607E+02   0.583880E+05   0.194858E+04
   0.561000E+02   0.110630E+04   0.379634E+02   0.584609E+05   0.194915E+04
   0.562000E+02   0.110723E+04   0.379625E+02   0.585335E+05   0.194971E+04
   0.563000E+02   0.110815E+04   0.379667E+02   0.586059E+05   0.195029E+04
   0.564000E+02   0.110907E+04   0.379667E+02   0.586781E+05   0.195083E+04
   0.565000E+02   0.110999E+04   0.379705E+02   0.587501E+05   0.195136E+04
   0.566000E+02   0.111090E+04   0.379699E+02   0.588218E+05   0.195194E+04
   0.567000E+02   0.111181E+04   0.379713E+02   0.588933E+05   0.195246E+04
   0.568000E+02   0.111272E+04   0.379728E+02   0.589646E+05   0.195301E+04
   0.569000E+02   0.111363E+04   0.379733E+02   0.590357E+05   0.195352E+04
   0.570000E+02   0.111453E+04   0.379745E+02   0.591065E+05   0.195404E+04
   0.571000E+02   0.111543E+04   0.379763E+02   0.591772E+05   0.195456E+04
   0.572000E+02   0.111632E+04   0.379784E+02   0.592476E+05   0.195506E+04
   0.573000E+02   0.111721E+04   0.379783E+02   0.593178E+05   0.195556E+04
   0.574000E+02   0.111810E+04   0.379787E+02   0.593877E+05   0.195607E+04
   0.575000E+02   0.111899E+04   0.379802E+02   0.594575E+05   0.195655E+04
   0.576000E+02   0.111987E+04   0.379814E+02   0.595270E+05   0.195706E+04
   0.577000E+02   0.112075E+04   0.379835E+02   0.595963E+05   0.195753E+04
   0.578000E+02   0.112163E+04   0.379826E+02   0.596654E+05   0.195803E+04
   0.579000E+02   0.112251E+04   0.379843E+02   0.597343E+05   0.195849E+04
   0.580000E+02   0.112338E+04   0.379856E+02   0.598030E+05   0.195897E+04
   0.581000E+02   0.112425E+04   0.379874E+02   0.598714E+05   0.195944E+04
   0.582000E+02   0.112511E+04   0.379863E+02   0.599397E+05   0.195987E+04
   0.583000E+02   0.112598E+04   0.379869E+02   0.600077E+05   0.196032E+04
   0.584000E+02   0.112684E+04   0.379885E+02   0.600755E+05   0.196077E+04
   0.585000E+02   0.112769E+04   0.379908E+02   0.601432E+05   0.196124E+04
   0.586000E+02   0.112855E+04   0.379910E+02   0.602105E+05   0.196165E+04
   0.587000E+02   0.112940E+04   0.379915E+02   0.602777E+05   0.196208E+04
   0.588000E+02   0.113025E+04   0.379912E+02   0.603447E+05   0.196250E+04
   0.589000E+02   0.113109E+04   0.379919E+02   0.604114E+05   0.196297E+04
   0.590000E+02   0.113194E+04   0.379943E+02   0.604779E+05   0.196337E+04
   0.591000E+02   0.113278E+04   0.379944E+02   0.605443E+05   0.196379E+04
   0.592000E+02   0.113361E+04   0.379960E+02   0.606104E+05   0.196419E+04
