   0.000000E+00   0.648497E-04   0.439866E-07   0.851130E-02   0.372695E-07
   0.100000E+00   0.647608E-04   0.133960E-06   0.844884E-02   0.153561E-06
   0.200000E+00   0.646310E-04   0.255309E-06   0.838716E-02   0.381451E-06
   0.300000E+00   0.644686E-04   0.397265E-06   0.832625E-02   0.734044E-06
   0.400000E+00   0.642817E-04   0.555152E-06   0.826607E-02   0.122395E-05
   0.500000E+00   0.640778E-04   0.725247E-06   0.820658E-02   0.185753E-05
   0.600000E+00   0.638647E-04   0.901901E-06   0.814778E-02   0.263450E-05
   0.700000E+00   0.636479E-04   0.107853E-05   0.808965E-02   0.355449E-05
   0.800000E+00   0.634314E-04   0.125012E-05   0.803216E-02   0.461309E-05
   0.900000E+00   0.632162E-04   0.141393E-05   0.797532E-02   0.580730E-05
   0.100000E+01   0.630023E-04   0.156857E-05   0.791910E-02   0.712565E-05
   0.110000E+01   0.627894E-04   0.171402E-05   0.786351E-02   0.856945E-05
   0.120000E+01   0.625784E-04   0.185119E-05   0.780852E-02   0.101281E-04
   0.130000E+01   0.623763E-04   0.198209E-05   0.775413E-02   0.118014E-04
   0.140000E+01   0.622094E-04   0.211225E-05   0.770035E-02   0.135814E-04
   0.150000E+01   0.621610E-04   0.226088E-05   0.764724E-02   0.154717E-04
   0.160000E+01   0.624831E-04   0.250219E-05   0.759499E-02   0.175030E-04
   0.170000E+01   0.638843E-04   0.311682E-05   0.754416E-02   0.197785E-04
   0.180000E+01   0.682542E-04   0.507088E-05   0.749631E-02   0.226635E-04
   0.190000E+01   0.803594E-04   0.108561E-04   0.745548E-02   0.274547E-04
   0.200000E+01   0.111596E-03   0.260240E-04   0.743161E-02   0.385533E-04
   0.210000E+01   0.187917E-03   0.630299E-04   0.744805E-02   0.681176E-04
   0.220000E+01   0.365732E-03   0.148997E-03   0.755711E-02   0.142483E-03
   0.230000E+01   0.762205E-03   0.340255E-03   0.787118E-02   0.315458E-03
   0.240000E+01   0.161043E-02   0.748625E-03   0.862177E-02   0.697123E-03
   0.250000E+01   0.335503E-02   0.158709E-02   0.102672E-01   0.150570E-02
   0.260000E+01   0.681020E-02   0.324454E-02   0.136803E-01   0.315674E-02
   0.270000E+01   0.134087E-01   0.640324E-02   0.204624E-01   0.641149E-02
   0.280000E+01   0.255762E-01   0.122135E-01   0.334460E-01   0.126131E-01
   0.290000E+01   0.472675E-01   0.225419E-01   0.574689E-01   0.240482E-01
   0.300000E+01   0.846982E-01   0.403048E-01   0.100517E+00   0.444753E-01
   0.310000E+01   0.147290E+00   0.698930E-01   0.175344E+00   0.798663E-01
   0.320000E+01   0.248829E+00   0.117689E+00   0.301674E+00   0.139405E+00
   0.330000E+01   0.408811E+00   0.192671E+00   0.509080E+00   0.236793E+00
   0.340000E+01   0.653878E+00   0.307053E+00   0.840589E+00   0.391867E+00
   0.350000E+01   0.101923E+01   0.476921E+00   0.135700E+01   0.632546E+00
   0.360000E+01   0.154983E+01   0.722769E+00   0.214179E+01   0.997029E+00
   0.370000E+01   0.230117E+01   0.106983E+01   0.330643E+01   0.153618E+01
   0.380000E+01   0.333939E+01   0.154811E+01   0.499576E+01   0.231588E+01
   0.390000E+01   0.474054E+01   0.219198E+01   0.739297E+01   0.341927E+01
   0.400000E+01   0.658893E+01   0.303939E+01   0.107237E+02   0.494843E+01
   0.410000E+01   0.897425E+01   0.413051E+01   0.152589E+02   0.702554E+01
   0.420000E+01   0.119880E+02   0.550601E+01   0.213156E+02   0.979304E+01
   0.430000E+01   0.157187E+02   0.720486E+01   0.292554E+02   0.134127E+02
   0.440000E+01   0.202476E+02   0.926221E+01   0.394809E+02   0.180638E+02
   0.450000E+01   0.256430E+02   0.117072E+02   0.524290E+02   0.239400E+02
   0.460000E+01   0.319568E+02   0.145614E+02   0.685627E+02   0.312452E+02
   0.470000E+01   0.392202E+02   0.178375E+02   0.883607E+02   0.401898E+02
   0.480000E+01   0.474410E+02   0.215372E+02   0.112305E+03   0.509848E+02
