#    time(ps)        R(t,x=0)       J(t,x=L)
   0.295000E+02   0.443345E+04   0.142310E+04
   0.296000E+02   0.443585E+04   0.142549E+04
   0.297000E+02   0.443824E+04   0.142785E+04
   0.298000E+02   0.444061E+04   0.143020E+04
   0.299000E+02   0.444295E+04   0.143253E+04
   0.300000E+02   0.444529E+04   0.143484E+04
   0.301000E+02   0.444760E+04   0.143713E+04
   0.302000E+02   0.444990E+04   0.143941E+04
   0.303000E+02   0.445217E+04   0.144167E+04
   0.304000E+02   0.445443E+04   0.144392E+04
   0.305000E+02   0.445668E+04   0.144614E+04
   0.306000E+02   0.445890E+04   0.144835E+04
   0.307000E+02   0.446111E+04   0.145055E+04
   0.308000E+02   0.446331E+04   0.145272E+04
   0.309000E+02   0.446548E+04   0.145488E+04
   0.310000E+02   0.446764E+04   0.145703E+04
   0.311000E+02   0.446978E+04   0.145916E+04
   0.312000E+02   0.447191E+04   0.146127E+04
   0.313000E+02   0.447402E+04   0.146337E+04
   0.314000E+02   0.447611E+04   0.146545E+04
   0.315000E+02   0.447819E+04   0.146751E+04
   0.316000E+02   0.448026E+04   0.146956E+04
   0.317000E+02   0.448230E+04   0.147160E+04
   0.318000E+02   0.448433E+04   0.147362E+04
   0.319000E+02   0.448635E+04   0.147562E+04
   0.320000E+02   0.448835E+04   0.147761E+04
   0.321000E+02   0.449033E+04   0.147958E+04
   0.322000E+02   0.449230E+04   0.148154E+04
   0.323000E+02   0.449426E+04   0.148349E+04
   0.324000E+02   0.449620E+04   0.148542E+04
   0.325000E+02   0.449812E+04   0.148733E+04
   0.326000E+02   0.450003E+04   0.148923E+04
   0.327000E+02   0.450193E+04   0.149112E+04
   0.328000E+02   0.450381E+04   0.149299E+04
   0.329000E+02   0.450568E+04   0.149485E+04
   0.330000E+02   0.450753E+04   0.149670E+04
   0.331000E+02   0.450937E+04   0.149853E+04
   0.332000E+02   0.451119E+04   0.150034E+04
   0.333000E+02   0.451300E+04   0.150215E+04
   0.334000E+02   0.451480E+04   0.150394E+04
   0.335000E+02   0.451658E+04   0.150571E+04
   0.336000E+02   0.451835E+04   0.150747E+04
   0.337000E+02   0.452011E+04   0.150922E+04
   0.338000E+02   0.452185E+04   0.151096E+04
   0.339000E+02   0.452358E+04   0.151268E+04
   0.340000E+02   0.452530E+04   0.151439E+04
   0.341000E+02   0.452700E+04   0.151609E+04
   0.342000E+02   0.452869E+04   0.151778E+04
   0.343000E+02   0.453037E+04   0.151945E+04
   0.344000E+02   0.453203E+04   0.152111E+04
   0.345000E+02   0.453369E+04   0.152275E+04
   0.346000E+02   0.453533E+04   0.152439E+04
   0.347000E+02   0.453695E+04   0.152601E+04
   0.348000E+02   0.453857E+04   0.152762E+04
   0.349000E+02   0.454017E+04   0.152922E+04
   0.350000E+02   0.454176E+04   0.153080E+04
   0.351000E+02   0.454334E+04   0.153238E+04
   0.352000E+02   0.454491E+04   0.153394E+04
   0.353000E+02   0.454646E+04   0.153549E+04
   0.354000E+02   0.454800E+04   0.153703E+04
   0.355000E+02   0.454953E+04   0.153855E+04
   0.356000E+02   0.455105E+04   0.154007E+04
   0.357000E+02   0.455256E+04   0.154157E+04
   0.358000E+02   0.455406E+04   0.154306E+04
   0.359000E+02   0.455554E+04   0.154455E+04
   0.360000E+02   0.455701E+04   0.154602E+04
   0.361000E+02   0.455848E+04   0.154747E+04
   0.362000E+02   0.455993E+04   0.154892E+04
   0.363000E+02   0.456137E+04   0.155036E+04
   0.364000E+02   0.456280E+04   0.155179E+04
   0.365000E+02   0.456422E+04   0.155320E+04
   0.366000E+02   0.456562E+04   0.155461E+04
   0.367000E+02   0.456702E+04   0.155600E+04
   0.368000E+02   0.456841E+04   0.155738E+04
   0.369000E+02   0.456978E+04   0.155876E+04
   0.370000E+02   0.457115E+04   0.156012E+04
   0.371000E+02   0.457250E+04   0.156147E+04
   0.372000E+02   0.457385E+04   0.156281E+04
   0.373000E+02   0.457518E+04   0.156415E+04
   0.374000E+02   0.457651E+04   0.156547E+04
   0.375000E+02   0.457782E+04   0.156678E+04
   0.376000E+02   0.457913E+04   0.156808E+04
   0.377000E+02   0.458042E+04   0.156937E+04
   0.378000E+02   0.458171E+04   0.157066E+04
   0.379000E+02   0.458298E+04   0.157193E+04
   0.380000E+02   0.458425E+04   0.157319E+04
   0.381000E+02   0.458550E+04   0.157445E+04
   0.382000E+02   0.458675E+04   0.157569E+04
   0.383000E+02   0.458799E+04   0.157693E+04
   0.384000E+02   0.458921E+04   0.157815E+04
   0.385000E+02   0.459043E+04   0.157937E+04
