#    time(ps)        R(t,x=0)       J(t,x=L)
   0.471000E+02   0.552118E+04   0.106813E+03
   0.472000E+02   0.552219E+04   0.107329E+03
   0.473000E+02   0.552320E+04   0.107846E+03
   0.474000E+02   0.552421E+04   0.108363E+03
   0.475000E+02   0.552521E+04   0.108881E+03
   0.476000E+02   0.552620E+04   0.109398E+03
   0.477000E+02   0.552720E+04   0.109916E+03
   0.478000E+02   0.552819E+04   0.110434E+03
   0.479000E+02   0.552918E+04   0.110952E+03
   0.480000E+02   0.553016E+04   0.111470E+03
   0.481000E+02   0.553115E+04   0.111988E+03
   0.482000E+02   0.553213E+04   0.112507E+03
   0.483000E+02   0.553310E+04   0.113026E+03
   0.484000E+02   0.553408E+04   0.113544E+03
   0.485000E+02   0.553505E+04   0.114063E+03
   0.486000E+02   0.553601E+04   0.114583E+03
   0.487000E+02   0.553698E+04   0.115102E+03
   0.488000E+02   0.553794E+04   0.115621E+03
   0.489000E+02   0.553890E+04   0.116141E+03
   0.490000E+02   0.553985E+04   0.116660E+03
   0.491000E+02   0.554081E+04   0.117180E+03
   0.492000E+02   0.554176E+04   0.117700E+03
   0.493000E+02   0.554270E+04   0.118220E+03
   0.494000E+02   0.554365E+04   0.118740E+03
   0.495000E+02   0.554459E+04   0.119260E+03
   0.496000E+02   0.554553E+04   0.119780E+03
   0.497000E+02   0.554646E+04   0.120300E+03
   0.498000E+02   0.554740E+04   0.120820E+03
   0.499000E+02   0.554833E+04   0.121340E+03
   0.500000E+02   0.554925E+04   0.121861E+03
   0.501000E+02   0.555018E+04   0.122381E+03
   0.502000E+02   0.555110E+04   0.122901E+03
   0.503000E+02   0.555202E+04   0.123422E+03
   0.504000E+02   0.555294E+04   0.123942E+03
   0.505000E+02   0.555385E+04   0.124463E+03
   0.506000E+02   0.555476E+04   0.124983E+03
   0.507000E+02   0.555567E+04   0.125504E+03
   0.508000E+02   0.555658E+04   0.126024E+03
   0.509000E+02   0.555748E+04   0.126545E+03
   0.510000E+02   0.555838E+04   0.127065E+03
   0.511000E+02   0.555928E+04   0.127586E+03
   0.512000E+02   0.556017E+04   0.128106E+03
   0.513000E+02   0.556106E+04   0.128626E+03
   0.514000E+02   0.556195E+04   0.129147E+03
   0.515000E+02   0.556284E+04   0.129667E+03
   0.516000E+02   0.556373E+04   0.130187E+03
   0.517000E+02   0.556461E+04   0.130707E+03
   0.518000E+02   0.556549E+04   0.131228E+03
   0.519000E+02   0.556637E+04   0.131748E+03
   0.520000E+02   0.556724E+04   0.132268E+03
   0.521000E+02   0.556811E+04   0.132788E+03
   0.522000E+02   0.556898E+04   0.133308E+03
   0.523000E+02   0.556985E+04   0.133827E+03
   0.524000E+02   0.557071E+04   0.134347E+03
   0.525000E+02   0.557158E+04   0.134867E+03
   0.526000E+02   0.557244E+04   0.135386E+03
   0.527000E+02   0.557329E+04   0.135906E+03
   0.528000E+02   0.557415E+04   0.136425E+03
   0.529000E+02   0.557500E+04   0.136944E+03
   0.530000E+02   0.557585E+04   0.137463E+03
   0.531000E+02   0.557670E+04   0.137982E+03
   0.532000E+02   0.557754E+04   0.138501E+03
   0.533000E+02   0.557839E+04   0.139020E+03
   0.534000E+02   0.557923E+04   0.139538E+03
   0.535000E+02   0.558007E+04   0.140057E+03
   0.536000E+02   0.558090E+04   0.140575E+03
   0.537000E+02   0.558174E+04   0.141093E+03
   0.538000E+02   0.558257E+04   0.141611E+03
   0.539000E+02   0.558340E+04   0.142129E+03
   0.540000E+02   0.558422E+04   0.142647E+03
   0.541000E+02   0.558505E+04   0.143164E+03
   0.542000E+02   0.558587E+04   0.143682E+03
   0.543000E+02   0.558669E+04   0.144199E+03
   0.544000E+02   0.558751E+04   0.144716E+03
   0.545000E+02   0.558832E+04   0.145233E+03
   0.546000E+02   0.558914E+04   0.145749E+03
   0.547000E+02   0.558995E+04   0.146266E+03
   0.548000E+02   0.559076E+04   0.146782E+03
   0.549000E+02   0.559156E+04   0.147298E+03
   0.550000E+02   0.559237E+04   0.147814E+03
   0.551000E+02   0.559317E+04   0.148329E+03
   0.552000E+02   0.559397E+04   0.148845E+03
