#    time(ps)        R(t,x=0)       J(t,x=L)
   0.461000E+02   0.440374E+04   0.139461E+04
   0.462000E+02   0.440533E+04   0.139617E+04
   0.463000E+02   0.440691E+04   0.139772E+04
   0.464000E+02   0.440849E+04   0.139926E+04
   0.465000E+02   0.441005E+04   0.140080E+04
   0.466000E+02   0.441161E+04   0.140233E+04
   0.467000E+02   0.441317E+04   0.140386E+04
   0.468000E+02   0.441471E+04   0.140537E+04
   0.469000E+02   0.441625E+04   0.140688E+04
   0.470000E+02   0.441778E+04   0.140839E+04
   0.471000E+02   0.441930E+04   0.140988E+04
   0.472000E+02   0.442082E+04   0.141137E+04
   0.473000E+02   0.442233E+04   0.141286E+04
   0.474000E+02   0.442383E+04   0.141433E+04
   0.475000E+02   0.442533E+04   0.141580E+04
   0.476000E+02   0.442682E+04   0.141727E+04
   0.477000E+02   0.442830E+04   0.141872E+04
   0.478000E+02   0.442977E+04   0.142017E+04
   0.479000E+02   0.443124E+04   0.142162E+04
   0.480000E+02   0.443270E+04   0.142306E+04
   0.481000E+02   0.443416E+04   0.142449E+04
   0.482000E+02   0.443560E+04   0.142591E+04
   0.483000E+02   0.443705E+04   0.142733E+04
   0.484000E+02   0.443848E+04   0.142874E+04
   0.485000E+02   0.443991E+04   0.143015E+04
   0.486000E+02   0.444133E+04   0.143155E+04
   0.487000E+02   0.444274E+04   0.143294E+04
   0.488000E+02   0.444415E+04   0.143433E+04
   0.489000E+02   0.444555E+04   0.143571E+04
   0.490000E+02   0.444695E+04   0.143708E+04
   0.491000E+02   0.444834E+04   0.143845E+04
   0.492000E+02   0.444972E+04   0.143981E+04
   0.493000E+02   0.445109E+04   0.144117E+04
   0.494000E+02   0.445246E+04   0.144252E+04
   0.495000E+02   0.445382E+04   0.144386E+04
   0.496000E+02   0.445518E+04   0.144520E+04
   0.497000E+02   0.445653E+04   0.144653E+04
   0.498000E+02   0.445787E+04   0.144786E+04
   0.499000E+02   0.445921E+04   0.144918E+04
   0.500000E+02   0.446054E+04   0.145050E+04
   0.501000E+02   0.446187E+04   0.145180E+04
   0.502000E+02   0.446319E+04   0.145311E+04
   0.503000E+02   0.446450E+04   0.145440E+04
   0.504000E+02   0.446581E+04   0.145569E+04
   0.505000E+02   0.446711E+04   0.145698E+04
   0.506000E+02   0.446840E+04   0.145826E+04
   0.507000E+02   0.446969E+04   0.145953E+04
   0.508000E+02   0.447098E+04   0.146080E+04
   0.509000E+02   0.447225E+04   0.146206E+04
   0.510000E+02   0.447352E+04   0.146332E+04
   0.511000E+02   0.447479E+04   0.146457E+04
   0.512000E+02   0.447605E+04   0.146581E+04
   0.513000E+02   0.447730E+04   0.146705E+04
   0.514000E+02   0.447855E+04   0.146829E+04
   0.515000E+02   0.447979E+04   0.146952E+04
   0.516000E+02   0.448103E+04   0.147074E+04
   0.517000E+02   0.448226E+04   0.147196E+04
   0.518000E+02   0.448348E+04   0.147317E+04
   0.519000E+02   0.448470E+04   0.147438E+04
   0.520000E+02   0.448592E+04   0.147558E+04
   0.521000E+02   0.448713E+04   0.147677E+04
   0.522000E+02   0.448833E+04   0.147796E+04
   0.523000E+02   0.448953E+04   0.147915E+04
   0.524000E+02   0.449072E+04   0.148033E+04
   0.525000E+02   0.449190E+04   0.148150E+04
   0.526000E+02   0.449308E+04   0.148267E+04
   0.527000E+02   0.449426E+04   0.148383E+04
   0.528000E+02   0.449543E+04   0.148499E+04
   0.529000E+02   0.449659E+04   0.148615E+04
   0.530000E+02   0.449775E+04   0.148729E+04
   0.531000E+02   0.449890E+04   0.148844E+04
   0.532000E+02   0.450005E+04   0.148958E+04
   0.533000E+02   0.450120E+04   0.149071E+04
   0.534000E+02   0.450233E+04   0.149184E+04
   0.535000E+02   0.450347E+04   0.149296E+04
   0.536000E+02   0.450459E+04   0.149408E+04
