#    time(ps)        R(t,x=0)       J(t,x=L)
   0.199000E+02   0.335806E+04   0.808667E+03
   0.200000E+02   0.336487E+04   0.811923E+03
   0.201000E+02   0.337163E+04   0.815170E+03
   0.202000E+02   0.337836E+04   0.818410E+03
   0.203000E+02   0.338504E+04   0.821641E+03
   0.204000E+02   0.339169E+04   0.824864E+03
   0.205000E+02   0.339831E+04   0.828078E+03
   0.206000E+02   0.340488E+04   0.831284E+03
   0.207000E+02   0.341142E+04   0.834482E+03
   0.208000E+02   0.341792E+04   0.837672E+03
   0.209000E+02   0.342438E+04   0.840853E+03
   0.210000E+02   0.343081E+04   0.844025E+03
   0.211000E+02   0.343720E+04   0.847190E+03
   0.212000E+02   0.344356E+04   0.850346E+03
   0.213000E+02   0.344988E+04   0.853494E+03
   0.214000E+02   0.345617E+04   0.856632E+03
   0.215000E+02   0.346242E+04   0.859762E+03
   0.216000E+02   0.346864E+04   0.862883E+03
   0.217000E+02   0.347483E+04   0.865996E+03
   0.218000E+02   0.348098E+04   0.869099E+03
   0.219000E+02   0.348709E+04   0.872195E+03
   0.220000E+02   0.349318E+04   0.875281E+03
   0.221000E+02   0.349923E+04   0.878359E+03
   0.222000E+02   0.350524E+04   0.881429E+03
   0.223000E+02   0.351123E+04   0.884491E+03
   0.224000E+02   0.351718E+04   0.887543E+03
   0.225000E+02   0.352310E+04   0.890587E+03
   0.226000E+02   0.352898E+04   0.893622E+03
   0.227000E+02   0.353484E+04   0.896649E+03
   0.228000E+02   0.354066E+04   0.899667E+03
   0.229000E+02   0.354645E+04   0.902677E+03
   0.230000E+02   0.355221E+04   0.905677E+03
   0.231000E+02   0.355793E+04   0.908670E+03
   0.232000E+02   0.356363E+04   0.911653E+03
   0.233000E+02   0.356930E+04   0.914628E+03
   0.234000E+02   0.357493E+04   0.917593E+03
   0.235000E+02   0.358054E+04   0.920550E+03
   0.236000E+02   0.358611E+04   0.923498E+03
   0.237000E+02   0.359166E+04   0.926436E+03
   0.238000E+02   0.359717E+04   0.929366E+03
   0.239000E+02   0.360266E+04   0.932286E+03
   0.240000E+02   0.360812E+04   0.935198E+03
   0.241000E+02   0.361355E+04   0.938102E+03
   0.242000E+02   0.361895E+04   0.940997E+03
   0.243000E+02   0.362432E+04   0.943883E+03
   0.244000E+02   0.362966E+04   0.946760E+03
   0.245000E+02   0.363497E+04   0.949629E+03
   0.246000E+02   0.364026E+04   0.952489E+03
   0.247000E+02   0.364552E+04   0.955341E+03
   0.248000E+02   0.365074E+04   0.958183E+03
   0.249000E+02   0.365595E+04   0.961018E+03
   0.250000E+02   0.366112E+04   0.963844E+03
   0.251000E+02   0.366627E+04   0.966662E+03
   0.252000E+02   0.367139E+04   0.969471E+03
   0.253000E+02   0.367648E+04   0.972272E+03
   0.254000E+02   0.368155E+04   0.975064E+03
   0.255000E+02   0.368659E+04   0.977849E+03
   0.256000E+02   0.369160E+04   0.980625E+03
   0.257000E+02   0.369659E+04   0.983393E+03
   0.258000E+02   0.370155E+04   0.986152E+03
   0.259000E+02   0.370649E+04   0.988904E+03
   0.260000E+02   0.371140E+04   0.991647E+03
   0.261000E+02   0.371629E+04   0.994383E+03
   0.262000E+02   0.372115E+04   0.997110E+03
   0.263000E+02   0.372598E+04   0.999828E+03
   0.264000E+02   0.373080E+04   0.100254E+04
   0.265000E+02   0.373558E+04   0.100524E+04
   0.266000E+02   0.374035E+04   0.100793E+04
   0.267000E+02   0.374508E+04   0.101062E+04
   0.268000E+02   0.374980E+04   0.101329E+04
   0.269000E+02   0.375449E+04   0.101596E+04
   0.270000E+02   0.375915E+04   0.101862E+04
   0.271000E+02   0.376379E+04   0.102127E+04
   0.272000E+02   0.376841E+04   0.102391E+04
   0.273000E+02   0.377301E+04   0.102655E+04
   0.274000E+02   0.377758E+04   0.102918E+04
   0.275000E+02   0.378213E+04   0.103179E+04
   0.276000E+02   0.378665E+04   0.103440E+04
   0.277000E+02   0.379115E+04   0.103700E+04
   0.278000E+02   0.379563E+04   0.103960E+04
   0.279000E+02   0.380008E+04   0.104218E+04
   0.280000E+02   0.380452E+04   0.104476E+04
   0.281000E+02   0.380893E+04   0.104733E+04
   0.282000E+02   0.381331E+04   0.104989E+04
   0.283000E+02   0.381768E+04   0.105244E+04
   0.284000E+02   0.382202E+04   0.105499E+04
   0.285000E+02   0.382634E+04   0.105752E+04
   0.286000E+02   0.383064E+04   0.106005E+04
   0.287000E+02   0.383492E+04   0.106257E+04
   0.288000E+02   0.383918E+04   0.106509E+04
   0.289000E+02   0.384341E+04   0.106759E+04
   0.290000E+02   0.384763E+04   0.107009E+04
   0.291000E+02   0.385182E+04   0.107258E+04
   0.292000E+02   0.385599E+04   0.107506E+04
   0.293000E+02   0.386014E+04   0.107753E+04
   0.294000E+02   0.386427E+04   0.108000E+04
