#    time(ps)        R(t,x=0)       J(t,x=L)
   0.324000E+02   0.421460E+04   0.966057E+03
   0.325000E+02   0.421761E+04   0.968752E+03
   0.326000E+02   0.422061E+04   0.971436E+03
   0.327000E+02   0.422360E+04   0.974111E+03
   0.328000E+02   0.422656E+04   0.976775E+03
   0.329000E+02   0.422952E+04   0.979430E+03
   0.330000E+02   0.423246E+04   0.982074E+03
   0.331000E+02   0.423539E+04   0.984709E+03
   0.332000E+02   0.423830E+04   0.987333E+03
   0.333000E+02   0.424119E+04   0.989948E+03
   0.334000E+02   0.424408E+04   0.992553E+03
   0.335000E+02   0.424695E+04   0.995148E+03
   0.336000E+02   0.424980E+04   0.997733E+03
   0.337000E+02   0.425264E+04   0.100031E+04
   0.338000E+02   0.425547E+04   0.100287E+04
   0.339000E+02   0.425828E+04   0.100543E+04
   0.340000E+02   0.426108E+04   0.100797E+04
   0.341000E+02   0.426387E+04   0.101051E+04
   0.342000E+02   0.426664E+04   0.101304E+04
   0.343000E+02   0.426940E+04   0.101555E+04
   0.344000E+02   0.427214E+04   0.101806E+04
   0.345000E+02   0.427488E+04   0.102056E+04
   0.346000E+02   0.427760E+04   0.102305E+04
   0.347000E+02   0.428030E+04   0.102552E+04
   0.348000E+02   0.428299E+04   0.102799E+04
   0.349000E+02   0.428567E+04   0.103045E+04
   0.350000E+02   0.428834E+04   0.103290E+04
   0.351000E+02   0.429100E+04   0.103534E+04
   0.352000E+02   0.429364E+04   0.103777E+04
   0.353000E+02   0.429626E+04   0.104019E+04
   0.354000E+02   0.429888E+04   0.104260E+04
   0.355000E+02   0.430148E+04   0.104501E+04
   0.356000E+02   0.430407E+04   0.104740E+04
   0.357000E+02   0.430665E+04   0.104978E+04
   0.358000E+02   0.430922E+04   0.105216E+04
   0.359000E+02   0.431177E+04   0.105452E+04
   0.360000E+02   0.431432E+04   0.105688E+04
   0.361000E+02   0.431684E+04   0.105922E+04
   0.362000E+02   0.431936E+04   0.106156E+04
   0.363000E+02   0.432187E+04   0.106389E+04
   0.364000E+02   0.432436E+04   0.106620E+04
   0.365000E+02   0.432684E+04   0.106851E+04
   0.366000E+02   0.432931E+04   0.107081E+04
   0.367000E+02   0.433177E+04   0.107310E+04
   0.368000E+02   0.433422E+04   0.107539E+04
   0.369000E+02   0.433665E+04   0.107766E+04
   0.370000E+02   0.433908E+04   0.107992E+04
   0.371000E+02   0.434149E+04   0.108218E+04
   0.372000E+02   0.434389E+04   0.108442E+04
   0.373000E+02   0.434628E+04   0.108666E+04
   0.374000E+02   0.434866E+04   0.108889E+04
   0.375000E+02   0.435102E+04   0.109111E+04
   0.376000E+02   0.435338E+04   0.109332E+04
   0.377000E+02   0.435572E+04   0.109552E+04
   0.378000E+02   0.435806E+04   0.109771E+04
   0.379000E+02   0.436038E+04   0.109989E+04
   0.380000E+02   0.436269E+04   0.110207E+04
   0.381000E+02   0.436499E+04   0.110424E+04
   0.382000E+02   0.436728E+04   0.110639E+04
   0.383000E+02   0.436956E+04   0.110854E+04
   0.384000E+02   0.437183E+04   0.111068E+04
   0.385000E+02   0.437409E+04   0.111281E+04
   0.386000E+02   0.437634E+04   0.111494E+04
   0.387000E+02   0.437858E+04   0.111705E+04
   0.388000E+02   0.438080E+04   0.111916E+04
   0.389000E+02   0.438302E+04   0.112125E+04
   0.390000E+02   0.438522E+04   0.112334E+04
   0.391000E+02   0.438742E+04   0.112542E+04
   0.392000E+02   0.438961E+04   0.112749E+04
   0.393000E+02   0.439178E+04   0.112956E+04
   0.394000E+02   0.439395E+04   0.113161E+04
   0.395000E+02   0.439610E+04   0.113366E+04
   0.396000E+02   0.439825E+04   0.113570E+04
   0.397000E+02   0.440038E+04   0.113773E+04
   0.398000E+02   0.440251E+04   0.113975E+04
   0.399000E+02   0.440462E+04   0.114176E+04
   0.400000E+02   0.440673E+04   0.114377E+04
   0.401000E+02   0.440882E+04   0.114576E+04
   0.402000E+02   0.441091E+04   0.114775E+04
   0.403000E+02   0.441299E+04   0.114973E+04
   0.404000E+02   0.441505E+04   0.115170E+04
   0.405000E+02   0.441711E+04   0.115367E+04
   0.406000E+02   0.441916E+04   0.115562E+04
   0.407000E+02   0.442120E+04   0.115757E+04
   0.408000E+02   0.442323E+04   0.115951E+04
   0.409000E+02   0.442525E+04   0.116145E+04
   0.410000E+02   0.442726E+04   0.116337E+04
   0.411000E+02   0.442926E+04   0.116529E+04
   0.412000E+02   0.443125E+04   0.116719E+04
   0.413000E+02   0.443324E+04   0.116910E+04
   0.414000E+02   0.443521E+04   0.117099E+04
   0.415000E+02   0.443717E+04   0.117287E+04
   0.416000E+02   0.443913E+04   0.117475E+04
   0.417000E+02   0.444108E+04   0.117662E+04
   0.418000E+02   0.444302E+04   0.117848E+04
   0.419000E+02   0.444494E+04   0.118034E+04
   0.420000E+02   0.444686E+04   0.118218E+04
   0.421000E+02   0.444878E+04   0.118402E+04
   0.422000E+02   0.445068E+04   0.118585E+04
   0.423000E+02   0.445257E+04   0.118768E+04
   0.424000E+02   0.445446E+04   0.118949E+04
   0.425000E+02   0.445634E+04   0.119130E+04
   0.426000E+02   0.445820E+04   0.119310E+04
   0.427000E+02   0.446006E+04   0.119489E+04
   0.428000E+02   0.446191E+04   0.119668E+04
   0.429000E+02   0.446376E+04   0.119846E+04
   0.430000E+02   0.446559E+04   0.120023E+04
   0.431000E+02   0.446742E+04   0.120199E+04
   0.432000E+02   0.446924E+04   0.120375E+04
   0.433000E+02   0.447105E+04   0.120550E+04
   0.434000E+02   0.447285E+04   0.120724E+04
   0.435000E+02   0.447464E+04   0.120897E+04
   0.436000E+02   0.447642E+04   0.121070E+04
   0.437000E+02   0.447820E+04   0.121242E+04
   0.438000E+02   0.447997E+04   0.121413E+04
   0.439000E+02   0.448173E+04   0.121584E+04
   0.440000E+02   0.448348E+04   0.121754E+04
   0.441000E+02   0.448523E+04   0.121923E+04
   0.442000E+02   0.448697E+04   0.122091E+04
   0.443000E+02   0.448870E+04   0.122259E+04
   0.444000E+02   0.449042E+04   0.122426E+04
   0.445000E+02   0.449213E+04   0.122592E+04
   0.446000E+02   0.449384E+04   0.122758E+04
   0.447000E+02   0.449553E+04   0.122923E+04
   0.448000E+02   0.449722E+04   0.123087E+04
   0.449000E+02   0.449891E+04   0.123251E+04
