#    c*t(cm)       probability       error
   0.548616E+00   0.754107E-10   0.177654E-11
   0.551614E+00   0.754015E-10   0.177791E-11
   0.554611E+00   0.753930E-10   0.177820E-11
   0.557609E+00   0.753840E-10   0.177905E-11
   0.560607E+00   0.753767E-10   0.177913E-11
   0.563605E+00   0.753684E-10   0.177992E-11
   0.566603E+00   0.753612E-10   0.178034E-11
   0.569601E+00   0.753561E-10   0.177975E-11
   0.572599E+00   0.753503E-10   0.177893E-11
   0.575597E+00   0.753446E-10   0.177821E-11
   0.578595E+00   0.753391E-10   0.177772E-11
   0.581593E+00   0.753335E-10   0.177534E-11
   0.584590E+00   0.753288E-10   0.177296E-11
   0.587588E+00   0.753240E-10   0.177214E-11
   0.590586E+00   0.753193E-10   0.177026E-11
   0.593584E+00   0.753153E-10   0.176946E-11
   0.596582E+00   0.753111E-10   0.176926E-11
   0.599580E+00   0.753067E-10   0.176946E-11
   0.602578E+00   0.753032E-10   0.177143E-11
   0.605576E+00   0.752988E-10   0.177381E-11
   0.608574E+00   0.752947E-10   0.177637E-11
   0.611572E+00   0.752906E-10   0.177899E-11
   0.614569E+00   0.752881E-10   0.178088E-11
   0.617567E+00   0.752861E-10   0.178276E-11
   0.620565E+00   0.752842E-10   0.178666E-11
   0.623563E+00   0.752838E-10   0.178963E-11
   0.626561E+00   0.752838E-10   0.179230E-11
   0.629559E+00   0.752853E-10   0.179454E-11
   0.632557E+00   0.752865E-10   0.179708E-11
   0.635555E+00   0.752886E-10   0.179850E-11
   0.638553E+00   0.752913E-10   0.180028E-11
   0.641551E+00   0.752945E-10   0.180216E-11
   0.644548E+00   0.752983E-10   0.180478E-11
   0.647546E+00   0.753044E-10   0.180606E-11
   0.650544E+00   0.753123E-10   0.180721E-11
   0.653542E+00   0.753229E-10   0.180809E-11
   0.656540E+00   0.753352E-10   0.181032E-11
   0.659538E+00   0.753514E-10   0.181299E-11
   0.662536E+00   0.753690E-10   0.181517E-11
   0.665534E+00   0.753882E-10   0.181743E-11
   0.668532E+00   0.754076E-10   0.181961E-11
   0.671530E+00   0.754294E-10   0.182330E-11
   0.674527E+00   0.754539E-10   0.182862E-11
   0.677525E+00   0.754811E-10   0.183539E-11
   0.680523E+00   0.755112E-10   0.184211E-11
   0.683521E+00   0.755475E-10   0.184788E-11
   0.686519E+00   0.755900E-10   0.185227E-11
   0.689517E+00   0.756403E-10   0.185439E-11
   0.692515E+00   0.757026E-10   0.185563E-11
   0.695513E+00   0.757800E-10   0.185840E-11
   0.698511E+00   0.758808E-10   0.186410E-11
   0.701509E+00   0.760123E-10   0.187345E-11
   0.704506E+00   0.761920E-10   0.188662E-11
   0.707504E+00   0.764455E-10   0.190850E-11
   0.710502E+00   0.768115E-10   0.194409E-11
   0.713500E+00   0.773525E-10   0.200238E-11
   0.716498E+00   0.781535E-10   0.209535E-11
   0.719496E+00   0.793379E-10   0.224772E-11
   0.722494E+00   0.810831E-10   0.249539E-11
   0.725492E+00   0.836390E-10   0.290464E-11
   0.728490E+00   0.873580E-10   0.354460E-11
   0.731488E+00   0.927167E-10   0.451112E-11
   0.734485E+00   0.100401E-09   0.593470E-11
   0.737483E+00   0.111362E-09   0.797764E-11
   0.740481E+00   0.126899E-09   0.108776E-10
   0.743479E+00   0.148778E-09   0.149026E-10
   0.746477E+00   0.179416E-09   0.204605E-10
   0.749475E+00   0.222064E-09   0.280372E-10
   0.752473E+00   0.281266E-09   0.384810E-10
   0.755471E+00   0.363028E-09   0.527677E-10
   0.758469E+00   0.475560E-09   0.722664E-10
   0.761467E+00   0.629483E-09   0.985063E-10
   0.764464E+00   0.839525E-09   0.134017E-09
   0.767462E+00   0.112450E-08   0.181612E-09
   0.770460E+00   0.151012E-08   0.245372E-09
   0.773458E+00   0.203026E-08   0.330954E-09
   0.776456E+00   0.272866E-08   0.444030E-09
   0.779454E+00   0.366211E-08   0.592230E-09
   0.782452E+00   0.490416E-08   0.786027E-09
   0.785450E+00   0.655200E-08   0.103963E-08
   0.788448E+00   0.873148E-08   0.137354E-08
   0.791446E+00   0.116028E-07   0.180876E-08
   0.794443E+00   0.153733E-07   0.237217E-08
   0.797441E+00   0.203060E-07   0.309635E-08
   0.800439E+00   0.267391E-07   0.402480E-08
   0.803437E+00   0.350908E-07   0.520928E-08
   0.806435E+00   0.458996E-07   0.671925E-08
   0.809433E+00   0.598249E-07   0.863516E-08
   0.812431E+00   0.776926E-07   0.110471E-07
   0.815429E+00   0.100537E-06   0.140628E-07
   0.818427E+00   0.129695E-06   0.178559E-07
   0.821425E+00   0.166736E-06   0.225612E-07
   0.824422E+00   0.213703E-06   0.284075E-07
   0.827420E+00   0.272984E-06   0.356146E-07
   0.830418E+00   0.347521E-06   0.443869E-07
   0.833416E+00   0.440917E-06   0.551079E-07
   0.836414E+00   0.557409E-06   0.680665E-07
   0.839412E+00   0.702194E-06   0.835889E-07
   0.842410E+00   0.881502E-06   0.102181E-06
   0.845408E+00   0.110315E-05   0.124496E-06
   0.848406E+00   0.137555E-05   0.150997E-06
   0.851404E+00   0.170962E-05   0.182302E-06
   0.854401E+00   0.211864E-05   0.219711E-06
   0.857399E+00   0.261729E-05   0.264408E-06
   0.860397E+00   0.322327E-05   0.317423E-06
   0.863395E+00   0.395735E-05   0.380334E-06
   0.866393E+00   0.484396E-05   0.455074E-06
   0.869391E+00   0.591034E-05   0.543172E-06
   0.872389E+00   0.718928E-05   0.646534E-06
   0.875387E+00   0.871972E-05   0.767951E-06
   0.878385E+00   0.105438E-04   0.910659E-06
   0.881383E+00   0.127092E-04   0.107667E-05
   0.884380E+00   0.152718E-04   0.126786E-05
   0.887378E+00   0.182948E-04   0.148812E-05
   0.890376E+00   0.218511E-04   0.174415E-05
   0.893374E+00   0.260239E-04   0.204108E-05
   0.896372E+00   0.309059E-04   0.238461E-05
   0.899370E+00   0.365985E-04   0.278247E-05
   0.902368E+00   0.432180E-04   0.324326E-05
   0.905366E+00   0.508999E-04   0.378096E-05
   0.908364E+00   0.597942E-04   0.440322E-05
   0.911362E+00   0.700614E-04   0.511560E-05
   0.914359E+00   0.818801E-04   0.593557E-05
   0.917357E+00   0.954555E-04   0.686963E-05
   0.920355E+00   0.111017E-03   0.792043E-05
   0.923353E+00   0.128806E-03   0.909923E-05
   0.926351E+00   0.149099E-03   0.104193E-04
   0.929349E+00   0.172201E-03   0.118958E-04
   0.932347E+00   0.198444E-03   0.135502E-04
   0.935345E+00   0.228207E-03   0.154144E-04
   0.938343E+00   0.261883E-03   0.175032E-04
   0.941341E+00   0.299897E-03   0.198237E-04
   0.944338E+00   0.342729E-03   0.223870E-04
   0.947336E+00   0.390926E-03   0.252205E-04
   0.950334E+00   0.445105E-03   0.283363E-04
   0.953332E+00   0.505914E-03   0.317223E-04
   0.956330E+00   0.574060E-03   0.353873E-04
   0.959328E+00   0.650311E-03   0.393193E-04
   0.962326E+00   0.735527E-03   0.435296E-04
   0.965324E+00   0.830683E-03   0.480829E-04
   0.968322E+00   0.936835E-03   0.530313E-04
   0.971320E+00   0.105515E-02   0.583822E-04
   0.974317E+00   0.118686E-02   0.641555E-04
   0.977315E+00   0.133333E-02   0.703312E-04
   0.980313E+00   0.149610E-02   0.769236E-04
   0.983311E+00   0.167676E-02   0.839714E-04
   0.986309E+00   0.187709E-02   0.915977E-04
   0.989307E+00   0.209902E-02   0.998703E-04
   0.992305E+00   0.234468E-02   0.108815E-03
   0.995303E+00   0.261643E-02   0.118453E-03
   0.998301E+00   0.291686E-02   0.128751E-03
   0.100130E+01   0.324869E-02   0.139637E-03
   0.100430E+01   0.361500E-02   0.151068E-03
   0.100729E+01   0.401906E-02   0.163053E-03
   0.101029E+01   0.446454E-02   0.175630E-03
   0.101329E+01   0.495533E-02   0.188763E-03
   0.101629E+01   0.549572E-02   0.202430E-03
   0.101929E+01   0.609033E-02   0.216691E-03
   0.102228E+01   0.674436E-02   0.231596E-03
   0.102528E+01   0.746337E-02   0.247313E-03
   0.102828E+01   0.825354E-02   0.263942E-03
   0.103128E+01   0.912149E-02   0.281570E-03
   0.103428E+01   0.100743E-01   0.300384E-03
   0.103727E+01   0.111195E-01   0.320708E-03
   0.104027E+01   0.122651E-01   0.342839E-03
   0.104327E+01   0.135195E-01   0.367246E-03
   0.104627E+01   0.148914E-01   0.394515E-03
   0.104926E+01   0.163895E-01   0.425172E-03
   0.105226E+01   0.180223E-01   0.459803E-03
   0.105526E+01   0.197985E-01   0.498812E-03
   0.105826E+01   0.217266E-01   0.542615E-03
   0.106126E+01   0.238150E-01   0.591619E-03
   0.106425E+01   0.260717E-01   0.646066E-03
   0.106725E+01   0.285044E-01   0.706010E-03
   0.107025E+01   0.311203E-01   0.771558E-03
   0.107325E+01   0.339264E-01   0.842612E-03
   0.107625E+01   0.369286E-01   0.919391E-03
   0.107924E+01   0.401320E-01   0.100194E-02
   0.108224E+01   0.435410E-01   0.109046E-02
   0.108524E+01   0.471592E-01   0.118508E-02
   0.108824E+01   0.509888E-01   0.128581E-02
   0.109124E+01   0.550316E-01   0.139265E-02
   0.109423E+01   0.592879E-01   0.150559E-02
   0.109723E+01   0.637567E-01   0.162463E-02
   0.110023E+01   0.684360E-01   0.174973E-02
   0.110323E+01   0.733226E-01   0.188066E-02
   0.110623E+01   0.784119E-01   0.201715E-02
   0.110922E+01   0.836979E-01   0.215895E-02
   0.111222E+01   0.891735E-01   0.230578E-02
   0.111522E+01   0.948302E-01   0.245728E-02
   0.111822E+01   0.100658E+00   0.261324E-02
   0.112121E+01   0.106647E+00   0.277289E-02
   0.112421E+01   0.112785E+00   0.293621E-02
   0.112721E+01   0.119058E+00   0.310271E-02
   0.113021E+01   0.125454E+00   0.327191E-02
   0.113321E+01   0.131957E+00   0.344326E-02
   0.113620E+01   0.138551E+00   0.361649E-02
   0.113920E+01   0.145222E+00   0.379071E-02
   0.114220E+01   0.151952E+00   0.396563E-02
   0.114520E+01   0.158724E+00   0.414113E-02
   0.114820E+01   0.165521E+00   0.431634E-02
   0.115119E+01   0.172327E+00   0.449089E-02
   0.115419E+01   0.179123E+00   0.466425E-02
   0.115719E+01   0.185894E+00   0.483619E-02
   0.116019E+01   0.192622E+00   0.500621E-02
   0.116319E+01   0.199289E+00   0.517360E-02
   0.116618E+01   0.205883E+00   0.533857E-02
   0.116918E+01   0.212387E+00   0.550000E-02
   0.117218E+01   0.218786E+00   0.565849E-02
   0.117518E+01   0.225068E+00   0.581295E-02
   0.117817E+01   0.231219E+00   0.596338E-02
   0.118117E+01   0.237229E+00   0.610947E-02
   0.118417E+01   0.243086E+00   0.625114E-02
   0.118717E+01   0.248780E+00   0.638800E-02
   0.119017E+01   0.254305E+00   0.652016E-02
   0.119316E+01   0.259653E+00   0.664751E-02
   0.119616E+01   0.264817E+00   0.676965E-02
   0.119916E+01   0.269794E+00   0.688702E-02
   0.120216E+01   0.274578E+00   0.699917E-02
   0.120516E+01   0.279169E+00   0.710625E-02
   0.120815E+01   0.283563E+00   0.720835E-02
   0.121115E+01   0.287762E+00   0.730590E-02
   0.121415E+01   0.291765E+00   0.739830E-02
   0.121715E+01   0.295573E+00   0.748641E-02
   0.122015E+01   0.299190E+00   0.756999E-02
   0.122314E+01   0.302617E+00   0.764931E-02
   0.122614E+01   0.305860E+00   0.772441E-02
   0.122914E+01   0.308922E+00   0.779562E-02
   0.123214E+01   0.311808E+00   0.786295E-02
   0.123513E+01   0.314525E+00   0.792675E-02
   0.123813E+01   0.317077E+00   0.798696E-02
   0.124113E+01   0.319472E+00   0.804464E-02
   0.124413E+01   0.321715E+00   0.809871E-02
   0.124713E+01   0.323814E+00   0.815046E-02
   0.125012E+01   0.325775E+00   0.819953E-02
   0.125312E+01   0.327605E+00   0.824599E-02
   0.125612E+01   0.329312E+00   0.829085E-02
   0.125912E+01   0.330902E+00   0.833348E-02
   0.126212E+01   0.332382E+00   0.837439E-02
   0.126511E+01   0.333759E+00   0.841352E-02
   0.126811E+01   0.335040E+00   0.845140E-02
   0.127111E+01   0.336230E+00   0.848787E-02
   0.127411E+01   0.337337E+00   0.852285E-02
   0.127711E+01   0.338367E+00   0.855734E-02
   0.128010E+01   0.339324E+00   0.859052E-02
   0.128310E+01   0.340216E+00   0.862302E-02
   0.128610E+01   0.341046E+00   0.865446E-02
   0.128910E+01   0.341820E+00   0.868532E-02
   0.129209E+01   0.342542E+00   0.871546E-02
   0.129509E+01   0.343217E+00   0.874516E-02
   0.129809E+01   0.343849E+00   0.877402E-02
   0.130109E+01   0.344442E+00   0.880261E-02
   0.130409E+01   0.344999E+00   0.883085E-02
   0.130708E+01   0.345524E+00   0.885849E-02
   0.131008E+01   0.346020E+00   0.888570E-02
   0.131308E+01   0.346489E+00   0.891242E-02
   0.131608E+01   0.346935E+00   0.893887E-02
   0.131908E+01   0.347358E+00   0.896478E-02
   0.132207E+01   0.347763E+00   0.899034E-02
   0.132507E+01   0.348150E+00   0.901531E-02
   0.132807E+01   0.348522E+00   0.904014E-02
   0.133107E+01   0.348879E+00   0.906429E-02
   0.133407E+01   0.349224E+00   0.908819E-02
   0.133706E+01   0.349558E+00   0.911123E-02
   0.134006E+01   0.349883E+00   0.913387E-02
   0.134306E+01   0.350198E+00   0.915582E-02
   0.134606E+01   0.350505E+00   0.917736E-02
   0.134905E+01   0.350806E+00   0.919834E-02
   0.135205E+01   0.351100E+00   0.921850E-02
   0.135505E+01   0.351389E+00   0.923818E-02
   0.135805E+01   0.351672E+00   0.925709E-02
   0.136105E+01   0.351952E+00   0.927536E-02
   0.136404E+01   0.352228E+00   0.929314E-02
   0.136704E+01   0.352500E+00   0.931034E-02
   0.137004E+01   0.352769E+00   0.932652E-02
   0.137304E+01   0.353036E+00   0.934233E-02
   0.137604E+01   0.353300E+00   0.935732E-02
   0.137903E+01   0.353563E+00   0.937174E-02
   0.138203E+01   0.353823E+00   0.938546E-02
   0.138503E+01   0.354082E+00   0.939838E-02
   0.138803E+01   0.354340E+00   0.941047E-02
   0.139103E+01   0.354596E+00   0.942210E-02
   0.139402E+01   0.354852E+00   0.943309E-02
   0.139702E+01   0.355106E+00   0.944347E-02
   0.140002E+01   0.355360E+00   0.945305E-02
   0.140302E+01   0.355613E+00   0.946191E-02
   0.140602E+01   0.355865E+00   0.947036E-02
   0.140901E+01   0.356117E+00   0.947816E-02
   0.141201E+01   0.356368E+00   0.948546E-02
   0.141501E+01   0.356619E+00   0.949218E-02
   0.141801E+01   0.356869E+00   0.949858E-02
   0.142100E+01   0.357119E+00   0.950435E-02
   0.142400E+01   0.357369E+00   0.950974E-02
   0.142700E+01   0.357619E+00   0.951469E-02
   0.143000E+01   0.357867E+00   0.951913E-02
   0.143300E+01   0.358116E+00   0.952301E-02
   0.143599E+01   0.358364E+00   0.952677E-02
   0.143899E+01   0.358613E+00   0.953015E-02
   0.144199E+01   0.358860E+00   0.953340E-02
   0.144499E+01   0.359107E+00   0.953582E-02
   0.144799E+01   0.359354E+00   0.953832E-02
   0.145098E+01   0.359601E+00   0.954025E-02
   0.145398E+01   0.359847E+00   0.954206E-02
   0.145698E+01   0.360092E+00   0.954347E-02
   0.145998E+01   0.360337E+00   0.954460E-02
   0.146298E+01   0.360582E+00   0.954547E-02
   0.146597E+01   0.360826E+00   0.954613E-02
   0.146897E+01   0.361069E+00   0.954680E-02
   0.147197E+01   0.361312E+00   0.954685E-02
   0.147497E+01   0.361554E+00   0.954702E-02
   0.147796E+01   0.361795E+00   0.954675E-02
   0.148096E+01   0.362035E+00   0.954642E-02
   0.148396E+01   0.362275E+00   0.954616E-02
   0.148696E+01   0.362513E+00   0.954529E-02
   0.148996E+01   0.362751E+00   0.954448E-02
   0.149295E+01   0.362988E+00   0.954325E-02
   0.149595E+01   0.363224E+00   0.954227E-02
   0.149895E+01   0.363458E+00   0.954071E-02
   0.150195E+01   0.363692E+00   0.953899E-02
   0.150495E+01   0.363924E+00   0.953749E-02
   0.150794E+01   0.364155E+00   0.953548E-02
   0.151094E+01   0.364385E+00   0.953359E-02
   0.151394E+01   0.364614E+00   0.953145E-02
   0.151694E+01   0.364841E+00   0.952926E-02
   0.151994E+01   0.365067E+00   0.952662E-02
   0.152293E+01   0.365292E+00   0.952421E-02
   0.152593E+01   0.365515E+00   0.952162E-02
   0.152893E+01   0.365737E+00   0.951890E-02
   0.153193E+01   0.365958E+00   0.951611E-02
   0.153492E+01   0.366177E+00   0.951327E-02
   0.153792E+01   0.366395E+00   0.951027E-02
   0.154092E+01   0.366611E+00   0.950735E-02
   0.154392E+01   0.366826E+00   0.950461E-02
   0.154692E+01   0.367040E+00   0.950132E-02
   0.154991E+01   0.367252E+00   0.949828E-02
   0.155291E+01   0.367462E+00   0.949537E-02
   0.155591E+01   0.367672E+00   0.949243E-02
   0.155891E+01   0.367880E+00   0.948901E-02
   0.156191E+01   0.368086E+00   0.948597E-02
   0.156490E+01   0.368292E+00   0.948267E-02
   0.156790E+01   0.368495E+00   0.947964E-02
   0.157090E+01   0.368698E+00   0.947645E-02
   0.157390E+01   0.368899E+00   0.947357E-02
   0.157690E+01   0.369098E+00   0.947025E-02
   0.157989E+01   0.369297E+00   0.946738E-02
   0.158289E+01   0.369494E+00   0.946452E-02
   0.158589E+01   0.369689E+00   0.946148E-02
   0.158889E+01   0.369884E+00   0.945864E-02
   0.159188E+01   0.370077E+00   0.945591E-02
   0.159488E+01   0.370269E+00   0.945326E-02
   0.159788E+01   0.370459E+00   0.945057E-02
   0.160088E+01   0.370649E+00   0.944831E-02
   0.160388E+01   0.370837E+00   0.944588E-02
   0.160687E+01   0.371024E+00   0.944362E-02
   0.160987E+01   0.371210E+00   0.944131E-02
   0.161287E+01   0.371395E+00   0.943936E-02
   0.161587E+01   0.371579E+00   0.943755E-02
   0.161887E+01   0.371762E+00   0.943593E-02
   0.162186E+01   0.371943E+00   0.943399E-02
   0.162486E+01   0.372124E+00   0.943230E-02
   0.162786E+01   0.372304E+00   0.943102E-02
   0.163086E+01   0.372483E+00   0.942953E-02
   0.163386E+01   0.372661E+00   0.942823E-02
   0.163685E+01   0.372839E+00   0.942705E-02
   0.163985E+01   0.373015E+00   0.942590E-02
   0.164285E+01   0.373191E+00   0.942469E-02
   0.164585E+01   0.373366E+00   0.942376E-02
   0.164884E+01   0.373540E+00   0.942258E-02
   0.165184E+01   0.373714E+00   0.942153E-02
   0.165484E+01   0.373887E+00   0.942093E-02
   0.165784E+01   0.374059E+00   0.941986E-02
   0.166084E+01   0.374231E+00   0.941902E-02
   0.166383E+01   0.374402E+00   0.941816E-02
   0.166683E+01   0.374573E+00   0.941752E-02
   0.166983E+01   0.374743E+00   0.941685E-02
