#    c*t(cm)       probability       error
   0.100460E+02   0.667641E+00   0.476225E-02
   0.100490E+02   0.667652E+00   0.476230E-02
   0.100520E+02   0.667663E+00   0.476252E-02
   0.100550E+02   0.667675E+00   0.476280E-02
   0.100580E+02   0.667686E+00   0.476277E-02
   0.100610E+02   0.667697E+00   0.476303E-02
   0.100640E+02   0.667708E+00   0.476321E-02
   0.100669E+02   0.667719E+00   0.476321E-02
   0.100699E+02   0.667731E+00   0.476347E-02
   0.100729E+02   0.667742E+00   0.476365E-02
   0.100759E+02   0.667753E+00   0.476354E-02
   0.100789E+02   0.667765E+00   0.476375E-02
   0.100819E+02   0.667776E+00   0.476396E-02
   0.100849E+02   0.667787E+00   0.476398E-02
   0.100879E+02   0.667798E+00   0.476423E-02
   0.100909E+02   0.667810E+00   0.476445E-02
   0.100939E+02   0.667821E+00   0.476445E-02
   0.100969E+02   0.667832E+00   0.476463E-02
   0.100999E+02   0.667843E+00   0.476477E-02
   0.101029E+02   0.667854E+00   0.476496E-02
   0.101059E+02   0.667866E+00   0.476512E-02
   0.101089E+02   0.667877E+00   0.476512E-02
   0.101119E+02   0.667888E+00   0.476532E-02
   0.101149E+02   0.667899E+00   0.476548E-02
   0.101179E+02   0.667910E+00   0.476552E-02
   0.101209E+02   0.667921E+00   0.476581E-02
   0.101239E+02   0.667933E+00   0.476601E-02
   0.101269E+02   0.667944E+00   0.476605E-02
   0.101299E+02   0.667955E+00   0.476623E-02
   0.101329E+02   0.667966E+00   0.476630E-02
   0.101359E+02   0.667977E+00   0.476653E-02
   0.101389E+02   0.667988E+00   0.476673E-02
   0.101419E+02   0.668000E+00   0.476687E-02
   0.101449E+02   0.668011E+00   0.476705E-02
   0.101479E+02   0.668022E+00   0.476705E-02
   0.101509E+02   0.668033E+00   0.476719E-02
   0.101539E+02   0.668044E+00   0.476737E-02
   0.101569E+02   0.668056E+00   0.476746E-02
   0.101599E+02   0.668067E+00   0.476764E-02
   0.101629E+02   0.668078E+00   0.476764E-02
   0.101659E+02   0.668089E+00   0.476808E-02
   0.101689E+02   0.668100E+00   0.476808E-02
   0.101719E+02   0.668111E+00   0.476829E-02
   0.101749E+02   0.668123E+00   0.476841E-02
   0.101779E+02   0.668134E+00   0.476846E-02
   0.101809E+02   0.668145E+00   0.476864E-02
   0.101839E+02   0.668156E+00   0.476866E-02
   0.101869E+02   0.668167E+00   0.476888E-02
   0.101899E+02   0.668178E+00   0.476903E-02
   0.101929E+02   0.668189E+00   0.476921E-02
   0.101959E+02   0.668200E+00   0.476939E-02
   0.101989E+02   0.668211E+00   0.476950E-02
   0.102019E+02   0.668223E+00   0.476962E-02
   0.102049E+02   0.668234E+00   0.476969E-02
   0.102078E+02   0.668245E+00   0.476990E-02
   0.102108E+02   0.668256E+00   0.477006E-02
   0.102138E+02   0.668267E+00   0.477039E-02
   0.102168E+02   0.668278E+00   0.477039E-02
   0.102198E+02   0.668289E+00   0.477057E-02
   0.102228E+02   0.668300E+00   0.477057E-02
   0.102258E+02   0.668311E+00   0.477078E-02
   0.102288E+02   0.668322E+00   0.477096E-02
   0.102318E+02   0.668333E+00   0.477114E-02
   0.102348E+02   0.668344E+00   0.477115E-02
   0.102378E+02   0.668355E+00   0.477133E-02
   0.102408E+02   0.668367E+00   0.477127E-02
   0.102438E+02   0.668378E+00   0.477144E-02
   0.102468E+02   0.668389E+00   0.477164E-02
   0.102498E+02   0.668400E+00   0.477198E-02
   0.102528E+02   0.668411E+00   0.477204E-02
   0.102558E+02   0.668422E+00   0.477222E-02
   0.102588E+02   0.668433E+00   0.477222E-02
   0.102618E+02   0.668444E+00   0.477255E-02
   0.102648E+02   0.668455E+00   0.477255E-02
   0.102678E+02   0.668466E+00   0.477273E-02
   0.102708E+02   0.668477E+00   0.477273E-02
   0.102738E+02   0.668488E+00   0.477291E-02
   0.102768E+02   0.668499E+00   0.477322E-02
   0.102798E+02   0.668510E+00   0.477340E-02
   0.102828E+02   0.668521E+00   0.477340E-02
   0.102858E+02   0.668532E+00   0.477358E-02
   0.102888E+02   0.668543E+00   0.477364E-02
   0.102918E+02   0.668554E+00   0.477397E-02
   0.102948E+02   0.668566E+00   0.477397E-02
   0.102978E+02   0.668576E+00   0.477433E-02
   0.103008E+02   0.668587E+00   0.477433E-02
   0.103038E+02   0.668598E+00   0.477449E-02
   0.103068E+02   0.668609E+00   0.477467E-02
   0.103098E+02   0.668620E+00   0.477467E-02
   0.103128E+02   0.668631E+00   0.477485E-02
   0.103158E+02   0.668642E+00   0.477516E-02
   0.103188E+02   0.668653E+00   0.477534E-02
   0.103218E+02   0.668664E+00   0.477534E-02
   0.103248E+02   0.668675E+00   0.477534E-02
   0.103278E+02   0.668686E+00   0.477567E-02
   0.103308E+02   0.668698E+00   0.477567E-02
   0.103338E+02   0.668708E+00   0.477601E-02
   0.103368E+02   0.668719E+00   0.477603E-02
   0.103398E+02   0.668730E+00   0.477636E-02
   0.103428E+02   0.668741E+00   0.477636E-02
   0.103458E+02   0.668752E+00   0.477636E-02
   0.103488E+02   0.668763E+00   0.477675E-02
   0.103517E+02   0.668774E+00   0.477675E-02
   0.103547E+02   0.668785E+00   0.477693E-02
   0.103577E+02   0.668796E+00   0.477694E-02
   0.103607E+02   0.668807E+00   0.477709E-02
   0.103637E+02   0.668818E+00   0.477745E-02
   0.103667E+02   0.668829E+00   0.477745E-02
   0.103697E+02   0.668840E+00   0.477761E-02
   0.103727E+02   0.668851E+00   0.477779E-02
   0.103757E+02   0.668862E+00   0.477779E-02
   0.103787E+02   0.668873E+00   0.477827E-02
   0.103817E+02   0.668884E+00   0.477817E-02
   0.103847E+02   0.668895E+00   0.477819E-02
   0.103877E+02   0.668905E+00   0.477852E-02
   0.103907E+02   0.668916E+00   0.477868E-02
   0.103937E+02   0.668927E+00   0.477868E-02
   0.103967E+02   0.668938E+00   0.477892E-02
   0.103997E+02   0.668949E+00   0.477903E-02
   0.104027E+02   0.668960E+00   0.477921E-02
   0.104057E+02   0.668971E+00   0.477939E-02
   0.104087E+02   0.668982E+00   0.477941E-02
   0.104117E+02   0.668993E+00   0.477941E-02
   0.104147E+02   0.669004E+00   0.477990E-02
   0.104177E+02   0.669015E+00   0.477990E-02
   0.104207E+02   0.669026E+00   0.477992E-02
   0.104237E+02   0.669037E+00   0.478032E-02
   0.104267E+02   0.669047E+00   0.478039E-02
   0.104297E+02   0.669058E+00   0.478029E-02
   0.104327E+02   0.669069E+00   0.478062E-02
   0.104357E+02   0.669080E+00   0.478080E-02
   0.104387E+02   0.669091E+00   0.478080E-02
   0.104417E+02   0.669102E+00   0.478113E-02
   0.104447E+02   0.669113E+00   0.478119E-02
   0.104477E+02   0.669123E+00   0.478132E-02
   0.104507E+02   0.669134E+00   0.478135E-02
   0.104537E+02   0.669145E+00   0.478153E-02
   0.104567E+02   0.669156E+00   0.478184E-02
   0.104597E+02   0.669167E+00   0.478184E-02
   0.104627E+02   0.669178E+00   0.478198E-02
   0.104657E+02   0.669188E+00   0.478227E-02
   0.104687E+02   0.669199E+00   0.478222E-02
   0.104717E+02   0.669210E+00   0.478237E-02
   0.104747E+02   0.669221E+00   0.478253E-02
   0.104777E+02   0.669232E+00   0.478271E-02
   0.104807E+02   0.669243E+00   0.478275E-02
   0.104837E+02   0.669254E+00   0.478282E-02
   0.104867E+02   0.669264E+00   0.478326E-02
   0.104897E+02   0.669275E+00   0.478324E-02
   0.104926E+02   0.669286E+00   0.478324E-02
   0.104956E+02   0.669297E+00   0.478342E-02
   0.104986E+02   0.669308E+00   0.478367E-02
   0.105016E+02   0.669318E+00   0.478379E-02
   0.105046E+02   0.669329E+00   0.478395E-02
   0.105076E+02   0.669340E+00   0.478400E-02
   0.105106E+02   0.669351E+00   0.478430E-02
   0.105136E+02   0.669362E+00   0.478451E-02
   0.105166E+02   0.669372E+00   0.478446E-02
   0.105196E+02   0.669383E+00   0.478452E-02
   0.105226E+02   0.669394E+00   0.478467E-02
   0.105256E+02   0.669405E+00   0.478493E-02
   0.105286E+02   0.669416E+00   0.478521E-02
   0.105316E+02   0.669426E+00   0.478503E-02
   0.105346E+02   0.669437E+00   0.478520E-02
   0.105376E+02   0.669448E+00   0.478554E-02
   0.105406E+02   0.669459E+00   0.478576E-02
   0.105436E+02   0.669470E+00   0.478576E-02
   0.105466E+02   0.669480E+00   0.478587E-02
   0.105496E+02   0.669491E+00   0.478587E-02
   0.105526E+02   0.669502E+00   0.478609E-02
   0.105556E+02   0.669513E+00   0.478630E-02
   0.105586E+02   0.669524E+00   0.478645E-02
   0.105616E+02   0.669534E+00   0.478654E-02
   0.105646E+02   0.669545E+00   0.478663E-02
   0.105676E+02   0.669556E+00   0.478679E-02
   0.105706E+02   0.669566E+00   0.478678E-02
   0.105736E+02   0.669577E+00   0.478730E-02
   0.105766E+02   0.669588E+00   0.478719E-02
   0.105796E+02   0.669599E+00   0.478730E-02
   0.105826E+02   0.669609E+00   0.478748E-02
   0.105856E+02   0.669620E+00   0.478758E-02
   0.105886E+02   0.669631E+00   0.478768E-02
   0.105916E+02   0.669641E+00   0.478781E-02
   0.105946E+02   0.669653E+00   0.478815E-02
   0.105976E+02   0.669663E+00   0.478825E-02
   0.106006E+02   0.669674E+00   0.478821E-02
   0.106036E+02   0.669685E+00   0.478848E-02
   0.106066E+02   0.669695E+00   0.478844E-02
   0.106096E+02   0.669706E+00   0.478877E-02
   0.106126E+02   0.669717E+00   0.478885E-02
   0.106156E+02   0.669727E+00   0.478893E-02
   0.106186E+02   0.669738E+00   0.478910E-02
   0.106216E+02   0.669749E+00   0.478939E-02
   0.106246E+02   0.669759E+00   0.478950E-02
   0.106276E+02   0.669770E+00   0.478962E-02
   0.106306E+02   0.669781E+00   0.478973E-02
   0.106336E+02   0.669791E+00   0.478962E-02
   0.106365E+02   0.669802E+00   0.478999E-02
   0.106395E+02   0.669813E+00   0.478982E-02
   0.106425E+02   0.669823E+00   0.479013E-02
   0.106455E+02   0.669834E+00   0.479032E-02
   0.106485E+02   0.669845E+00   0.479031E-02
   0.106515E+02   0.669855E+00   0.479053E-02
   0.106545E+02   0.669866E+00   0.479068E-02
   0.106575E+02   0.669877E+00   0.479068E-02
   0.106605E+02   0.669888E+00   0.479104E-02
   0.106635E+02   0.669898E+00   0.479122E-02
   0.106665E+02   0.669909E+00   0.479135E-02
   0.106695E+02   0.669920E+00   0.479140E-02
   0.106725E+02   0.669930E+00   0.479160E-02
   0.106755E+02   0.669941E+00   0.479153E-02
   0.106785E+02   0.669951E+00   0.479189E-02
   0.106815E+02   0.669962E+00   0.479193E-02
   0.106845E+02   0.669973E+00   0.479204E-02
   0.106875E+02   0.669983E+00   0.479212E-02
   0.106905E+02   0.669994E+00   0.479225E-02
   0.106935E+02   0.670005E+00   0.479244E-02
   0.106965E+02   0.670015E+00   0.479261E-02
   0.106995E+02   0.670026E+00   0.479258E-02
   0.107025E+02   0.670036E+00   0.479282E-02
   0.107055E+02   0.670047E+00   0.479297E-02
   0.107085E+02   0.670058E+00   0.479313E-02
   0.107115E+02   0.670068E+00   0.479334E-02
   0.107145E+02   0.670079E+00   0.479325E-02
   0.107175E+02   0.670089E+00   0.479352E-02
   0.107205E+02   0.670100E+00   0.479367E-02
   0.107235E+02   0.670111E+00   0.479372E-02
   0.107265E+02   0.670121E+00   0.479385E-02
   0.107295E+02   0.670132E+00   0.479398E-02
   0.107325E+02   0.670143E+00   0.479421E-02
   0.107355E+02   0.670153E+00   0.479429E-02
   0.107385E+02   0.670164E+00   0.479443E-02
   0.107415E+02   0.670174E+00   0.479452E-02
   0.107445E+02   0.670185E+00   0.479476E-02
   0.107475E+02   0.670196E+00   0.479473E-02
   0.107505E+02   0.670206E+00   0.479488E-02
   0.107535E+02   0.670217E+00   0.479525E-02
   0.107565E+02   0.670227E+00   0.479488E-02
   0.107595E+02   0.670238E+00   0.479525E-02
   0.107625E+02   0.670248E+00   0.479532E-02
   0.107655E+02   0.670259E+00   0.479543E-02
   0.107685E+02   0.670270E+00   0.479561E-02
   0.107715E+02   0.670280E+00   0.479576E-02
   0.107745E+02   0.670290E+00   0.479594E-02
   0.107775E+02   0.670301E+00   0.479601E-02
   0.107804E+02   0.670312E+00   0.479628E-02
   0.107834E+02   0.670322E+00   0.479637E-02
   0.107864E+02   0.670333E+00   0.479646E-02
   0.107894E+02   0.670343E+00   0.479669E-02
   0.107924E+02   0.670354E+00   0.479664E-02
   0.107954E+02   0.670364E+00   0.479669E-02
   0.107984E+02   0.670375E+00   0.479701E-02
   0.108014E+02   0.670385E+00   0.479702E-02
   0.108044E+02   0.670396E+00   0.479719E-02
   0.108074E+02   0.670406E+00   0.479720E-02
   0.108104E+02   0.670417E+00   0.479752E-02
   0.108134E+02   0.670427E+00   0.479754E-02
   0.108164E+02   0.670438E+00   0.479770E-02
   0.108194E+02   0.670449E+00   0.479791E-02
   0.108224E+02   0.670459E+00   0.479793E-02
   0.108254E+02   0.670470E+00   0.479793E-02
   0.108284E+02   0.670480E+00   0.479811E-02
   0.108314E+02   0.670491E+00   0.479842E-02
   0.108344E+02   0.670501E+00   0.479844E-02
   0.108374E+02   0.670512E+00   0.479860E-02
   0.108404E+02   0.670522E+00   0.479878E-02
   0.108434E+02   0.670532E+00   0.479878E-02
   0.108464E+02   0.670543E+00   0.479893E-02
   0.108494E+02   0.670553E+00   0.479918E-02
   0.108524E+02   0.670564E+00   0.479911E-02
   0.108554E+02   0.670574E+00   0.479940E-02
   0.108584E+02   0.670585E+00   0.479966E-02
   0.108614E+02   0.670595E+00   0.479936E-02
   0.108644E+02   0.670606E+00   0.479966E-02
   0.108674E+02   0.670616E+00   0.479985E-02
   0.108704E+02   0.670627E+00   0.480000E-02
   0.108734E+02   0.670637E+00   0.480005E-02
   0.108764E+02   0.670647E+00   0.480023E-02
   0.108794E+02   0.670658E+00   0.480020E-02
   0.108824E+02   0.670668E+00   0.480044E-02
   0.108854E+02   0.670679E+00   0.480054E-02
   0.108884E+02   0.670689E+00   0.480080E-02
   0.108914E+02   0.670700E+00   0.480087E-02
   0.108944E+02   0.670710E+00   0.480091E-02
   0.108974E+02   0.670721E+00   0.480108E-02
   0.109004E+02   0.670731E+00   0.480105E-02
   0.109034E+02   0.670741E+00   0.480132E-02
   0.109064E+02   0.670752E+00   0.480136E-02
   0.109094E+02   0.670762E+00   0.480163E-02
   0.109124E+02   0.670773E+00   0.480161E-02
   0.109154E+02   0.670783E+00   0.480176E-02
   0.109184E+02   0.670794E+00   0.480201E-02
   0.109213E+02   0.670804E+00   0.480199E-02
   0.109243E+02   0.670814E+00   0.480217E-02
   0.109273E+02   0.670825E+00   0.480232E-02
   0.109303E+02   0.670835E+00   0.480261E-02
   0.109333E+02   0.670845E+00   0.480254E-02
   0.109363E+02   0.670856E+00   0.480250E-02
   0.109393E+02   0.670866E+00   0.480286E-02
   0.109423E+02   0.670877E+00   0.480299E-02
   0.109453E+02   0.670887E+00   0.480302E-02
   0.109483E+02   0.670897E+00   0.480323E-02
   0.109513E+02   0.670908E+00   0.480317E-02
   0.109543E+02   0.670918E+00   0.480352E-02
   0.109573E+02   0.670929E+00   0.480357E-02
   0.109603E+02   0.670939E+00   0.480353E-02
   0.109633E+02   0.670949E+00   0.480390E-02
   0.109663E+02   0.670960E+00   0.480384E-02
   0.109693E+02   0.670970E+00   0.480390E-02
   0.109723E+02   0.670981E+00   0.480408E-02
   0.109753E+02   0.670991E+00   0.480426E-02
   0.109783E+02   0.671001E+00   0.480424E-02
   0.109813E+02   0.671011E+00   0.480457E-02
   0.109843E+02   0.671022E+00   0.480475E-02
   0.109873E+02   0.671032E+00   0.480460E-02
   0.109903E+02   0.671043E+00   0.480496E-02
   0.109933E+02   0.671053E+00   0.480493E-02
   0.109963E+02   0.671063E+00   0.480498E-02
   0.109993E+02   0.671074E+00   0.480520E-02
   0.110023E+02   0.671084E+00   0.480527E-02
   0.110053E+02   0.671094E+00   0.480531E-02
   0.110083E+02   0.671104E+00   0.480555E-02
   0.110113E+02   0.671115E+00   0.480576E-02
   0.110143E+02   0.671125E+00   0.480582E-02
   0.110173E+02   0.671135E+00   0.480604E-02
   0.110203E+02   0.671146E+00   0.480596E-02
   0.110233E+02   0.671156E+00   0.480600E-02
   0.110263E+02   0.671166E+00   0.480622E-02
   0.110293E+02   0.671177E+00   0.480641E-02
   0.110323E+02   0.671187E+00   0.480651E-02
   0.110353E+02   0.671198E+00   0.480672E-02
   0.110383E+02   0.671208E+00   0.480677E-02
   0.110413E+02   0.671218E+00   0.480674E-02
   0.110443E+02   0.671228E+00   0.480707E-02
   0.110473E+02   0.671239E+00   0.480727E-02
   0.110503E+02   0.671249E+00   0.480723E-02
   0.110533E+02   0.671259E+00   0.480752E-02
   0.110563E+02   0.671270E+00   0.480747E-02
   0.110593E+02   0.671280E+00   0.480747E-02
   0.110623E+02   0.671290E+00   0.480759E-02
   0.110652E+02   0.671300E+00   0.480778E-02
   0.110682E+02   0.671311E+00   0.480798E-02
   0.110712E+02   0.671321E+00   0.480816E-02
   0.110742E+02   0.671331E+00   0.480812E-02
   0.110772E+02   0.671342E+00   0.480845E-02
   0.110802E+02   0.671352E+00   0.480832E-02
   0.110832E+02   0.671362E+00   0.480850E-02
   0.110862E+02   0.671372E+00   0.480866E-02
   0.110892E+02   0.671382E+00   0.480870E-02
   0.110922E+02   0.671393E+00   0.480899E-02
   0.110952E+02   0.671403E+00   0.480903E-02
   0.110982E+02   0.671413E+00   0.480915E-02
   0.111012E+02   0.671423E+00   0.480940E-02
   0.111042E+02   0.671434E+00   0.480952E-02
   0.111072E+02   0.671444E+00   0.480954E-02
   0.111102E+02   0.671454E+00   0.480950E-02
   0.111132E+02   0.671465E+00   0.480973E-02
   0.111162E+02   0.671475E+00   0.480977E-02
   0.111192E+02   0.671485E+00   0.481005E-02
   0.111222E+02   0.671495E+00   0.481017E-02
   0.111252E+02   0.671505E+00   0.481022E-02
   0.111282E+02   0.671516E+00   0.481044E-02
   0.111312E+02   0.671526E+00   0.481044E-02
   0.111342E+02   0.671536E+00   0.481075E-02
   0.111372E+02   0.671546E+00   0.481073E-02
   0.111402E+02   0.671557E+00   0.481093E-02
   0.111432E+02   0.671567E+00   0.481093E-02
   0.111462E+02   0.671577E+00   0.481098E-02
   0.111492E+02   0.671587E+00   0.481101E-02
   0.111522E+02   0.671597E+00   0.481124E-02
   0.111552E+02   0.671607E+00   0.481129E-02
   0.111582E+02   0.671617E+00   0.481147E-02
   0.111612E+02   0.671628E+00   0.481169E-02
   0.111642E+02   0.671638E+00   0.481169E-02
   0.111672E+02   0.671648E+00   0.481187E-02
   0.111702E+02   0.671658E+00   0.481196E-02
   0.111732E+02   0.671669E+00   0.481216E-02
   0.111762E+02   0.671679E+00   0.481220E-02
   0.111792E+02   0.671689E+00   0.481238E-02
   0.111822E+02   0.671699E+00   0.481238E-02
   0.111852E+02   0.671709E+00   0.481254E-02
   0.111882E+02   0.671720E+00   0.481258E-02
   0.111912E+02   0.671730E+00   0.481287E-02
   0.111942E+02   0.671740E+00   0.481287E-02
   0.111972E+02   0.671750E+00   0.481305E-02
   0.112002E+02   0.671760E+00   0.481320E-02
   0.112032E+02   0.671770E+00   0.481342E-02
   0.112062E+02   0.671780E+00   0.481343E-02
   0.112091E+02   0.671790E+00   0.481343E-02
   0.112121E+02   0.671801E+00   0.481372E-02
   0.112151E+02   0.671811E+00   0.481372E-02
   0.112181E+02   0.671821E+00   0.481391E-02
   0.112211E+02   0.671831E+00   0.481394E-02
   0.112241E+02   0.671841E+00   0.481412E-02
   0.112271E+02   0.671851E+00   0.481416E-02
   0.112301E+02   0.671862E+00   0.481428E-02
   0.112331E+02   0.671872E+00   0.481428E-02
   0.112361E+02   0.671882E+00   0.481450E-02
   0.112391E+02   0.671892E+00   0.481465E-02
   0.112421E+02   0.671902E+00   0.481478E-02
   0.112451E+02   0.671912E+00   0.481496E-02
   0.112481E+02   0.671922E+00   0.481496E-02
   0.112511E+02   0.671932E+00   0.481519E-02
   0.112541E+02   0.671942E+00   0.481523E-02
   0.112571E+02   0.671953E+00   0.481541E-02
   0.112601E+02   0.671963E+00   0.481535E-02
   0.112631E+02   0.671973E+00   0.481555E-02
   0.112661E+02   0.671983E+00   0.481568E-02
   0.112691E+02   0.671993E+00   0.481568E-02
   0.112721E+02   0.672003E+00   0.481586E-02
   0.112751E+02   0.672013E+00   0.481590E-02
   0.112781E+02   0.672023E+00   0.481608E-02
   0.112811E+02   0.672033E+00   0.481608E-02
   0.112841E+02   0.672043E+00   0.481639E-02
   0.112871E+02   0.672053E+00   0.481660E-02
   0.112901E+02   0.672063E+00   0.481675E-02
   0.112931E+02   0.672074E+00   0.481693E-02
   0.112961E+02   0.672083E+00   0.481693E-02
   0.112991E+02   0.672094E+00   0.481690E-02
   0.113021E+02   0.672104E+00   0.481708E-02
   0.113051E+02   0.672114E+00   0.481708E-02
   0.113081E+02   0.672124E+00   0.481742E-02
   0.113111E+02   0.672134E+00   0.481742E-02
   0.113141E+02   0.672144E+00   0.481742E-02
   0.113171E+02   0.672154E+00   0.481760E-02
   0.113201E+02   0.672164E+00   0.481778E-02
   0.113231E+02   0.672174E+00   0.481778E-02
   0.113261E+02   0.672184E+00   0.481812E-02
   0.113291E+02   0.672194E+00   0.481815E-02
   0.113321E+02   0.672204E+00   0.481815E-02
   0.113351E+02   0.672214E+00   0.481833E-02
   0.113381E+02   0.672224E+00   0.481838E-02
   0.113411E+02   0.672234E+00   0.481856E-02
   0.113441E+02   0.672244E+00   0.481871E-02
   0.113471E+02   0.672254E+00   0.481871E-02
   0.113500E+02   0.672264E+00   0.481905E-02
   0.113530E+02   0.672274E+00   0.481908E-02
   0.113560E+02   0.672284E+00   0.481908E-02
   0.113590E+02   0.672294E+00   0.481941E-02
   0.113620E+02   0.672304E+00   0.481941E-02
   0.113650E+02   0.672314E+00   0.481941E-02
   0.113680E+02   0.672324E+00   0.481959E-02
   0.113710E+02   0.672334E+00   0.481959E-02
   0.113740E+02   0.672344E+00   0.481994E-02
   0.113770E+02   0.672354E+00   0.482012E-02
   0.113800E+02   0.672364E+00   0.482014E-02
   0.113830E+02   0.672374E+00   0.482014E-02
   0.113860E+02   0.672384E+00   0.482029E-02
   0.113890E+02   0.672394E+00   0.482047E-02
   0.113920E+02   0.672404E+00   0.482063E-02
   0.113950E+02   0.672414E+00   0.482063E-02
   0.113980E+02   0.672424E+00   0.482081E-02
   0.114010E+02   0.672434E+00   0.482096E-02
   0.114040E+02   0.672444E+00   0.482088E-02
   0.114070E+02   0.672454E+00   0.482106E-02
   0.114100E+02   0.672464E+00   0.482122E-02
   0.114130E+02   0.672474E+00   0.482133E-02
   0.114160E+02   0.672484E+00   0.482133E-02
   0.114190E+02   0.672494E+00   0.482151E-02
   0.114220E+02   0.672504E+00   0.482151E-02
   0.114250E+02   0.672514E+00   0.482166E-02
   0.114280E+02   0.672524E+00   0.482188E-02
   0.114310E+02   0.672534E+00   0.482203E-02
   0.114340E+02   0.672544E+00   0.482206E-02
   0.114370E+02   0.672554E+00   0.482221E-02
   0.114400E+02   0.672564E+00   0.482239E-02
   0.114430E+02   0.672574E+00   0.482255E-02
   0.114460E+02   0.672583E+00   0.482260E-02
   0.114490E+02   0.672593E+00   0.482260E-02
   0.114520E+02   0.672603E+00   0.482278E-02
   0.114550E+02   0.672613E+00   0.482278E-02
   0.114580E+02   0.672623E+00   0.482309E-02
   0.114610E+02   0.672633E+00   0.482311E-02
   0.114640E+02   0.672643E+00   0.482329E-02
   0.114670E+02   0.672653E+00   0.482346E-02
   0.114700E+02   0.672663E+00   0.482346E-02
   0.114730E+02   0.672673E+00   0.482362E-02
   0.114760E+02   0.672683E+00   0.482351E-02
   0.114790E+02   0.672693E+00   0.482381E-02
   0.114820E+02   0.672703E+00   0.482383E-02
   0.114850E+02   0.672713E+00   0.482399E-02
   0.114880E+02   0.672722E+00   0.482414E-02
   0.114910E+02   0.672732E+00   0.482430E-02
   0.114939E+02   0.672742E+00   0.482436E-02
   0.114969E+02   0.672752E+00   0.482462E-02
   0.114999E+02   0.672762E+00   0.482454E-02
   0.115029E+02   0.672772E+00   0.482454E-02
   0.115059E+02   0.672782E+00   0.482487E-02
   0.115089E+02   0.672792E+00   0.482503E-02
   0.115119E+02   0.672802E+00   0.482503E-02
   0.115149E+02   0.672812E+00   0.482518E-02
   0.115179E+02   0.672821E+00   0.482516E-02
   0.115209E+02   0.672831E+00   0.482550E-02
   0.115239E+02   0.672841E+00   0.482555E-02
   0.115269E+02   0.672851E+00   0.482555E-02
   0.115299E+02   0.672861E+00   0.482555E-02
   0.115329E+02   0.672870E+00   0.482588E-02
   0.115359E+02   0.672880E+00   0.482588E-02
   0.115389E+02   0.672890E+00   0.482601E-02
   0.115419E+02   0.672900E+00   0.482633E-02
   0.115449E+02   0.672910E+00   0.482628E-02
   0.115479E+02   0.672920E+00   0.482630E-02
   0.115509E+02   0.672930E+00   0.482643E-02
   0.115539E+02   0.672939E+00   0.482645E-02
   0.115569E+02   0.672949E+00   0.482684E-02
   0.115599E+02   0.672959E+00   0.482684E-02
   0.115629E+02   0.672969E+00   0.482697E-02
   0.115659E+02   0.672979E+00   0.482713E-02
   0.115689E+02   0.672989E+00   0.482713E-02
   0.115719E+02   0.672998E+00   0.482716E-02
   0.115749E+02   0.673008E+00   0.482739E-02
   0.115779E+02   0.673018E+00   0.482754E-02
   0.115809E+02   0.673028E+00   0.482780E-02
   0.115839E+02   0.673038E+00   0.482769E-02
   0.115869E+02   0.673048E+00   0.482769E-02
   0.115899E+02   0.673057E+00   0.482809E-02
   0.115929E+02   0.673067E+00   0.482806E-02
   0.115959E+02   0.673077E+00   0.482817E-02
   0.115989E+02   0.673087E+00   0.482818E-02
   0.116019E+02   0.673097E+00   0.482839E-02
   0.116049E+02   0.673106E+00   0.482860E-02
   0.116079E+02   0.673116E+00   0.482874E-02
   0.116109E+02   0.673126E+00   0.482874E-02
   0.116139E+02   0.673136E+00   0.482876E-02
   0.116169E+02   0.673145E+00   0.482909E-02
   0.116199E+02   0.673155E+00   0.482909E-02
   0.116229E+02   0.673165E+00   0.482912E-02
   0.116259E+02   0.673175E+00   0.482925E-02
   0.116289E+02   0.673185E+00   0.482949E-02
   0.116319E+02   0.673195E+00   0.482965E-02
   0.116348E+02   0.673204E+00   0.482979E-02
   0.116378E+02   0.673214E+00   0.482979E-02
   0.116408E+02   0.673224E+00   0.482977E-02
   0.116438E+02   0.673234E+00   0.483001E-02
   0.116468E+02   0.673243E+00   0.483006E-02
   0.116498E+02   0.673253E+00   0.483017E-02
   0.116528E+02   0.673263E+00   0.483028E-02
   0.116558E+02   0.673272E+00   0.483034E-02
   0.116588E+02   0.673282E+00   0.483055E-02
   0.116618E+02   0.673292E+00   0.483055E-02
   0.116648E+02   0.673302E+00   0.483086E-02
   0.116678E+02   0.673311E+00   0.483083E-02
   0.116708E+02   0.673321E+00   0.483106E-02
   0.116738E+02   0.673331E+00   0.483124E-02
   0.116768E+02   0.673341E+00   0.483125E-02
   0.116798E+02   0.673350E+00   0.483140E-02
   0.116828E+02   0.673360E+00   0.483142E-02
   0.116858E+02   0.673370E+00   0.483153E-02
   0.116888E+02   0.673380E+00   0.483175E-02
   0.116918E+02   0.673389E+00   0.483176E-02
   0.116948E+02   0.673399E+00   0.483191E-02
   0.116978E+02   0.673409E+00   0.483208E-02
   0.117008E+02   0.673419E+00   0.483200E-02
   0.117038E+02   0.673428E+00   0.483225E-02
   0.117068E+02   0.673438E+00   0.483231E-02
   0.117098E+02   0.673447E+00   0.483249E-02
   0.117128E+02   0.673457E+00   0.483249E-02
   0.117158E+02   0.673467E+00   0.483274E-02
   0.117188E+02   0.673477E+00   0.483267E-02
