#    c*t(cm)       probability       error
   0.183921E+02   0.756538E+00   0.650090E-02
   0.183951E+02   0.756543E+00   0.650090E-02
   0.183981E+02   0.756548E+00   0.650106E-02
   0.184011E+02   0.756553E+00   0.650106E-02
   0.184041E+02   0.756558E+00   0.650114E-02
   0.184071E+02   0.756563E+00   0.650115E-02
   0.184101E+02   0.756568E+00   0.650137E-02
   0.184131E+02   0.756574E+00   0.650120E-02
   0.184161E+02   0.756579E+00   0.650120E-02
   0.184191E+02   0.756584E+00   0.650106E-02
   0.184221E+02   0.756589E+00   0.650123E-02
   0.184251E+02   0.756594E+00   0.650123E-02
   0.184281E+02   0.756599E+00   0.650123E-02
   0.184311E+02   0.756604E+00   0.650139E-02
   0.184341E+02   0.756609E+00   0.650139E-02
   0.184371E+02   0.756615E+00   0.650153E-02
   0.184401E+02   0.756620E+00   0.650136E-02
   0.184431E+02   0.756625E+00   0.650136E-02
   0.184461E+02   0.756630E+00   0.650128E-02
   0.184491E+02   0.756635E+00   0.650145E-02
   0.184521E+02   0.756640E+00   0.650145E-02
   0.184551E+02   0.756645E+00   0.650150E-02
   0.184581E+02   0.756650E+00   0.650159E-02
   0.184611E+02   0.756655E+00   0.650185E-02
   0.184641E+02   0.756660E+00   0.650185E-02
   0.184671E+02   0.756665E+00   0.650185E-02
   0.184701E+02   0.756670E+00   0.650185E-02
   0.184731E+02   0.756676E+00   0.650168E-02
   0.184761E+02   0.756681E+00   0.650185E-02
   0.184791E+02   0.756686E+00   0.650183E-02
   0.184821E+02   0.756691E+00   0.650180E-02
   0.184851E+02   0.756696E+00   0.650180E-02
   0.184880E+02   0.756701E+00   0.650197E-02
   0.184910E+02   0.756706E+00   0.650197E-02
   0.184940E+02   0.756711E+00   0.650197E-02
   0.184970E+02   0.756716E+00   0.650220E-02
   0.185000E+02   0.756721E+00   0.650220E-02
   0.185030E+02   0.756726E+00   0.650237E-02
   0.185060E+02   0.756731E+00   0.650237E-02
   0.185090E+02   0.756736E+00   0.650237E-02
   0.185120E+02   0.756741E+00   0.650243E-02
   0.185150E+02   0.756747E+00   0.650226E-02
   0.185180E+02   0.756752E+00   0.650242E-02
   0.185210E+02   0.756757E+00   0.650242E-02
   0.185240E+02   0.756762E+00   0.650250E-02
   0.185270E+02   0.756767E+00   0.650250E-02
   0.185300E+02   0.756772E+00   0.650242E-02
   0.185330E+02   0.756777E+00   0.650258E-02
   0.185360E+02   0.756782E+00   0.650257E-02
   0.185390E+02   0.756787E+00   0.650257E-02
   0.185420E+02   0.756792E+00   0.650257E-02
   0.185450E+02   0.756797E+00   0.650267E-02
   0.185480E+02   0.756803E+00   0.650289E-02
   0.185510E+02   0.756808E+00   0.650289E-02
   0.185540E+02   0.756813E+00   0.650289E-02
   0.185570E+02   0.756818E+00   0.650289E-02
   0.185600E+02   0.756823E+00   0.650289E-02
   0.185630E+02   0.756828E+00   0.650289E-02
   0.185660E+02   0.756833E+00   0.650305E-02
   0.185690E+02   0.756838E+00   0.650305E-02
   0.185720E+02   0.756843E+00   0.650289E-02
   0.185750E+02   0.756848E+00   0.650289E-02
   0.185780E+02   0.756853E+00   0.650289E-02
   0.185810E+02   0.756858E+00   0.650319E-02
   0.185840E+02   0.756863E+00   0.650319E-02
   0.185870E+02   0.756868E+00   0.650319E-02
   0.185900E+02   0.756873E+00   0.650319E-02
   0.185930E+02   0.756878E+00   0.650325E-02
   0.185960E+02   0.756883E+00   0.650325E-02
   0.185990E+02   0.756888E+00   0.650341E-02
   0.186020E+02   0.756893E+00   0.650341E-02
   0.186050E+02   0.756898E+00   0.650341E-02
   0.186080E+02   0.756903E+00   0.650341E-02
   0.186110E+02   0.756908E+00   0.650341E-02
   0.186140E+02   0.756913E+00   0.650341E-02
   0.186170E+02   0.756918E+00   0.650357E-02
   0.186200E+02   0.756923E+00   0.650357E-02
   0.186230E+02   0.756928E+00   0.650357E-02
   0.186260E+02   0.756933E+00   0.650371E-02
   0.186290E+02   0.756938E+00   0.650371E-02
   0.186319E+02   0.756943E+00   0.650371E-02
   0.186349E+02   0.756948E+00   0.650381E-02
   0.186379E+02   0.756954E+00   0.650398E-02
   0.186409E+02   0.756959E+00   0.650398E-02
   0.186439E+02   0.756964E+00   0.650398E-02
   0.186469E+02   0.756968E+00   0.650398E-02
   0.186499E+02   0.756973E+00   0.650398E-02
   0.186529E+02   0.756978E+00   0.650398E-02
   0.186559E+02   0.756984E+00   0.650398E-02
   0.186589E+02   0.756989E+00   0.650414E-02
   0.186619E+02   0.756993E+00   0.650419E-02
   0.186649E+02   0.756998E+00   0.650419E-02
   0.186679E+02   0.757003E+00   0.650425E-02
   0.186709E+02   0.757009E+00   0.650425E-02
   0.186739E+02   0.757014E+00   0.650425E-02
   0.186769E+02   0.757019E+00   0.650425E-02
   0.186799E+02   0.757024E+00   0.650425E-02
   0.186829E+02   0.757029E+00   0.650441E-02
   0.186859E+02   0.757034E+00   0.650441E-02
   0.186889E+02   0.757038E+00   0.650431E-02
   0.186919E+02   0.757043E+00   0.650445E-02
   0.186949E+02   0.757048E+00   0.650445E-02
   0.186979E+02   0.757053E+00   0.650445E-02
   0.187009E+02   0.757058E+00   0.650445E-02
   0.187039E+02   0.757063E+00   0.650445E-02
   0.187069E+02   0.757068E+00   0.650463E-02
   0.187099E+02   0.757073E+00   0.650463E-02
   0.187129E+02   0.757078E+00   0.650463E-02
   0.187159E+02   0.757083E+00   0.650463E-02
   0.187189E+02   0.757088E+00   0.650476E-02
   0.187219E+02   0.757093E+00   0.650476E-02
   0.187249E+02   0.757098E+00   0.650476E-02
   0.187279E+02   0.757103E+00   0.650468E-02
   0.187309E+02   0.757108E+00   0.650468E-02
   0.187339E+02   0.757113E+00   0.650468E-02
   0.187369E+02   0.757118E+00   0.650485E-02
   0.187399E+02   0.757123E+00   0.650485E-02
   0.187429E+02   0.757128E+00   0.650515E-02
   0.187459E+02   0.757133E+00   0.650515E-02
   0.187489E+02   0.757138E+00   0.650515E-02
   0.187519E+02   0.757143E+00   0.650515E-02
   0.187549E+02   0.757148E+00   0.650515E-02
   0.187579E+02   0.757153E+00   0.650523E-02
   0.187609E+02   0.757158E+00   0.650523E-02
   0.187639E+02   0.757163E+00   0.650525E-02
   0.187669E+02   0.757168E+00   0.650550E-02
   0.187699E+02   0.757173E+00   0.650541E-02
   0.187728E+02   0.757178E+00   0.650541E-02
   0.187758E+02   0.757183E+00   0.650541E-02
   0.187788E+02   0.757188E+00   0.650541E-02
   0.187818E+02   0.757193E+00   0.650532E-02
   0.187848E+02   0.757197E+00   0.650532E-02
   0.187878E+02   0.757202E+00   0.650545E-02
   0.187908E+02   0.757207E+00   0.650545E-02
   0.187938E+02   0.757212E+00   0.650545E-02
   0.187968E+02   0.757217E+00   0.650545E-02
   0.187998E+02   0.757222E+00   0.650562E-02
   0.188028E+02   0.757227E+00   0.650562E-02
   0.188058E+02   0.757232E+00   0.650572E-02
   0.188088E+02   0.757237E+00   0.650594E-02
   0.188118E+02   0.757242E+00   0.650594E-02
   0.188148E+02   0.757247E+00   0.650594E-02
   0.188178E+02   0.757252E+00   0.650594E-02
   0.188208E+02   0.757257E+00   0.650594E-02
   0.188238E+02   0.757262E+00   0.650594E-02
   0.188268E+02   0.757267E+00   0.650597E-02
   0.188298E+02   0.757272E+00   0.650597E-02
   0.188328E+02   0.757277E+00   0.650597E-02
   0.188358E+02   0.757282E+00   0.650589E-02
   0.188388E+02   0.757286E+00   0.650590E-02
   0.188418E+02   0.757291E+00   0.650602E-02
   0.188448E+02   0.757296E+00   0.650624E-02
   0.188478E+02   0.757301E+00   0.650624E-02
   0.188508E+02   0.757306E+00   0.650624E-02
   0.188538E+02   0.757311E+00   0.650624E-02
   0.188568E+02   0.757316E+00   0.650624E-02
   0.188598E+02   0.757321E+00   0.650640E-02
   0.188628E+02   0.757326E+00   0.650636E-02
   0.188658E+02   0.757331E+00   0.650636E-02
   0.188688E+02   0.757336E+00   0.650637E-02
   0.188718E+02   0.757341E+00   0.650637E-02
   0.188748E+02   0.757345E+00   0.650663E-02
   0.188778E+02   0.757350E+00   0.650676E-02
   0.188808E+02   0.757355E+00   0.650675E-02
   0.188838E+02   0.757360E+00   0.650675E-02
   0.188868E+02   0.757365E+00   0.650662E-02
   0.188898E+02   0.757370E+00   0.650662E-02
   0.188928E+02   0.757375E+00   0.650677E-02
   0.188958E+02   0.757380E+00   0.650667E-02
   0.188988E+02   0.757385E+00   0.650667E-02
   0.189018E+02   0.757389E+00   0.650676E-02
   0.189048E+02   0.757394E+00   0.650693E-02
   0.189078E+02   0.757399E+00   0.650698E-02
   0.189108E+02   0.757404E+00   0.650698E-02
   0.189138E+02   0.757409E+00   0.650698E-02
   0.189167E+02   0.757414E+00   0.650700E-02
   0.189197E+02   0.757419E+00   0.650699E-02
   0.189227E+02   0.757424E+00   0.650697E-02
   0.189257E+02   0.757429E+00   0.650697E-02
   0.189287E+02   0.757433E+00   0.650714E-02
   0.189317E+02   0.757438E+00   0.650714E-02
   0.189347E+02   0.757443E+00   0.650714E-02
   0.189377E+02   0.757448E+00   0.650728E-02
   0.189407E+02   0.757453E+00   0.650730E-02
   0.189437E+02   0.757458E+00   0.650730E-02
   0.189467E+02   0.757463E+00   0.650712E-02
   0.189497E+02   0.757468E+00   0.650720E-02
   0.189527E+02   0.757472E+00   0.650744E-02
   0.189557E+02   0.757477E+00   0.650744E-02
   0.189587E+02   0.757482E+00   0.650746E-02
   0.189617E+02   0.757487E+00   0.650746E-02
   0.189647E+02   0.757492E+00   0.650759E-02
   0.189677E+02   0.757497E+00   0.650751E-02
   0.189707E+02   0.757502E+00   0.650750E-02
   0.189737E+02   0.757507E+00   0.650750E-02
   0.189767E+02   0.757512E+00   0.650767E-02
   0.189797E+02   0.757516E+00   0.650776E-02
   0.189827E+02   0.757521E+00   0.650768E-02
   0.189857E+02   0.757526E+00   0.650768E-02
   0.189887E+02   0.757531E+00   0.650768E-02
   0.189917E+02   0.757536E+00   0.650780E-02
   0.189947E+02   0.757541E+00   0.650797E-02
   0.189977E+02   0.757545E+00   0.650798E-02
   0.190007E+02   0.757550E+00   0.650790E-02
   0.190037E+02   0.757555E+00   0.650803E-02
   0.190067E+02   0.757560E+00   0.650797E-02
   0.190097E+02   0.757565E+00   0.650796E-02
   0.190127E+02   0.757570E+00   0.650796E-02
   0.190157E+02   0.757575E+00   0.650828E-02
   0.190187E+02   0.757579E+00   0.650820E-02
   0.190217E+02   0.757584E+00   0.650820E-02
   0.190247E+02   0.757589E+00   0.650820E-02
   0.190277E+02   0.757594E+00   0.650827E-02
   0.190307E+02   0.757599E+00   0.650826E-02
   0.190337E+02   0.757603E+00   0.650836E-02
   0.190367E+02   0.757609E+00   0.650836E-02
   0.190397E+02   0.757613E+00   0.650850E-02
   0.190427E+02   0.757618E+00   0.650850E-02
   0.190457E+02   0.757623E+00   0.650859E-02
   0.190487E+02   0.757628E+00   0.650836E-02
   0.190517E+02   0.757633E+00   0.650866E-02
   0.190547E+02   0.757637E+00   0.650866E-02
   0.190577E+02   0.757642E+00   0.650850E-02
   0.190606E+02   0.757647E+00   0.650850E-02
   0.190636E+02   0.757652E+00   0.650856E-02
   0.190666E+02   0.757657E+00   0.650856E-02
   0.190696E+02   0.757661E+00   0.650866E-02
   0.190726E+02   0.757667E+00   0.650866E-02
   0.190756E+02   0.757671E+00   0.650872E-02
   0.190786E+02   0.757676E+00   0.650882E-02
   0.190816E+02   0.757681E+00   0.650872E-02
   0.190846E+02   0.757686E+00   0.650903E-02
   0.190876E+02   0.757691E+00   0.650897E-02
   0.190906E+02   0.757695E+00   0.650888E-02
   0.190936E+02   0.757700E+00   0.650898E-02
   0.190966E+02   0.757705E+00   0.650902E-02
   0.190996E+02   0.757710E+00   0.650919E-02
   0.191026E+02   0.757715E+00   0.650919E-02
   0.191056E+02   0.757719E+00   0.650919E-02
   0.191086E+02   0.757724E+00   0.650928E-02
   0.191116E+02   0.757729E+00   0.650902E-02
   0.191146E+02   0.757734E+00   0.650919E-02
   0.191176E+02   0.757739E+00   0.650924E-02
   0.191206E+02   0.757744E+00   0.650926E-02
   0.191236E+02   0.757748E+00   0.650928E-02
   0.191266E+02   0.757753E+00   0.650932E-02
   0.191296E+02   0.757758E+00   0.650941E-02
   0.191326E+02   0.757763E+00   0.650941E-02
   0.191356E+02   0.757768E+00   0.650942E-02
   0.191386E+02   0.757772E+00   0.650959E-02
   0.191416E+02   0.757777E+00   0.650940E-02
   0.191446E+02   0.757782E+00   0.650957E-02
   0.191476E+02   0.757787E+00   0.650972E-02
   0.191506E+02   0.757791E+00   0.650965E-02
   0.191536E+02   0.757796E+00   0.650951E-02
   0.191566E+02   0.757801E+00   0.650970E-02
   0.191596E+02   0.757806E+00   0.650972E-02
   0.191626E+02   0.757811E+00   0.650972E-02
   0.191656E+02   0.757815E+00   0.650973E-02
   0.191686E+02   0.757820E+00   0.650971E-02
   0.191716E+02   0.757825E+00   0.650987E-02
   0.191746E+02   0.757830E+00   0.650989E-02
   0.191776E+02   0.757834E+00   0.651003E-02
   0.191806E+02   0.757839E+00   0.650976E-02
   0.191836E+02   0.757844E+00   0.650988E-02
   0.191866E+02   0.757849E+00   0.651002E-02
   0.191896E+02   0.757853E+00   0.651003E-02
   0.191926E+02   0.757858E+00   0.651003E-02
   0.191956E+02   0.757863E+00   0.651023E-02
   0.191986E+02   0.757868E+00   0.651019E-02
   0.192015E+02   0.757873E+00   0.651019E-02
   0.192045E+02   0.757877E+00   0.651032E-02
   0.192075E+02   0.757882E+00   0.651023E-02
   0.192105E+02   0.757887E+00   0.651025E-02
   0.192135E+02   0.757891E+00   0.651033E-02
   0.192165E+02   0.757896E+00   0.651032E-02
   0.192195E+02   0.757901E+00   0.651024E-02
   0.192225E+02   0.757906E+00   0.651046E-02
   0.192255E+02   0.757911E+00   0.651050E-02
   0.192285E+02   0.757916E+00   0.651050E-02
   0.192315E+02   0.757920E+00   0.651054E-02
   0.192345E+02   0.757925E+00   0.651063E-02
   0.192375E+02   0.757930E+00   0.651055E-02
   0.192405E+02   0.757934E+00   0.651063E-02
   0.192435E+02   0.757939E+00   0.651046E-02
   0.192465E+02   0.757944E+00   0.651063E-02
   0.192495E+02   0.757949E+00   0.651085E-02
   0.192525E+02   0.757953E+00   0.651081E-02
   0.192555E+02   0.757958E+00   0.651079E-02
   0.192585E+02   0.757963E+00   0.651076E-02
   0.192615E+02   0.757968E+00   0.651085E-02
   0.192645E+02   0.757972E+00   0.651073E-02
   0.192675E+02   0.757977E+00   0.651093E-02
   0.192705E+02   0.757982E+00   0.651101E-02
   0.192735E+02   0.757987E+00   0.651101E-02
   0.192765E+02   0.757991E+00   0.651093E-02
   0.192795E+02   0.757996E+00   0.651110E-02
   0.192825E+02   0.758001E+00   0.651115E-02
   0.192855E+02   0.758005E+00   0.651109E-02
   0.192885E+02   0.758010E+00   0.651093E-02
   0.192915E+02   0.758015E+00   0.651123E-02
   0.192945E+02   0.758020E+00   0.651125E-02
   0.192975E+02   0.758024E+00   0.651125E-02
   0.193005E+02   0.758029E+00   0.651123E-02
   0.193035E+02   0.758034E+00   0.651132E-02
   0.193065E+02   0.758039E+00   0.651125E-02
   0.193095E+02   0.758043E+00   0.651129E-02
   0.193125E+02   0.758048E+00   0.651148E-02
   0.193155E+02   0.758053E+00   0.651156E-02
   0.193185E+02   0.758057E+00   0.651155E-02
   0.193215E+02   0.758062E+00   0.651145E-02
   0.193245E+02   0.758067E+00   0.651156E-02
   0.193275E+02   0.758072E+00   0.651155E-02
   0.193305E+02   0.758076E+00   0.651145E-02
   0.193335E+02   0.758081E+00   0.651176E-02
   0.193365E+02   0.758086E+00   0.651172E-02
   0.193395E+02   0.758090E+00   0.651168E-02
   0.193425E+02   0.758095E+00   0.651167E-02
   0.193454E+02   0.758100E+00   0.651172E-02
   0.193484E+02   0.758105E+00   0.651185E-02
   0.193514E+02   0.758109E+00   0.651183E-02
   0.193544E+02   0.758114E+00   0.651207E-02
   0.193574E+02   0.758119E+00   0.651185E-02
   0.193604E+02   0.758123E+00   0.651167E-02
   0.193634E+02   0.758128E+00   0.651207E-02
   0.193664E+02   0.758133E+00   0.651202E-02
   0.193694E+02   0.758137E+00   0.651197E-02
   0.193724E+02   0.758142E+00   0.651207E-02
   0.193754E+02   0.758147E+00   0.651207E-02
   0.193784E+02   0.758152E+00   0.651207E-02
   0.193814E+02   0.758156E+00   0.651224E-02
   0.193844E+02   0.758161E+00   0.651237E-02
   0.193874E+02   0.758166E+00   0.651224E-02
   0.193904E+02   0.758170E+00   0.651224E-02
   0.193934E+02   0.758175E+00   0.651237E-02
   0.193964E+02   0.758180E+00   0.651229E-02
   0.193994E+02   0.758184E+00   0.651254E-02
   0.194024E+02   0.758189E+00   0.651254E-02
   0.194054E+02   0.758194E+00   0.651229E-02
   0.194084E+02   0.758198E+00   0.651254E-02
   0.194114E+02   0.758203E+00   0.651246E-02
   0.194144E+02   0.758208E+00   0.651259E-02
   0.194174E+02   0.758212E+00   0.651271E-02
   0.194204E+02   0.758217E+00   0.651246E-02
   0.194234E+02   0.758222E+00   0.651259E-02
   0.194264E+02   0.758226E+00   0.651276E-02
   0.194294E+02   0.758231E+00   0.651276E-02
   0.194324E+02   0.758236E+00   0.651275E-02
   0.194354E+02   0.758240E+00   0.651290E-02
   0.194384E+02   0.758245E+00   0.651276E-02
   0.194414E+02   0.758250E+00   0.651278E-02
   0.194444E+02   0.758254E+00   0.651298E-02
   0.194474E+02   0.758259E+00   0.651276E-02
   0.194504E+02   0.758264E+00   0.651291E-02
   0.194534E+02   0.758268E+00   0.651298E-02
   0.194564E+02   0.758273E+00   0.651306E-02
   0.194594E+02   0.758278E+00   0.651308E-02
   0.194624E+02   0.758282E+00   0.651298E-02
   0.194654E+02   0.758287E+00   0.651306E-02
   0.194684E+02   0.758292E+00   0.651300E-02
   0.194714E+02   0.758296E+00   0.651328E-02
   0.194744E+02   0.758301E+00   0.651324E-02
   0.194774E+02   0.758306E+00   0.651322E-02
   0.194804E+02   0.758310E+00   0.651328E-02
   0.194834E+02   0.758315E+00   0.651324E-02
   0.194863E+02   0.758319E+00   0.651345E-02
   0.194893E+02   0.758324E+00   0.651328E-02
   0.194923E+02   0.758329E+00   0.651330E-02
   0.194953E+02   0.758333E+00   0.651345E-02
   0.194983E+02   0.758338E+00   0.651360E-02
   0.195013E+02   0.758343E+00   0.651330E-02
   0.195043E+02   0.758347E+00   0.651358E-02
   0.195073E+02   0.758352E+00   0.651351E-02
   0.195103E+02   0.758357E+00   0.651355E-02
   0.195133E+02   0.758361E+00   0.651358E-02
   0.195163E+02   0.758366E+00   0.651351E-02
   0.195193E+02   0.758370E+00   0.651375E-02
   0.195223E+02   0.758375E+00   0.651369E-02
   0.195253E+02   0.758380E+00   0.651365E-02
   0.195283E+02   0.758384E+00   0.651375E-02
   0.195313E+02   0.758389E+00   0.651382E-02
   0.195343E+02   0.758394E+00   0.651390E-02
   0.195373E+02   0.758398E+00   0.651382E-02
   0.195403E+02   0.758403E+00   0.651382E-02
   0.195433E+02   0.758407E+00   0.651405E-02
   0.195463E+02   0.758412E+00   0.651398E-02
   0.195493E+02   0.758417E+00   0.651403E-02
   0.195523E+02   0.758421E+00   0.651398E-02
   0.195553E+02   0.758426E+00   0.651398E-02
   0.195583E+02   0.758431E+00   0.651427E-02
   0.195613E+02   0.758435E+00   0.651398E-02
   0.195643E+02   0.758440E+00   0.651421E-02
   0.195673E+02   0.758444E+00   0.651420E-02
   0.195703E+02   0.758449E+00   0.651428E-02
   0.195733E+02   0.758454E+00   0.651403E-02
   0.195763E+02   0.758458E+00   0.651428E-02
   0.195793E+02   0.758463E+00   0.651437E-02
   0.195823E+02   0.758467E+00   0.651450E-02
   0.195853E+02   0.758472E+00   0.651428E-02
   0.195883E+02   0.758477E+00   0.651434E-02
   0.195913E+02   0.758481E+00   0.651450E-02
   0.195943E+02   0.758486E+00   0.651442E-02
   0.195973E+02   0.758490E+00   0.651451E-02
   0.196003E+02   0.758495E+00   0.651458E-02
   0.196033E+02   0.758500E+00   0.651467E-02
   0.196063E+02   0.758504E+00   0.651464E-02
   0.196093E+02   0.758509E+00   0.651461E-02
   0.196123E+02   0.758513E+00   0.651481E-02
   0.196153E+02   0.758518E+00   0.651450E-02
   0.196183E+02   0.758523E+00   0.651481E-02
   0.196213E+02   0.758527E+00   0.651473E-02
   0.196243E+02   0.758532E+00   0.651490E-02
   0.196273E+02   0.758536E+00   0.651481E-02
   0.196302E+02   0.758541E+00   0.651496E-02
   0.196332E+02   0.758546E+00   0.651497E-02
   0.196362E+02   0.758550E+00   0.651486E-02
   0.196392E+02   0.758555E+00   0.651497E-02
   0.196422E+02   0.758559E+00   0.651503E-02
   0.196452E+02   0.758564E+00   0.651512E-02
   0.196482E+02   0.758568E+00   0.651503E-02
   0.196512E+02   0.758573E+00   0.651513E-02
   0.196542E+02   0.758578E+00   0.651519E-02
   0.196572E+02   0.758582E+00   0.651504E-02
   0.196602E+02   0.758587E+00   0.651527E-02
   0.196632E+02   0.758592E+00   0.651519E-02
   0.196662E+02   0.758596E+00   0.651527E-02
   0.196692E+02   0.758600E+00   0.651519E-02
   0.196722E+02   0.758605E+00   0.651543E-02
   0.196752E+02   0.758610E+00   0.651519E-02
   0.196782E+02   0.758614E+00   0.651543E-02
   0.196812E+02   0.758619E+00   0.651542E-02
   0.196842E+02   0.758623E+00   0.651551E-02
   0.196872E+02   0.758628E+00   0.651535E-02
   0.196902E+02   0.758632E+00   0.651549E-02
   0.196932E+02   0.758637E+00   0.651551E-02
   0.196962E+02   0.758642E+00   0.651554E-02
   0.196992E+02   0.758646E+00   0.651565E-02
   0.197022E+02   0.758651E+00   0.651572E-02
   0.197052E+02   0.758655E+00   0.651573E-02
   0.197082E+02   0.758660E+00   0.651572E-02
   0.197112E+02   0.758664E+00   0.651589E-02
   0.197142E+02   0.758669E+00   0.651565E-02
   0.197172E+02   0.758674E+00   0.651586E-02
   0.197202E+02   0.758678E+00   0.651581E-02
   0.197232E+02   0.758683E+00   0.651587E-02
   0.197262E+02   0.758687E+00   0.651581E-02
   0.197292E+02   0.758692E+00   0.651603E-02
   0.197322E+02   0.758696E+00   0.651581E-02
   0.197352E+02   0.758701E+00   0.651603E-02
   0.197382E+02   0.758705E+00   0.651611E-02
   0.197412E+02   0.758710E+00   0.651603E-02
   0.197442E+02   0.758714E+00   0.651617E-02
   0.197472E+02   0.758719E+00   0.651618E-02
   0.197502E+02   0.758723E+00   0.651617E-02
   0.197532E+02   0.758728E+00   0.651628E-02
   0.197562E+02   0.758733E+00   0.651634E-02
   0.197592E+02   0.758737E+00   0.651611E-02
   0.197622E+02   0.758742E+00   0.651625E-02
   0.197652E+02   0.758746E+00   0.651641E-02
   0.197682E+02   0.758751E+00   0.651625E-02
   0.197712E+02   0.758755E+00   0.651647E-02
   0.197741E+02   0.758760E+00   0.651641E-02
   0.197771E+02   0.758764E+00   0.651647E-02
   0.197801E+02   0.758769E+00   0.651641E-02
   0.197831E+02   0.758773E+00   0.651647E-02
   0.197861E+02   0.758778E+00   0.651641E-02
   0.197891E+02   0.758783E+00   0.651664E-02
   0.197921E+02   0.758787E+00   0.651655E-02
   0.197951E+02   0.758791E+00   0.651664E-02
   0.197981E+02   0.758796E+00   0.651672E-02
   0.198011E+02   0.758801E+00   0.651664E-02
   0.198041E+02   0.758805E+00   0.651672E-02
   0.198071E+02   0.758810E+00   0.651680E-02
   0.198101E+02   0.758814E+00   0.651678E-02
   0.198131E+02   0.758819E+00   0.651693E-02
   0.198161E+02   0.758823E+00   0.651678E-02
   0.198191E+02   0.758827E+00   0.651685E-02
   0.198221E+02   0.758832E+00   0.651694E-02
   0.198251E+02   0.758836E+00   0.651685E-02
   0.198281E+02   0.758841E+00   0.651694E-02
   0.198311E+02   0.758845E+00   0.651704E-02
   0.198341E+02   0.758850E+00   0.651708E-02
   0.198371E+02   0.758854E+00   0.651704E-02
   0.198401E+02   0.758859E+00   0.651708E-02
   0.198431E+02   0.758863E+00   0.651704E-02
   0.198461E+02   0.758868E+00   0.651724E-02
   0.198491E+02   0.758872E+00   0.651718E-02
   0.198521E+02   0.758877E+00   0.651724E-02
   0.198551E+02   0.758881E+00   0.651734E-02
   0.198581E+02   0.758886E+00   0.651724E-02
   0.198611E+02   0.758890E+00   0.651734E-02
   0.198641E+02   0.758895E+00   0.651729E-02
   0.198671E+02   0.758899E+00   0.651734E-02
   0.198701E+02   0.758904E+00   0.651754E-02
   0.198731E+02   0.758908E+00   0.651734E-02
   0.198761E+02   0.758913E+00   0.651754E-02
   0.198791E+02   0.758917E+00   0.651748E-02
   0.198821E+02   0.758922E+00   0.651754E-02
   0.198851E+02   0.758926E+00   0.651764E-02
   0.198881E+02   0.758931E+00   0.651756E-02
   0.198911E+02   0.758935E+00   0.651764E-02
   0.198941E+02   0.758940E+00   0.651770E-02
   0.198971E+02   0.758944E+00   0.651756E-02
   0.199001E+02   0.758949E+00   0.651786E-02
   0.199031E+02   0.758953E+00   0.651773E-02
   0.199061E+02   0.758958E+00   0.651786E-02
   0.199091E+02   0.758962E+00   0.651776E-02
   0.199121E+02   0.758967E+00   0.651786E-02
   0.199150E+02   0.758971E+00   0.651801E-02
   0.199180E+02   0.758976E+00   0.651791E-02
   0.199210E+02   0.758980E+00   0.651803E-02
   0.199240E+02   0.758985E+00   0.651791E-02
   0.199270E+02   0.758989E+00   0.651803E-02
   0.199300E+02   0.758994E+00   0.651791E-02
   0.199330E+02   0.758998E+00   0.651817E-02
   0.199360E+02   0.759003E+00   0.651808E-02
   0.199390E+02   0.759007E+00   0.651817E-02
   0.199420E+02   0.759011E+00   0.651838E-02
   0.199450E+02   0.759016E+00   0.651808E-02
   0.199480E+02   0.759020E+00   0.651839E-02
   0.199510E+02   0.759025E+00   0.651824E-02
   0.199540E+02   0.759029E+00   0.651839E-02
   0.199570E+02   0.759034E+00   0.651838E-02
   0.199600E+02   0.759038E+00   0.651831E-02
   0.199630E+02   0.759043E+00   0.651838E-02
   0.199660E+02   0.759047E+00   0.651839E-02
   0.199690E+02   0.759051E+00   0.651856E-02
   0.199720E+02   0.759056E+00   0.651855E-02
   0.199750E+02   0.759060E+00   0.651855E-02
   0.199780E+02   0.759065E+00   0.651855E-02
   0.199810E+02   0.759069E+00   0.651861E-02
   0.199840E+02   0.759074E+00   0.651855E-02
   0.199870E+02   0.759078E+00   0.651861E-02
   0.199900E+02   0.759083E+00   0.651870E-02
   0.199930E+02   0.759087E+00   0.651860E-02
   0.199960E+02   0.759091E+00   0.651877E-02
   0.199990E+02   0.759096E+00   0.651890E-02
   0.200020E+02   0.759100E+00   0.651877E-02
   0.200050E+02   0.759105E+00   0.651887E-02
   0.200080E+02   0.759109E+00   0.651890E-02
   0.200110E+02   0.759114E+00   0.651879E-02
   0.200140E+02   0.759118E+00   0.651890E-02
   0.200170E+02   0.759122E+00   0.651908E-02
   0.200200E+02   0.759127E+00   0.651892E-02
   0.200230E+02   0.759131E+00   0.651908E-02
   0.200260E+02   0.759136E+00   0.651914E-02
   0.200290E+02   0.759140E+00   0.651907E-02
   0.200320E+02   0.759144E+00   0.651917E-02
   0.200350E+02   0.759149E+00   0.651922E-02
   0.200380E+02   0.759153E+00   0.651924E-02
   0.200410E+02   0.759158E+00   0.651914E-02
   0.200440E+02   0.759162E+00   0.651938E-02
   0.200470E+02   0.759167E+00   0.651923E-02
   0.200500E+02   0.759171E+00   0.651931E-02
   0.200530E+02   0.759175E+00   0.651943E-02
   0.200560E+02   0.759180E+00   0.651930E-02
   0.200589E+02   0.759184E+00   0.651938E-02
   0.200619E+02   0.759189E+00   0.651944E-02
   0.200649E+02   0.759193E+00   0.651931E-02
