#    c*t(cm)       probability       error
   0.449685E+00   0.839619E-10   0.217740E-11
   0.452683E+00   0.839641E-10   0.218184E-11
   0.455681E+00   0.839675E-10   0.218555E-11
   0.458679E+00   0.839730E-10   0.218804E-11
   0.461677E+00   0.839796E-10   0.218969E-11
   0.464674E+00   0.839883E-10   0.219069E-11
   0.467672E+00   0.839983E-10   0.219174E-11
   0.470670E+00   0.840094E-10   0.219123E-11
   0.473668E+00   0.840234E-10   0.218911E-11
   0.476666E+00   0.840386E-10   0.218646E-11
   0.479664E+00   0.840554E-10   0.218448E-11
   0.482662E+00   0.840738E-10   0.218254E-11
   0.485660E+00   0.840922E-10   0.217986E-11
   0.488658E+00   0.841129E-10   0.217749E-11
   0.491656E+00   0.841353E-10   0.217328E-11
   0.494653E+00   0.841607E-10   0.217082E-11
   0.497651E+00   0.841879E-10   0.216914E-11
   0.500649E+00   0.842193E-10   0.217009E-11
   0.503647E+00   0.842538E-10   0.217163E-11
   0.506645E+00   0.842889E-10   0.217363E-11
   0.509643E+00   0.843254E-10   0.217565E-11
   0.512641E+00   0.843631E-10   0.217678E-11
   0.515639E+00   0.844031E-10   0.217906E-11
   0.518637E+00   0.844478E-10   0.218245E-11
   0.521635E+00   0.844951E-10   0.218581E-11
   0.524632E+00   0.845452E-10   0.218900E-11
   0.527630E+00   0.845987E-10   0.219215E-11
   0.530628E+00   0.846551E-10   0.219374E-11
   0.533626E+00   0.847136E-10   0.219565E-11
   0.536624E+00   0.847778E-10   0.219944E-11
   0.539622E+00   0.848487E-10   0.220579E-11
   0.542620E+00   0.849267E-10   0.221395E-11
   0.545618E+00   0.850142E-10   0.222426E-11
   0.548616E+00   0.851119E-10   0.223758E-11
   0.551614E+00   0.852261E-10   0.225325E-11
   0.554611E+00   0.853615E-10   0.227398E-11
   0.557609E+00   0.855275E-10   0.230183E-11
   0.560607E+00   0.857366E-10   0.234059E-11
   0.563605E+00   0.860030E-10   0.240522E-11
   0.566603E+00   0.863500E-10   0.251487E-11
   0.569601E+00   0.868082E-10   0.271344E-11
   0.572599E+00   0.874230E-10   0.306973E-11
   0.575597E+00   0.882552E-10   0.367626E-11
   0.578595E+00   0.893903E-10   0.465025E-11
   0.581593E+00   0.909434E-10   0.612525E-11
   0.584590E+00   0.930636E-10   0.826355E-11
   0.587588E+00   0.959662E-10   0.112888E-10
   0.590586E+00   0.999372E-10   0.154986E-10
   0.593584E+00   0.105345E-09   0.212745E-10
   0.596582E+00   0.112687E-09   0.291364E-10
   0.599580E+00   0.122619E-09   0.397683E-10
   0.602578E+00   0.136001E-09   0.540781E-10
   0.605576E+00   0.153966E-09   0.732379E-10
   0.608574E+00   0.177972E-09   0.987714E-10
   0.611572E+00   0.209971E-09   0.132667E-09
   0.614569E+00   0.252423E-09   0.177466E-09
   0.617567E+00   0.308541E-09   0.236424E-09
   0.620565E+00   0.382475E-09   0.313718E-09
   0.623563E+00   0.479442E-09   0.414607E-09
   0.626561E+00   0.606006E-09   0.545735E-09
   0.629559E+00   0.770731E-09   0.715524E-09
   0.632557E+00   0.984012E-09   0.934304E-09
   0.635555E+00   0.125955E-08   0.121552E-08
   0.638553E+00   0.161434E-08   0.157563E-08
   0.641551E+00   0.206884E-08   0.203451E-08
   0.644548E+00   0.264882E-08   0.261682E-08
   0.647546E+00   0.338577E-08   0.335230E-08
   0.650544E+00   0.431838E-08   0.427790E-08
   0.653542E+00   0.549190E-08   0.543586E-08
   0.656540E+00   0.697088E-08   0.688675E-08
   0.659538E+00   0.882093E-08   0.869204E-08
   0.662536E+00   0.111283E-07   0.109309E-07
   0.665534E+00   0.139964E-07   0.136974E-07
   0.668532E+00   0.175483E-07   0.171029E-07
   0.671530E+00   0.219292E-07   0.212782E-07
   0.674527E+00   0.273137E-07   0.263801E-07
   0.677525E+00   0.339130E-07   0.325931E-07
   0.680523E+00   0.419778E-07   0.401316E-07
   0.683521E+00   0.517819E-07   0.492392E-07
   0.686519E+00   0.636577E-07   0.602077E-07
   0.689517E+00   0.779885E-07   0.733740E-07
   0.692515E+00   0.952230E-07   0.891066E-07
   0.695513E+00   0.115883E-06   0.107835E-06
   0.698511E+00   0.140542E-06   0.130051E-06
   0.701509E+00   0.169911E-06   0.156332E-06
   0.704506E+00   0.204776E-06   0.187290E-06
   0.707504E+00   0.246058E-06   0.223676E-06
   0.710502E+00   0.294803E-06   0.266298E-06
   0.713500E+00   0.352086E-06   0.315953E-06
   0.716498E+00   0.419202E-06   0.373654E-06
   0.719496E+00   0.497583E-06   0.440486E-06
   0.722494E+00   0.588831E-06   0.517615E-06
   0.725492E+00   0.694711E-06   0.606377E-06
   0.728490E+00   0.817163E-06   0.708191E-06
   0.731488E+00   0.958361E-06   0.824583E-06
   0.734485E+00   0.112066E-05   0.957157E-06
   0.737483E+00   0.130652E-05   0.110761E-05
   0.740481E+00   0.151848E-05   0.127795E-05
   0.743479E+00   0.175995E-05   0.147018E-05
   0.746477E+00   0.203431E-05   0.168628E-05
   0.749475E+00   0.234528E-05   0.192864E-05
   0.752473E+00   0.269673E-05   0.219961E-05
   0.755471E+00   0.309248E-05   0.250161E-05
   0.758469E+00   0.353652E-05   0.283705E-05
   0.761467E+00   0.403295E-05   0.320819E-05
   0.764464E+00   0.458688E-05   0.361745E-05
   0.767462E+00   0.520314E-05   0.406730E-05
   0.770460E+00   0.588682E-05   0.456010E-05
   0.773458E+00   0.664443E-05   0.509828E-05
   0.776456E+00   0.748143E-05   0.568493E-05
   0.779454E+00   0.840362E-05   0.632223E-05
   0.782452E+00   0.941602E-05   0.701185E-05
   0.785450E+00   0.105250E-04   0.775605E-05
   0.788448E+00   0.117367E-04   0.855701E-05
   0.791446E+00   0.130582E-04   0.941780E-05
   0.794443E+00   0.144958E-04   0.103393E-04
   0.797441E+00   0.160560E-04   0.113235E-04
   0.800439E+00   0.177435E-04   0.123712E-04
   0.803437E+00   0.195640E-04   0.134839E-04
   0.806435E+00   0.215257E-04   0.146643E-04
   0.809433E+00   0.236354E-04   0.159132E-04
   0.812431E+00   0.258994E-04   0.172303E-04
   0.815429E+00   0.283225E-04   0.186162E-04
   0.818427E+00   0.309091E-04   0.200701E-04
   0.821425E+00   0.336674E-04   0.215921E-04
   0.824422E+00   0.366055E-04   0.231826E-04
   0.827420E+00   0.397267E-04   0.248371E-04
   0.830418E+00   0.430344E-04   0.265566E-04
   0.833416E+00   0.465321E-04   0.283408E-04
   0.836414E+00   0.502248E-04   0.301858E-04
   0.839412E+00   0.541174E-04   0.320902E-04
   0.842410E+00   0.582121E-04   0.340520E-04
   0.845408E+00   0.625136E-04   0.360672E-04
   0.848406E+00   0.670220E-04   0.381330E-04
   0.851404E+00   0.717408E-04   0.402468E-04
   0.854401E+00   0.766686E-04   0.424064E-04
   0.857399E+00   0.818077E-04   0.446074E-04
   0.860397E+00   0.871584E-04   0.468443E-04
   0.863395E+00   0.927172E-04   0.491146E-04
   0.866393E+00   0.984806E-04   0.514147E-04
   0.869391E+00   0.104446E-03   0.537374E-04
   0.872389E+00   0.110611E-03   0.560842E-04
   0.875387E+00   0.116973E-03   0.584516E-04
   0.878385E+00   0.123529E-03   0.608348E-04
   0.881383E+00   0.130271E-03   0.632336E-04
   0.884380E+00   0.137201E-03   0.656602E-04
   0.887378E+00   0.144313E-03   0.681169E-04
   0.890376E+00   0.151600E-03   0.706019E-04
   0.893374E+00   0.159067E-03   0.731169E-04
   0.896372E+00   0.166718E-03   0.756638E-04
   0.899370E+00   0.174538E-03   0.782437E-04
   0.902368E+00   0.182526E-03   0.808504E-04
   0.905366E+00   0.190680E-03   0.834973E-04
   0.908364E+00   0.198990E-03   0.861813E-04
   0.911362E+00   0.207444E-03   0.888990E-04
   0.914359E+00   0.216032E-03   0.916459E-04
   0.917357E+00   0.224757E-03   0.944265E-04
   0.920355E+00   0.233610E-03   0.972441E-04
   0.923353E+00   0.242573E-03   0.100095E-03
   0.926351E+00   0.251641E-03   0.102978E-03
   0.929349E+00   0.260799E-03   0.105885E-03
   0.932347E+00   0.270032E-03   0.108818E-03
   0.935345E+00   0.279329E-03   0.111779E-03
   0.938343E+00   0.288679E-03   0.114760E-03
   0.941341E+00   0.298070E-03   0.117759E-03
   0.944338E+00   0.307495E-03   0.120769E-03
   0.947336E+00   0.316947E-03   0.123785E-03
   0.950334E+00   0.326425E-03   0.126797E-03
   0.953332E+00   0.335916E-03   0.129803E-03
   0.956330E+00   0.345406E-03   0.132798E-03
   0.959328E+00   0.354887E-03   0.135776E-03
   0.962326E+00   0.364361E-03   0.138750E-03
   0.965324E+00   0.373824E-03   0.141722E-03
   0.968322E+00   0.383268E-03   0.144683E-03
   0.971320E+00   0.392685E-03   0.147629E-03
   0.974317E+00   0.402068E-03   0.150560E-03
   0.977315E+00   0.411420E-03   0.153473E-03
   0.980313E+00   0.420728E-03   0.156363E-03
   0.983311E+00   0.429982E-03   0.159223E-03
   0.986309E+00   0.439181E-03   0.162066E-03
   0.989307E+00   0.448330E-03   0.164889E-03
   0.992305E+00   0.457426E-03   0.167678E-03
   0.995303E+00   0.466461E-03   0.170438E-03
   0.998301E+00   0.475429E-03   0.173172E-03
   0.100130E+01   0.484326E-03   0.175879E-03
   0.100430E+01   0.493148E-03   0.178567E-03
   0.100729E+01   0.501898E-03   0.181232E-03
   0.101029E+01   0.510591E-03   0.183879E-03
   0.101329E+01   0.519221E-03   0.186506E-03
   0.101629E+01   0.527792E-03   0.189100E-03
   0.101929E+01   0.536314E-03   0.191668E-03
   0.102228E+01   0.544790E-03   0.194206E-03
   0.102528E+01   0.553234E-03   0.196711E-03
   0.102828E+01   0.561645E-03   0.199188E-03
   0.103128E+01   0.570025E-03   0.201637E-03
   0.103428E+01   0.578388E-03   0.204062E-03
   0.103727E+01   0.586732E-03   0.206469E-03
   0.104027E+01   0.595056E-03   0.208865E-03
   0.104327E+01   0.603364E-03   0.211236E-03
   0.104627E+01   0.611661E-03   0.213585E-03
   0.104926E+01   0.619947E-03   0.215911E-03
   0.105226E+01   0.628229E-03   0.218211E-03
   0.105526E+01   0.636511E-03   0.220493E-03
   0.105826E+01   0.644785E-03   0.222752E-03
   0.106126E+01   0.653056E-03   0.224991E-03
   0.106425E+01   0.661341E-03   0.227205E-03
   0.106725E+01   0.669644E-03   0.229404E-03
   0.107025E+01   0.677971E-03   0.231592E-03
   0.107325E+01   0.686324E-03   0.233765E-03
   0.107625E+01   0.694701E-03   0.235921E-03
   0.107924E+01   0.703109E-03   0.238051E-03
   0.108224E+01   0.711554E-03   0.240157E-03
   0.108524E+01   0.720033E-03   0.242238E-03
   0.108824E+01   0.728546E-03   0.244301E-03
   0.109124E+01   0.737092E-03   0.246330E-03
   0.109423E+01   0.745681E-03   0.248319E-03
   0.109723E+01   0.754321E-03   0.250273E-03
   0.110023E+01   0.763016E-03   0.252188E-03
   0.110323E+01   0.771766E-03   0.254063E-03
   0.110623E+01   0.780574E-03   0.255898E-03
   0.110922E+01   0.789432E-03   0.257694E-03
   0.111222E+01   0.798336E-03   0.259451E-03
   0.111522E+01   0.807299E-03   0.261149E-03
   0.111822E+01   0.816331E-03   0.262794E-03
   0.112121E+01   0.825441E-03   0.264388E-03
   0.112421E+01   0.834629E-03   0.265915E-03
   0.112721E+01   0.843893E-03   0.267385E-03
   0.113021E+01   0.853244E-03   0.268791E-03
   0.113321E+01   0.862688E-03   0.270136E-03
   0.113620E+01   0.872232E-03   0.271416E-03
   0.113920E+01   0.881881E-03   0.272637E-03
   0.114220E+01   0.891630E-03   0.273796E-03
   0.114520E+01   0.901501E-03   0.274900E-03
   0.114820E+01   0.911496E-03   0.275939E-03
   0.115119E+01   0.921625E-03   0.276919E-03
   0.115419E+01   0.931891E-03   0.277839E-03
   0.115719E+01   0.942306E-03   0.278690E-03
   0.116019E+01   0.952889E-03   0.279478E-03
   0.116319E+01   0.963652E-03   0.280225E-03
   0.116618E+01   0.974595E-03   0.280923E-03
   0.116918E+01   0.985722E-03   0.281564E-03
   0.117218E+01   0.997035E-03   0.282146E-03
   0.117518E+01   0.100855E-02   0.282680E-03
   0.117817E+01   0.102028E-02   0.283171E-03
   0.118117E+01   0.103224E-02   0.283620E-03
   0.118417E+01   0.104446E-02   0.284035E-03
   0.118717E+01   0.105694E-02   0.284423E-03
   0.119017E+01   0.106971E-02   0.284781E-03
   0.119316E+01   0.108278E-02   0.285128E-03
   0.119616E+01   0.109618E-02   0.285471E-03
   0.119916E+01   0.110991E-02   0.285796E-03
   0.120216E+01   0.112400E-02   0.286128E-03
   0.120516E+01   0.113847E-02   0.286459E-03
   0.120815E+01   0.115335E-02   0.286801E-03
   0.121115E+01   0.116865E-02   0.287153E-03
   0.121415E+01   0.118440E-02   0.287527E-03
   0.121715E+01   0.120063E-02   0.287935E-03
   0.122015E+01   0.121737E-02   0.288373E-03
   0.122314E+01   0.123464E-02   0.288851E-03
   0.122614E+01   0.125245E-02   0.289376E-03
   0.122914E+01   0.127083E-02   0.289960E-03
   0.123214E+01   0.128977E-02   0.290613E-03
   0.123513E+01   0.130930E-02   0.291333E-03
   0.123813E+01   0.132942E-02   0.292142E-03
   0.124113E+01   0.135016E-02   0.293069E-03
   0.124413E+01   0.137151E-02   0.294108E-03
   0.124713E+01   0.139346E-02   0.295268E-03
   0.125012E+01   0.141603E-02   0.296577E-03
   0.125312E+01   0.143922E-02   0.298032E-03
   0.125612E+01   0.146303E-02   0.299637E-03
   0.125912E+01   0.148748E-02   0.301404E-03
   0.126212E+01   0.151258E-02   0.303362E-03
   0.126511E+01   0.153834E-02   0.305506E-03
   0.126811E+01   0.156473E-02   0.307858E-03
   0.127111E+01   0.159178E-02   0.310417E-03
   0.127411E+01   0.161949E-02   0.313204E-03
   0.127711E+01   0.164786E-02   0.316251E-03
   0.128010E+01   0.167686E-02   0.319550E-03
   0.128310E+01   0.170650E-02   0.323086E-03
   0.128610E+01   0.173673E-02   0.326872E-03
   0.128910E+01   0.176754E-02   0.330906E-03
   0.129209E+01   0.179891E-02   0.335193E-03
   0.129509E+01   0.183084E-02   0.339752E-03
   0.129809E+01   0.186333E-02   0.344601E-03
   0.130109E+01   0.189636E-02   0.349739E-03
   0.130409E+01   0.192989E-02   0.355158E-03
   0.130708E+01   0.196391E-02   0.360842E-03
   0.131008E+01   0.199837E-02   0.366782E-03
   0.131308E+01   0.203322E-02   0.372953E-03
   0.131608E+01   0.206845E-02   0.379365E-03
   0.131908E+01   0.210402E-02   0.386002E-03
   0.132207E+01   0.213993E-02   0.392857E-03
   0.132507E+01   0.217612E-02   0.399922E-03
   0.132807E+01   0.221261E-02   0.407197E-03
   0.133107E+01   0.224939E-02   0.414694E-03
   0.133407E+01   0.228646E-02   0.422409E-03
   0.133706E+01   0.232384E-02   0.430303E-03
   0.134006E+01   0.236153E-02   0.438363E-03
   0.134306E+01   0.239954E-02   0.446554E-03
   0.134606E+01   0.243787E-02   0.454833E-03
   0.134905E+01   0.247653E-02   0.463175E-03
   0.135205E+01   0.251550E-02   0.471557E-03
   0.135505E+01   0.255482E-02   0.479963E-03
   0.135805E+01   0.259451E-02   0.488411E-03
   0.136105E+01   0.263463E-02   0.496877E-03
   0.136404E+01   0.267522E-02   0.505337E-03
   0.136704E+01   0.271637E-02   0.513758E-03
   0.137004E+01   0.275812E-02   0.522155E-03
   0.137304E+01   0.280054E-02   0.530497E-03
   0.137604E+01   0.284367E-02   0.538792E-03
   0.137903E+01   0.288762E-02   0.546979E-03
   0.138203E+01   0.293251E-02   0.555024E-03
   0.138503E+01   0.297842E-02   0.562950E-03
   0.138803E+01   0.302536E-02   0.570761E-03
   0.139103E+01   0.307348E-02   0.578445E-03
   0.139402E+01   0.312298E-02   0.586084E-03
   0.139702E+01   0.317392E-02   0.593641E-03
   0.140002E+01   0.322649E-02   0.601102E-03
   0.140302E+01   0.328066E-02   0.608422E-03
   0.140602E+01   0.333651E-02   0.615669E-03
   0.140901E+01   0.339415E-02   0.622826E-03
   0.141201E+01   0.345371E-02   0.629859E-03
   0.141501E+01   0.351524E-02   0.636679E-03
   0.141801E+01   0.357881E-02   0.643336E-03
   0.142100E+01   0.364446E-02   0.649834E-03
   0.142400E+01   0.371218E-02   0.656160E-03
   0.142700E+01   0.378199E-02   0.662338E-03
   0.143000E+01   0.385395E-02   0.668479E-03
   0.143300E+01   0.392809E-02   0.674564E-03
   0.143599E+01   0.400445E-02   0.680715E-03
   0.143899E+01   0.408307E-02   0.686979E-03
   0.144199E+01   0.416395E-02   0.693401E-03
   0.144499E+01   0.424722E-02   0.699993E-03
   0.144799E+01   0.433282E-02   0.706740E-03
   0.145098E+01   0.442083E-02   0.713666E-03
   0.145398E+01   0.451137E-02   0.720746E-03
   0.145698E+01   0.460452E-02   0.728138E-03
   0.145998E+01   0.470041E-02   0.735900E-03
   0.146298E+01   0.479907E-02   0.743957E-03
   0.146597E+01   0.490049E-02   0.752348E-03
   0.146897E+01   0.500483E-02   0.761157E-03
   0.147197E+01   0.511237E-02   0.770305E-03
   0.147497E+01   0.522324E-02   0.779733E-03
   0.147796E+01   0.533782E-02   0.789441E-03
   0.148096E+01   0.545626E-02   0.799217E-03
   0.148396E+01   0.557893E-02   0.809175E-03
   0.148696E+01   0.570622E-02   0.819261E-03
   0.148996E+01   0.583855E-02   0.829325E-03
   0.149295E+01   0.597633E-02   0.839344E-03
   0.149595E+01   0.612003E-02   0.849368E-03
   0.149895E+01   0.627034E-02   0.859486E-03
   0.150195E+01   0.642787E-02   0.869338E-03
   0.150495E+01   0.659318E-02   0.878989E-03
   0.150794E+01   0.676682E-02   0.888530E-03
   0.151094E+01   0.694956E-02   0.898112E-03
   0.151394E+01   0.714205E-02   0.907567E-03
   0.151694E+01   0.734496E-02   0.916826E-03
   0.151994E+01   0.755913E-02   0.926007E-03
   0.152293E+01   0.778562E-02   0.934966E-03
   0.152593E+01   0.802560E-02   0.943499E-03
   0.152893E+01   0.828090E-02   0.952082E-03
   0.153193E+01   0.855312E-02   0.960623E-03
   0.153492E+01   0.884384E-02   0.968944E-03
   0.153792E+01   0.915476E-02   0.977238E-03
   0.154092E+01   0.948815E-02   0.985601E-03
   0.154392E+01   0.984645E-02   0.993875E-03
   0.154692E+01   0.102315E-01   0.100176E-02
   0.154991E+01   0.106455E-01   0.100887E-02
   0.155291E+01   0.110905E-01   0.101528E-02
   0.155591E+01   0.115699E-01   0.102106E-02
   0.155891E+01   0.120860E-01   0.102620E-02
   0.156191E+01   0.126428E-01   0.103098E-02
   0.156490E+01   0.132447E-01   0.103530E-02
   0.156790E+01   0.138972E-01   0.103855E-02
   0.157090E+01   0.146061E-01   0.104102E-02
   0.157390E+01   0.153781E-01   0.104305E-02
   0.157690E+01   0.162202E-01   0.104448E-02
   0.157989E+01   0.171398E-01   0.104428E-02
   0.158289E+01   0.181433E-01   0.104259E-02
   0.158589E+01   0.192367E-01   0.103909E-02
   0.158889E+01   0.204262E-01   0.103345E-02
   0.159188E+01   0.217183E-01   0.102621E-02
   0.159488E+01   0.231203E-01   0.101747E-02
   0.159788E+01   0.246390E-01   0.100762E-02
   0.160088E+01   0.262809E-01   0.997677E-03
   0.160388E+01   0.280524E-01   0.987915E-03
   0.160687E+01   0.299609E-01   0.979055E-03
   0.160987E+01   0.320138E-01   0.971020E-03
   0.161287E+01   0.342174E-01   0.964235E-03
   0.161587E+01   0.365803E-01   0.960392E-03
   0.161887E+01   0.391110E-01   0.959841E-03
   0.162186E+01   0.418183E-01   0.963245E-03
   0.162486E+01   0.447104E-01   0.970990E-03
   0.162786E+01   0.477958E-01   0.984213E-03
   0.163086E+01   0.510824E-01   0.100543E-02
   0.163386E+01   0.545789E-01   0.103547E-02
   0.163685E+01   0.582922E-01   0.107449E-02
   0.163985E+01   0.622306E-01   0.112206E-02
   0.164285E+01   0.664037E-01   0.117792E-02
   0.164585E+01   0.708193E-01   0.124184E-02
   0.164884E+01   0.754844E-01   0.131409E-02
   0.165184E+01   0.804045E-01   0.139397E-02
   0.165484E+01   0.855834E-01   0.148008E-02
   0.165784E+01   0.910237E-01   0.157202E-02
   0.166084E+01   0.967269E-01   0.166921E-02
   0.166383E+01   0.102693E+00   0.177107E-02
   0.166683E+01   0.108923E+00   0.187739E-02
   0.166983E+01   0.115415E+00   0.198680E-02
