#    c*t(cm)       probability       error
   0.376416E+02   0.689573E+00   0.290335E-02
   0.376446E+02   0.689574E+00   0.290330E-02
   0.376476E+02   0.689576E+00   0.290341E-02
   0.376506E+02   0.689577E+00   0.290324E-02
   0.376536E+02   0.689578E+00   0.290315E-02
   0.376566E+02   0.689579E+00   0.290315E-02
   0.376596E+02   0.689580E+00   0.290321E-02
   0.376626E+02   0.689581E+00   0.290341E-02
   0.376656E+02   0.689582E+00   0.290352E-02
   0.376686E+02   0.689583E+00   0.290349E-02
   0.376716E+02   0.689584E+00   0.290349E-02
   0.376746E+02   0.689585E+00   0.290344E-02
   0.376776E+02   0.689586E+00   0.290344E-02
   0.376806E+02   0.689587E+00   0.290344E-02
   0.376836E+02   0.689589E+00   0.290352E-02
   0.376866E+02   0.689590E+00   0.290343E-02
   0.376896E+02   0.689591E+00   0.290349E-02
   0.376926E+02   0.689592E+00   0.290350E-02
   0.376956E+02   0.689593E+00   0.290350E-02
   0.376986E+02   0.689594E+00   0.290346E-02
   0.377016E+02   0.689595E+00   0.290377E-02
   0.377046E+02   0.689596E+00   0.290373E-02
   0.377076E+02   0.689598E+00   0.290355E-02
   0.377106E+02   0.689599E+00   0.290355E-02
   0.377136E+02   0.689600E+00   0.290355E-02
   0.377166E+02   0.689601E+00   0.290355E-02
   0.377196E+02   0.689602E+00   0.290366E-02
   0.377226E+02   0.689603E+00   0.290361E-02
   0.377256E+02   0.689604E+00   0.290362E-02
   0.377286E+02   0.689605E+00   0.290360E-02
   0.377316E+02   0.689606E+00   0.290360E-02
   0.377346E+02   0.689607E+00   0.290356E-02
   0.377376E+02   0.689608E+00   0.290364E-02
   0.377406E+02   0.689609E+00   0.290364E-02
   0.377436E+02   0.689611E+00   0.290384E-02
   0.377466E+02   0.689612E+00   0.290384E-02
   0.377496E+02   0.689613E+00   0.290384E-02
   0.377526E+02   0.689614E+00   0.290384E-02
   0.377556E+02   0.689615E+00   0.290389E-02
   0.377586E+02   0.689616E+00   0.290396E-02
   0.377615E+02   0.689617E+00   0.290388E-02
   0.377645E+02   0.689618E+00   0.290388E-02
   0.377675E+02   0.689619E+00   0.290383E-02
   0.377705E+02   0.689620E+00   0.290384E-02
   0.377735E+02   0.689621E+00   0.290367E-02
   0.377765E+02   0.689622E+00   0.290378E-02
   0.377795E+02   0.689623E+00   0.290378E-02
   0.377825E+02   0.689624E+00   0.290378E-02
   0.377855E+02   0.689626E+00   0.290398E-02
   0.377885E+02   0.689627E+00   0.290403E-02
   0.377915E+02   0.689628E+00   0.290399E-02
   0.377945E+02   0.689629E+00   0.290399E-02
   0.377975E+02   0.689630E+00   0.290399E-02
   0.378005E+02   0.689631E+00   0.290394E-02
   0.378035E+02   0.689632E+00   0.290394E-02
   0.378065E+02   0.689633E+00   0.290394E-02
   0.378095E+02   0.689634E+00   0.290394E-02
   0.378125E+02   0.689635E+00   0.290394E-02
   0.378155E+02   0.689636E+00   0.290407E-02
   0.378185E+02   0.689637E+00   0.290407E-02
   0.378215E+02   0.689638E+00   0.290407E-02
   0.378245E+02   0.689640E+00   0.290408E-02
   0.378275E+02   0.689641E+00   0.290408E-02
   0.378305E+02   0.689642E+00   0.290428E-02
   0.378335E+02   0.689643E+00   0.290428E-02
   0.378365E+02   0.689644E+00   0.290436E-02
   0.378395E+02   0.689645E+00   0.290426E-02
   0.378425E+02   0.689646E+00   0.290426E-02
   0.378455E+02   0.689647E+00   0.290426E-02
   0.378485E+02   0.689648E+00   0.290408E-02
   0.378515E+02   0.689649E+00   0.290408E-02
   0.378545E+02   0.689650E+00   0.290408E-02
   0.378575E+02   0.689651E+00   0.290416E-02
   0.378605E+02   0.689653E+00   0.290422E-02
   0.378635E+02   0.689654E+00   0.290419E-02
   0.378665E+02   0.689655E+00   0.290419E-02
   0.378695E+02   0.689656E+00   0.290419E-02
   0.378725E+02   0.689657E+00   0.290414E-02
   0.378755E+02   0.689658E+00   0.290434E-02
   0.378785E+02   0.689659E+00   0.290447E-02
   0.378815E+02   0.689660E+00   0.290437E-02
   0.378845E+02   0.689661E+00   0.290437E-02
   0.378875E+02   0.689662E+00   0.290437E-02
   0.378905E+02   0.689663E+00   0.290437E-02
   0.378935E+02   0.689664E+00   0.290433E-02
   0.378965E+02   0.689665E+00   0.290433E-02
   0.378995E+02   0.689666E+00   0.290449E-02
   0.379024E+02   0.689667E+00   0.290449E-02
   0.379054E+02   0.689669E+00   0.290449E-02
   0.379084E+02   0.689670E+00   0.290449E-02
   0.379114E+02   0.689671E+00   0.290446E-02
   0.379144E+02   0.689672E+00   0.290446E-02
   0.379174E+02   0.689673E+00   0.290446E-02
   0.379204E+02   0.689674E+00   0.290458E-02
   0.379234E+02   0.689675E+00   0.290458E-02
   0.379264E+02   0.689676E+00   0.290448E-02
   0.379294E+02   0.689677E+00   0.290469E-02
   0.379324E+02   0.689678E+00   0.290465E-02
   0.379354E+02   0.689679E+00   0.290465E-02
   0.379384E+02   0.689680E+00   0.290452E-02
   0.379414E+02   0.689682E+00   0.290463E-02
   0.379444E+02   0.689683E+00   0.290460E-02
   0.379474E+02   0.689684E+00   0.290460E-02
   0.379504E+02   0.689685E+00   0.290456E-02
   0.379534E+02   0.689686E+00   0.290456E-02
   0.379564E+02   0.689687E+00   0.290456E-02
   0.379594E+02   0.689688E+00   0.290456E-02
   0.379624E+02   0.689689E+00   0.290467E-02
   0.379654E+02   0.689690E+00   0.290469E-02
   0.379684E+02   0.689691E+00   0.290469E-02
   0.379714E+02   0.689692E+00   0.290466E-02
   0.379744E+02   0.689693E+00   0.290466E-02
   0.379774E+02   0.689694E+00   0.290456E-02
   0.379804E+02   0.689695E+00   0.290456E-02
   0.379834E+02   0.689696E+00   0.290481E-02
   0.379864E+02   0.689697E+00   0.290492E-02
   0.379894E+02   0.689698E+00   0.290492E-02
   0.379924E+02   0.689700E+00   0.290487E-02
   0.379954E+02   0.689701E+00   0.290487E-02
   0.379984E+02   0.689702E+00   0.290487E-02
   0.380014E+02   0.689703E+00   0.290487E-02
   0.380044E+02   0.689704E+00   0.290487E-02
   0.380074E+02   0.689705E+00   0.290499E-02
   0.380104E+02   0.689706E+00   0.290495E-02
   0.380134E+02   0.689707E+00   0.290496E-02
   0.380164E+02   0.689708E+00   0.290496E-02
   0.380194E+02   0.689709E+00   0.290496E-02
   0.380224E+02   0.689710E+00   0.290496E-02
   0.380254E+02   0.689711E+00   0.290502E-02
   0.380284E+02   0.689712E+00   0.290493E-02
   0.380314E+02   0.689713E+00   0.290504E-02
   0.380344E+02   0.689714E+00   0.290504E-02
   0.380374E+02   0.689715E+00   0.290499E-02
   0.380404E+02   0.689716E+00   0.290499E-02
   0.380434E+02   0.689718E+00   0.290496E-02
   0.380463E+02   0.689719E+00   0.290516E-02
   0.380493E+02   0.689720E+00   0.290516E-02
   0.380523E+02   0.689721E+00   0.290513E-02
   0.380553E+02   0.689722E+00   0.290524E-02
   0.380583E+02   0.689723E+00   0.290524E-02
   0.380613E+02   0.689724E+00   0.290524E-02
   0.380643E+02   0.689725E+00   0.290507E-02
   0.380673E+02   0.689726E+00   0.290507E-02
   0.380703E+02   0.689727E+00   0.290507E-02
   0.380733E+02   0.689728E+00   0.290512E-02
   0.380763E+02   0.689729E+00   0.290523E-02
   0.380793E+02   0.689730E+00   0.290523E-02
   0.380823E+02   0.689731E+00   0.290519E-02
   0.380853E+02   0.689732E+00   0.290509E-02
   0.380883E+02   0.689733E+00   0.290509E-02
   0.380913E+02   0.689735E+00   0.290510E-02
   0.380943E+02   0.689735E+00   0.290510E-02
   0.380973E+02   0.689737E+00   0.290507E-02
   0.381003E+02   0.689738E+00   0.290518E-02
   0.381033E+02   0.689739E+00   0.290518E-02
   0.381063E+02   0.689740E+00   0.290518E-02
   0.381093E+02   0.689741E+00   0.290518E-02
   0.381123E+02   0.689742E+00   0.290518E-02
   0.381153E+02   0.689743E+00   0.290538E-02
   0.381183E+02   0.689744E+00   0.290538E-02
   0.381213E+02   0.689745E+00   0.290539E-02
   0.381243E+02   0.689746E+00   0.290544E-02
   0.381273E+02   0.689747E+00   0.290555E-02
   0.381303E+02   0.689748E+00   0.290555E-02
   0.381333E+02   0.689749E+00   0.290550E-02
   0.381363E+02   0.689750E+00   0.290550E-02
   0.381393E+02   0.689751E+00   0.290550E-02
   0.381423E+02   0.689752E+00   0.290550E-02
   0.381453E+02   0.689753E+00   0.290550E-02
   0.381483E+02   0.689754E+00   0.290547E-02
   0.381513E+02   0.689756E+00   0.290548E-02
   0.381543E+02   0.689756E+00   0.290548E-02
   0.381573E+02   0.689758E+00   0.290548E-02
   0.381603E+02   0.689758E+00   0.290548E-02
   0.381633E+02   0.689759E+00   0.290548E-02
   0.381663E+02   0.689760E+00   0.290548E-02
   0.381693E+02   0.689762E+00   0.290549E-02
   0.381723E+02   0.689763E+00   0.290549E-02
   0.381753E+02   0.689764E+00   0.290549E-02
   0.381783E+02   0.689765E+00   0.290560E-02
   0.381813E+02   0.689766E+00   0.290565E-02
   0.381843E+02   0.689767E+00   0.290566E-02
   0.381873E+02   0.689768E+00   0.290562E-02
   0.381902E+02   0.689769E+00   0.290562E-02
   0.381932E+02   0.689770E+00   0.290562E-02
   0.381962E+02   0.689771E+00   0.290562E-02
   0.381992E+02   0.689772E+00   0.290578E-02
   0.382022E+02   0.689773E+00   0.290589E-02
   0.382052E+02   0.689774E+00   0.290587E-02
   0.382082E+02   0.689775E+00   0.290587E-02
   0.382112E+02   0.689776E+00   0.290587E-02
   0.382142E+02   0.689777E+00   0.290587E-02
   0.382172E+02   0.689778E+00   0.290587E-02
   0.382202E+02   0.689779E+00   0.290587E-02
   0.382232E+02   0.689781E+00   0.290577E-02
   0.382262E+02   0.689781E+00   0.290577E-02
   0.382292E+02   0.689783E+00   0.290588E-02
   0.382322E+02   0.689784E+00   0.290588E-02
   0.382352E+02   0.689785E+00   0.290588E-02
   0.382382E+02   0.689786E+00   0.290588E-02
   0.382412E+02   0.689787E+00   0.290588E-02
   0.382442E+02   0.689788E+00   0.290593E-02
   0.382472E+02   0.689789E+00   0.290588E-02
   0.382502E+02   0.689790E+00   0.290588E-02
   0.382532E+02   0.689791E+00   0.290589E-02
   0.382562E+02   0.689792E+00   0.290597E-02
   0.382592E+02   0.689793E+00   0.290597E-02
   0.382622E+02   0.689794E+00   0.290597E-02
   0.382652E+02   0.689795E+00   0.290598E-02
   0.382682E+02   0.689796E+00   0.290598E-02
   0.382712E+02   0.689797E+00   0.290598E-02
   0.382742E+02   0.689798E+00   0.290598E-02
   0.382772E+02   0.689799E+00   0.290598E-02
   0.382802E+02   0.689800E+00   0.290598E-02
   0.382832E+02   0.689801E+00   0.290609E-02
   0.382862E+02   0.689802E+00   0.290609E-02
   0.382892E+02   0.689803E+00   0.290609E-02
   0.382922E+02   0.689804E+00   0.290609E-02
   0.382952E+02   0.689805E+00   0.290609E-02
   0.382982E+02   0.689806E+00   0.290609E-02
   0.383012E+02   0.689807E+00   0.290609E-02
   0.383042E+02   0.689808E+00   0.290609E-02
   0.383072E+02   0.689809E+00   0.290609E-02
   0.383102E+02   0.689810E+00   0.290629E-02
   0.383132E+02   0.689812E+00   0.290636E-02
   0.383162E+02   0.689813E+00   0.290631E-02
   0.383192E+02   0.689814E+00   0.290628E-02
   0.383222E+02   0.689815E+00   0.290628E-02
   0.383252E+02   0.689816E+00   0.290628E-02
   0.383282E+02   0.689817E+00   0.290628E-02
   0.383311E+02   0.689818E+00   0.290628E-02
   0.383341E+02   0.689819E+00   0.290628E-02
   0.383371E+02   0.689820E+00   0.290628E-02
   0.383401E+02   0.689821E+00   0.290629E-02
   0.383431E+02   0.689822E+00   0.290640E-02
   0.383461E+02   0.689823E+00   0.290640E-02
   0.383491E+02   0.689824E+00   0.290640E-02
   0.383521E+02   0.689825E+00   0.290640E-02
   0.383551E+02   0.689826E+00   0.290640E-02
   0.383581E+02   0.689827E+00   0.290640E-02
   0.383611E+02   0.689828E+00   0.290640E-02
   0.383641E+02   0.689829E+00   0.290640E-02
   0.383671E+02   0.689830E+00   0.290640E-02
   0.383701E+02   0.689831E+00   0.290640E-02
   0.383731E+02   0.689832E+00   0.290651E-02
   0.383761E+02   0.689833E+00   0.290651E-02
   0.383791E+02   0.689834E+00   0.290651E-02
   0.383821E+02   0.689835E+00   0.290651E-02
   0.383851E+02   0.689836E+00   0.290651E-02
   0.383881E+02   0.689837E+00   0.290651E-02
   0.383911E+02   0.689838E+00   0.290651E-02
   0.383941E+02   0.689839E+00   0.290643E-02
   0.383971E+02   0.689840E+00   0.290648E-02
   0.384001E+02   0.689841E+00   0.290648E-02
   0.384031E+02   0.689843E+00   0.290659E-02
   0.384061E+02   0.689844E+00   0.290659E-02
   0.384091E+02   0.689845E+00   0.290659E-02
   0.384121E+02   0.689846E+00   0.290659E-02
   0.384151E+02   0.689847E+00   0.290660E-02
   0.384181E+02   0.689848E+00   0.290660E-02
   0.384211E+02   0.689849E+00   0.290660E-02
   0.384241E+02   0.689850E+00   0.290660E-02
   0.384271E+02   0.689851E+00   0.290660E-02
   0.384301E+02   0.689852E+00   0.290660E-02
   0.384331E+02   0.689853E+00   0.290650E-02
   0.384361E+02   0.689854E+00   0.290661E-02
   0.384391E+02   0.689855E+00   0.290661E-02
   0.384421E+02   0.689856E+00   0.290661E-02
   0.384451E+02   0.689857E+00   0.290661E-02
   0.384481E+02   0.689858E+00   0.290661E-02
   0.384511E+02   0.689859E+00   0.290663E-02
   0.384541E+02   0.689860E+00   0.290663E-02
   0.384571E+02   0.689861E+00   0.290663E-02
   0.384601E+02   0.689862E+00   0.290663E-02
   0.384631E+02   0.689863E+00   0.290663E-02
   0.384661E+02   0.689864E+00   0.290663E-02
   0.384691E+02   0.689865E+00   0.290674E-02
   0.384721E+02   0.689866E+00   0.290674E-02
   0.384750E+02   0.689867E+00   0.290677E-02
   0.384780E+02   0.689868E+00   0.290677E-02
   0.384810E+02   0.689869E+00   0.290673E-02
   0.384840E+02   0.689870E+00   0.290673E-02
   0.384870E+02   0.689871E+00   0.290691E-02
   0.384900E+02   0.689872E+00   0.290691E-02
   0.384930E+02   0.689873E+00   0.290686E-02
   0.384960E+02   0.689874E+00   0.290686E-02
   0.384990E+02   0.689875E+00   0.290686E-02
   0.385020E+02   0.689876E+00   0.290697E-02
   0.385050E+02   0.689877E+00   0.290702E-02
   0.385080E+02   0.689878E+00   0.290702E-02
   0.385110E+02   0.689879E+00   0.290702E-02
   0.385140E+02   0.689880E+00   0.290702E-02
   0.385170E+02   0.689881E+00   0.290702E-02
   0.385200E+02   0.689882E+00   0.290702E-02
   0.385230E+02   0.689883E+00   0.290702E-02
   0.385260E+02   0.689884E+00   0.290702E-02
   0.385290E+02   0.689885E+00   0.290702E-02
   0.385320E+02   0.689886E+00   0.290702E-02
   0.385350E+02   0.689887E+00   0.290702E-02
   0.385380E+02   0.689888E+00   0.290713E-02
   0.385410E+02   0.689889E+00   0.290713E-02
   0.385440E+02   0.689890E+00   0.290713E-02
   0.385470E+02   0.689891E+00   0.290713E-02
   0.385500E+02   0.689892E+00   0.290713E-02
   0.385530E+02   0.689893E+00   0.290713E-02
   0.385560E+02   0.689894E+00   0.290713E-02
   0.385590E+02   0.689895E+00   0.290713E-02
   0.385620E+02   0.689896E+00   0.290713E-02
   0.385650E+02   0.689897E+00   0.290713E-02
   0.385680E+02   0.689898E+00   0.290713E-02
   0.385710E+02   0.689899E+00   0.290713E-02
   0.385740E+02   0.689901E+00   0.290724E-02
   0.385770E+02   0.689902E+00   0.290724E-02
   0.385800E+02   0.689903E+00   0.290724E-02
   0.385830E+02   0.689904E+00   0.290724E-02
   0.385860E+02   0.689904E+00   0.290724E-02
   0.385890E+02   0.689905E+00   0.290724E-02
   0.385920E+02   0.689906E+00   0.290724E-02
   0.385950E+02   0.689908E+00   0.290724E-02
   0.385980E+02   0.689909E+00   0.290721E-02
   0.386010E+02   0.689910E+00   0.290721E-02
   0.386040E+02   0.689911E+00   0.290721E-02
   0.386070E+02   0.689912E+00   0.290721E-02
   0.386100E+02   0.689913E+00   0.290721E-02
   0.386130E+02   0.689914E+00   0.290732E-02
   0.386159E+02   0.689915E+00   0.290750E-02
   0.386189E+02   0.689916E+00   0.290750E-02
   0.386219E+02   0.689917E+00   0.290750E-02
   0.386249E+02   0.689918E+00   0.290750E-02
   0.386279E+02   0.689919E+00   0.290750E-02
   0.386309E+02   0.689920E+00   0.290750E-02
   0.386339E+02   0.689921E+00   0.290750E-02
   0.386369E+02   0.689922E+00   0.290750E-02
   0.386399E+02   0.689922E+00   0.290753E-02
   0.386429E+02   0.689923E+00   0.290753E-02
   0.386459E+02   0.689924E+00   0.290753E-02
   0.386489E+02   0.689925E+00   0.290753E-02
   0.386519E+02   0.689927E+00   0.290759E-02
   0.386549E+02   0.689928E+00   0.290759E-02
   0.386579E+02   0.689929E+00   0.290759E-02
   0.386609E+02   0.689930E+00   0.290759E-02
   0.386639E+02   0.689931E+00   0.290759E-02
   0.386669E+02   0.689932E+00   0.290759E-02
   0.386699E+02   0.689933E+00   0.290759E-02
   0.386729E+02   0.689934E+00   0.290759E-02
   0.386759E+02   0.689935E+00   0.290759E-02
   0.386789E+02   0.689936E+00   0.290759E-02
   0.386819E+02   0.689937E+00   0.290759E-02
   0.386849E+02   0.689938E+00   0.290759E-02
   0.386879E+02   0.689939E+00   0.290759E-02
   0.386909E+02   0.689940E+00   0.290759E-02
   0.386939E+02   0.689941E+00   0.290770E-02
   0.386969E+02   0.689942E+00   0.290770E-02
   0.386999E+02   0.689943E+00   0.290770E-02
   0.387029E+02   0.689944E+00   0.290770E-02
   0.387059E+02   0.689945E+00   0.290770E-02
   0.387089E+02   0.689946E+00   0.290788E-02
   0.387119E+02   0.689947E+00   0.290788E-02
   0.387149E+02   0.689948E+00   0.290788E-02
   0.387179E+02   0.689949E+00   0.290788E-02
   0.387209E+02   0.689950E+00   0.290788E-02
   0.387239E+02   0.689951E+00   0.290788E-02
   0.387269E+02   0.689952E+00   0.290788E-02
   0.387299E+02   0.689953E+00   0.290793E-02
   0.387329E+02   0.689954E+00   0.290793E-02
   0.387359E+02   0.689955E+00   0.290792E-02
   0.387389E+02   0.689956E+00   0.290803E-02
   0.387419E+02   0.689957E+00   0.290806E-02
   0.387449E+02   0.689958E+00   0.290806E-02
   0.387479E+02   0.689959E+00   0.290806E-02
   0.387509E+02   0.689960E+00   0.290806E-02
   0.387539E+02   0.689961E+00   0.290806E-02
   0.387569E+02   0.689962E+00   0.290806E-02
   0.387598E+02   0.689963E+00   0.290806E-02
   0.387628E+02   0.689964E+00   0.290806E-02
   0.387658E+02   0.689965E+00   0.290806E-02
   0.387688E+02   0.689966E+00   0.290806E-02
   0.387718E+02   0.689967E+00   0.290806E-02
   0.387748E+02   0.689968E+00   0.290806E-02
   0.387778E+02   0.689969E+00   0.290806E-02
   0.387808E+02   0.689970E+00   0.290806E-02
   0.387838E+02   0.689971E+00   0.290823E-02
   0.387868E+02   0.689972E+00   0.290834E-02
   0.387898E+02   0.689973E+00   0.290834E-02
   0.387928E+02   0.689974E+00   0.290834E-02
   0.387958E+02   0.689975E+00   0.290834E-02
   0.387988E+02   0.689976E+00   0.290834E-02
   0.388018E+02   0.689977E+00   0.290834E-02
   0.388048E+02   0.689978E+00   0.290834E-02
   0.388078E+02   0.689979E+00   0.290834E-02
   0.388108E+02   0.689980E+00   0.290834E-02
   0.388138E+02   0.689981E+00   0.290834E-02
   0.388168E+02   0.689982E+00   0.290834E-02
   0.388198E+02   0.689983E+00   0.290830E-02
   0.388228E+02   0.689984E+00   0.290832E-02
   0.388258E+02   0.689985E+00   0.290832E-02
   0.388288E+02   0.689986E+00   0.290832E-02
   0.388318E+02   0.689986E+00   0.290812E-02
   0.388348E+02   0.689987E+00   0.290812E-02
   0.388378E+02   0.689989E+00   0.290824E-02
   0.388408E+02   0.689990E+00   0.290824E-02
   0.388438E+02   0.689991E+00   0.290824E-02
   0.388468E+02   0.689991E+00   0.290824E-02
   0.388498E+02   0.689992E+00   0.290841E-02
   0.388528E+02   0.689993E+00   0.290841E-02
   0.388558E+02   0.689994E+00   0.290841E-02
   0.388588E+02   0.689995E+00   0.290841E-02
   0.388618E+02   0.689996E+00   0.290841E-02
   0.388648E+02   0.689997E+00   0.290841E-02
   0.388678E+02   0.689998E+00   0.290841E-02
   0.388708E+02   0.689999E+00   0.290841E-02
   0.388738E+02   0.690000E+00   0.290841E-02
   0.388768E+02   0.690001E+00   0.290841E-02
   0.388798E+02   0.690002E+00   0.290841E-02
   0.388828E+02   0.690003E+00   0.290841E-02
   0.388858E+02   0.690004E+00   0.290851E-02
   0.388888E+02   0.690005E+00   0.290850E-02
   0.388918E+02   0.690006E+00   0.290864E-02
   0.388948E+02   0.690007E+00   0.290864E-02
   0.388978E+02   0.690008E+00   0.290864E-02
   0.389008E+02   0.690009E+00   0.290864E-02
   0.389037E+02   0.690010E+00   0.290864E-02
   0.389067E+02   0.690011E+00   0.290864E-02
   0.389097E+02   0.690012E+00   0.290882E-02
   0.389127E+02   0.690013E+00   0.290882E-02
   0.389157E+02   0.690014E+00   0.290882E-02
   0.389187E+02   0.690015E+00   0.290882E-02
   0.389217E+02   0.690016E+00   0.290882E-02
   0.389247E+02   0.690017E+00   0.290882E-02
   0.389277E+02   0.690018E+00   0.290882E-02
   0.389307E+02   0.690019E+00   0.290882E-02
   0.389337E+02   0.690020E+00   0.290882E-02
   0.389367E+02   0.690021E+00   0.290882E-02
   0.389397E+02   0.690022E+00   0.290886E-02
   0.389427E+02   0.690023E+00   0.290886E-02
   0.389457E+02   0.690024E+00   0.290866E-02
   0.389487E+02   0.690025E+00   0.290866E-02
   0.389517E+02   0.690026E+00   0.290877E-02
   0.389547E+02   0.690027E+00   0.290880E-02
   0.389577E+02   0.690028E+00   0.290880E-02
   0.389607E+02   0.690029E+00   0.290880E-02
   0.389637E+02   0.690030E+00   0.290898E-02
   0.389667E+02   0.690031E+00   0.290898E-02
   0.389697E+02   0.690032E+00   0.290897E-02
   0.389727E+02   0.690033E+00   0.290897E-02
   0.389757E+02   0.690034E+00   0.290897E-02
   0.389787E+02   0.690035E+00   0.290897E-02
   0.389817E+02   0.690036E+00   0.290897E-02
   0.389847E+02   0.690037E+00   0.290897E-02
   0.389877E+02   0.690038E+00   0.290895E-02
   0.389907E+02   0.690039E+00   0.290895E-02
   0.389937E+02   0.690040E+00   0.290895E-02
   0.389967E+02   0.690041E+00   0.290895E-02
   0.389997E+02   0.690042E+00   0.290895E-02
   0.390027E+02   0.690043E+00   0.290895E-02
   0.390057E+02   0.690044E+00   0.290895E-02
   0.390087E+02   0.690044E+00   0.290908E-02
   0.390117E+02   0.690045E+00   0.290908E-02
   0.390147E+02   0.690046E+00   0.290926E-02
   0.390177E+02   0.690047E+00   0.290926E-02
   0.390207E+02   0.690048E+00   0.290937E-02
   0.390237E+02   0.690049E+00   0.290937E-02
   0.390267E+02   0.690050E+00   0.290937E-02
   0.390297E+02   0.690051E+00   0.290937E-02
   0.390327E+02   0.690052E+00   0.290917E-02
   0.390357E+02   0.690053E+00   0.290917E-02
   0.390387E+02   0.690054E+00   0.290917E-02
   0.390417E+02   0.690055E+00   0.290917E-02
   0.390446E+02   0.690056E+00   0.290917E-02
   0.390476E+02   0.690057E+00   0.290912E-02
   0.390506E+02   0.690058E+00   0.290912E-02
   0.390536E+02   0.690059E+00   0.290912E-02
   0.390566E+02   0.690060E+00   0.290912E-02
   0.390596E+02   0.690061E+00   0.290912E-02
   0.390626E+02   0.690062E+00   0.290933E-02
   0.390656E+02   0.690063E+00   0.290931E-02
   0.390686E+02   0.690064E+00   0.290931E-02
   0.390716E+02   0.690065E+00   0.290935E-02
   0.390746E+02   0.690066E+00   0.290935E-02
   0.390776E+02   0.690067E+00   0.290935E-02
   0.390806E+02   0.690068E+00   0.290935E-02
   0.390836E+02   0.690069E+00   0.290934E-02
   0.390866E+02   0.690070E+00   0.290934E-02
   0.390896E+02   0.690071E+00   0.290934E-02
   0.390926E+02   0.690072E+00   0.290934E-02
   0.390956E+02   0.690073E+00   0.290934E-02
   0.390986E+02   0.690074E+00   0.290944E-02
   0.391016E+02   0.690075E+00   0.290959E-02
   0.391046E+02   0.690076E+00   0.290939E-02
   0.391076E+02   0.690076E+00   0.290957E-02
   0.391106E+02   0.690077E+00   0.290960E-02
   0.391136E+02   0.690078E+00   0.290960E-02
   0.391166E+02   0.690079E+00   0.290960E-02
   0.391196E+02   0.690080E+00   0.290960E-02
   0.391226E+02   0.690081E+00   0.290960E-02
   0.391256E+02   0.690082E+00   0.290960E-02
   0.391286E+02   0.690083E+00   0.290960E-02
   0.391316E+02   0.690084E+00   0.290960E-02
   0.391346E+02   0.690085E+00   0.290959E-02
   0.391376E+02   0.690086E+00   0.290959E-02
   0.391406E+02   0.690087E+00   0.290959E-02
   0.391436E+02   0.690088E+00   0.290959E-02
   0.391466E+02   0.690089E+00   0.290959E-02
   0.391496E+02   0.690090E+00   0.290976E-02
   0.391526E+02   0.690091E+00   0.290976E-02
   0.391556E+02   0.690092E+00   0.290974E-02
   0.391586E+02   0.690093E+00   0.290974E-02
   0.391616E+02   0.690094E+00   0.290974E-02
   0.391646E+02   0.690095E+00   0.290974E-02
   0.391676E+02   0.690096E+00   0.290954E-02
   0.391706E+02   0.690097E+00   0.290953E-02
   0.391736E+02   0.690098E+00   0.290953E-02
   0.391766E+02   0.690099E+00   0.290963E-02
   0.391796E+02   0.690100E+00   0.290963E-02
   0.391826E+02   0.690101E+00   0.290963E-02
   0.391856E+02   0.690102E+00   0.290963E-02
   0.391885E+02   0.690103E+00   0.290963E-02
   0.391915E+02   0.690103E+00   0.290984E-02
   0.391945E+02   0.690104E+00   0.290984E-02
   0.391975E+02   0.690105E+00   0.290983E-02
   0.392005E+02   0.690106E+00   0.290990E-02
   0.392035E+02   0.690107E+00   0.291002E-02
   0.392065E+02   0.690108E+00   0.291002E-02
   0.392095E+02   0.690109E+00   0.291002E-02
   0.392125E+02   0.690110E+00   0.291002E-02
   0.392155E+02   0.690111E+00   0.291002E-02
   0.392185E+02   0.690112E+00   0.291002E-02
   0.392215E+02   0.690113E+00   0.291002E-02
   0.392245E+02   0.690114E+00   0.290982E-02
   0.392275E+02   0.690115E+00   0.290982E-02
   0.392305E+02   0.690116E+00   0.290999E-02
   0.392335E+02   0.690117E+00   0.290999E-02
   0.392365E+02   0.690118E+00   0.290999E-02
   0.392395E+02   0.690119E+00   0.290999E-02
   0.392425E+02   0.690120E+00   0.291006E-02
   0.392455E+02   0.690121E+00   0.291006E-02
   0.392485E+02   0.690122E+00   0.291006E-02
   0.392515E+02   0.690122E+00   0.291005E-02
   0.392545E+02   0.690124E+00   0.291005E-02
   0.392575E+02   0.690125E+00   0.291005E-02
   0.392605E+02   0.690126E+00   0.291005E-02
   0.392635E+02   0.690127E+00   0.291005E-02
   0.392665E+02   0.690128E+00   0.291005E-02
   0.392695E+02   0.690128E+00   0.291022E-02
   0.392725E+02   0.690129E+00   0.291022E-02
   0.392755E+02   0.690130E+00   0.291022E-02
   0.392785E+02   0.690131E+00   0.291002E-02
   0.392815E+02   0.690132E+00   0.291009E-02
   0.392845E+02   0.690133E+00   0.291013E-02
   0.392875E+02   0.690134E+00   0.291013E-02
   0.392905E+02   0.690135E+00   0.291013E-02
   0.392935E+02   0.690136E+00   0.291013E-02
   0.392965E+02   0.690137E+00   0.291013E-02
   0.392995E+02   0.690138E+00   0.291023E-02
   0.393025E+02   0.690139E+00   0.291023E-02
   0.393055E+02   0.690140E+00   0.291040E-02
   0.393085E+02   0.690141E+00   0.291038E-02
   0.393115E+02   0.690142E+00   0.291038E-02
   0.393145E+02   0.690143E+00   0.291034E-02
