#    c*t(cm)       probability       error
   0.000000E+00   0.754451E-10   0.640312E-16
   0.299790E-02   0.754449E-10   0.361248E-15
   0.599580E-02   0.754446E-10   0.117512E-14
   0.899370E-02   0.754440E-10   0.263431E-14
   0.119916E-01   0.754430E-10   0.488164E-14
   0.149895E-01   0.754415E-10   0.787363E-14
   0.179874E-01   0.754396E-10   0.116995E-13
   0.209853E-01   0.754373E-10   0.163046E-13
   0.239832E-01   0.754346E-10   0.216556E-13
   0.269811E-01   0.754313E-10   0.276788E-13
   0.299790E-01   0.754277E-10   0.343232E-13
   0.329769E-01   0.754235E-10   0.415235E-13
   0.359748E-01   0.754188E-10   0.491687E-13
   0.389727E-01   0.754137E-10   0.572135E-13
   0.419706E-01   0.754080E-10   0.656083E-13
   0.449685E-01   0.754017E-10   0.742964E-13
   0.479664E-01   0.753950E-10   0.832048E-13
   0.509643E-01   0.753877E-10   0.923464E-13
   0.539622E-01   0.753798E-10   0.101664E-12
   0.569601E-01   0.753715E-10   0.111154E-12
   0.599580E-01   0.753626E-10   0.120873E-12
   0.629559E-01   0.753532E-10   0.130762E-12
   0.659538E-01   0.753434E-10   0.140843E-12
   0.689517E-01   0.753332E-10   0.151125E-12
   0.719496E-01   0.753225E-10   0.161539E-12
   0.749475E-01   0.753115E-10   0.172144E-12
   0.779454E-01   0.753001E-10   0.182945E-12
   0.809433E-01   0.752885E-10   0.193882E-12
   0.839412E-01   0.752765E-10   0.204913E-12
   0.869391E-01   0.752643E-10   0.216097E-12
   0.899370E-01   0.752518E-10   0.227376E-12
   0.929349E-01   0.752392E-10   0.238746E-12
   0.959328E-01   0.752263E-10   0.250065E-12
   0.989307E-01   0.752134E-10   0.261461E-12
   0.101929E+00   0.752003E-10   0.272852E-12
   0.104926E+00   0.751870E-10   0.284253E-12
   0.107924E+00   0.751735E-10   0.295669E-12
   0.110922E+00   0.751599E-10   0.307065E-12
   0.113920E+00   0.751461E-10   0.318323E-12
   0.116918E+00   0.751323E-10   0.329547E-12
   0.119916E+00   0.751182E-10   0.340717E-12
   0.122914E+00   0.751041E-10   0.351807E-12
   0.125912E+00   0.750897E-10   0.362836E-12
   0.128910E+00   0.750753E-10   0.373807E-12
   0.131908E+00   0.750606E-10   0.384764E-12
   0.134905E+00   0.750458E-10   0.395496E-12
   0.137903E+00   0.750308E-10   0.406329E-12
   0.140901E+00   0.750156E-10   0.417075E-12
   0.143899E+00   0.750002E-10   0.427646E-12
   0.146897E+00   0.749847E-10   0.438217E-12
   0.149895E+00   0.749690E-10   0.448668E-12
   0.152893E+00   0.749531E-10   0.459141E-12
   0.155891E+00   0.749369E-10   0.469655E-12
   0.158889E+00   0.749205E-10   0.480103E-12
   0.161887E+00   0.749039E-10   0.490510E-12
   0.164884E+00   0.748871E-10   0.501092E-12
   0.167882E+00   0.748701E-10   0.511548E-12
   0.170880E+00   0.748529E-10   0.521995E-12
   0.173878E+00   0.748355E-10   0.532439E-12
   0.176876E+00   0.748179E-10   0.542823E-12
   0.179874E+00   0.748002E-10   0.553235E-12
   0.182872E+00   0.747821E-10   0.563715E-12
   0.185870E+00   0.747639E-10   0.574197E-12
   0.188868E+00   0.747455E-10   0.584671E-12
   0.191866E+00   0.747272E-10   0.595060E-12
   0.194863E+00   0.747085E-10   0.605435E-12
   0.197861E+00   0.746899E-10   0.615834E-12
   0.200859E+00   0.746711E-10   0.626141E-12
   0.203857E+00   0.746521E-10   0.636574E-12
   0.206855E+00   0.746332E-10   0.646929E-12
   0.209853E+00   0.746141E-10   0.657370E-12
   0.212851E+00   0.745950E-10   0.667798E-12
   0.215849E+00   0.745758E-10   0.678257E-12
   0.218847E+00   0.745566E-10   0.688659E-12
   0.221845E+00   0.745373E-10   0.698964E-12
   0.224842E+00   0.745181E-10   0.709366E-12
   0.227840E+00   0.744991E-10   0.719489E-12
   0.230838E+00   0.744801E-10   0.729621E-12
   0.233836E+00   0.744613E-10   0.739755E-12
   0.236834E+00   0.744424E-10   0.749875E-12
   0.239832E+00   0.744234E-10   0.760089E-12
   0.242830E+00   0.744044E-10   0.770371E-12
   0.245828E+00   0.743856E-10   0.780710E-12
   0.248826E+00   0.743667E-10   0.791047E-12
   0.251824E+00   0.743478E-10   0.801402E-12
   0.254821E+00   0.743290E-10   0.811674E-12
   0.257819E+00   0.743102E-10   0.822116E-12
   0.260817E+00   0.742916E-10   0.832494E-12
   0.263815E+00   0.742729E-10   0.842932E-12
   0.266813E+00   0.742544E-10   0.853392E-12
   0.269811E+00   0.742359E-10   0.863893E-12
   0.272809E+00   0.742177E-10   0.874206E-12
   0.275807E+00   0.741994E-10   0.884398E-12
   0.278805E+00   0.741811E-10   0.894512E-12
   0.281803E+00   0.741630E-10   0.904641E-12
   0.284800E+00   0.741450E-10   0.914679E-12
   0.287798E+00   0.741271E-10   0.924739E-12
   0.290796E+00   0.741094E-10   0.934504E-12
   0.293794E+00   0.740919E-10   0.944151E-12
   0.296792E+00   0.740747E-10   0.953754E-12
   0.299790E+00   0.740575E-10   0.963117E-12
   0.302788E+00   0.740405E-10   0.972298E-12
   0.305786E+00   0.740236E-10   0.981431E-12
   0.308784E+00   0.740067E-10   0.990587E-12
   0.311782E+00   0.739899E-10   0.999493E-12
   0.314779E+00   0.739732E-10   0.100824E-11
   0.317777E+00   0.739569E-10   0.101683E-11
   0.320775E+00   0.739408E-10   0.102544E-11
   0.323773E+00   0.739246E-10   0.103392E-11
   0.326771E+00   0.739087E-10   0.104223E-11
   0.329769E+00   0.738928E-10   0.105040E-11
   0.332767E+00   0.738771E-10   0.105844E-11
   0.335765E+00   0.738615E-10   0.106644E-11
   0.338763E+00   0.738460E-10   0.107424E-11
   0.341761E+00   0.738308E-10   0.108186E-11
   0.344758E+00   0.738158E-10   0.108953E-11
   0.347756E+00   0.738011E-10   0.109708E-11
   0.350754E+00   0.737864E-10   0.110470E-11
   0.353752E+00   0.737719E-10   0.111216E-11
   0.356750E+00   0.737579E-10   0.111954E-11
   0.359748E+00   0.737440E-10   0.112662E-11
   0.362746E+00   0.737303E-10   0.113365E-11
   0.365744E+00   0.737165E-10   0.114056E-11
   0.368742E+00   0.737030E-10   0.114747E-11
   0.371740E+00   0.736897E-10   0.115444E-11
   0.374737E+00   0.736763E-10   0.116115E-11
   0.377735E+00   0.736632E-10   0.116770E-11
   0.380733E+00   0.736503E-10   0.117421E-11
   0.383731E+00   0.736375E-10   0.118083E-11
   0.386729E+00   0.736249E-10   0.118729E-11
   0.389727E+00   0.736125E-10   0.119389E-11
   0.392725E+00   0.736000E-10   0.120053E-11
   0.395723E+00   0.735879E-10   0.120719E-11
   0.398721E+00   0.735760E-10   0.121360E-11
   0.401719E+00   0.735644E-10   0.122008E-11
   0.404716E+00   0.735531E-10   0.122651E-11
   0.407714E+00   0.735420E-10   0.123269E-11
   0.410712E+00   0.735309E-10   0.123874E-11
   0.413710E+00   0.735200E-10   0.124483E-11
   0.416708E+00   0.735094E-10   0.125116E-11
   0.419706E+00   0.734991E-10   0.125732E-11
   0.422704E+00   0.734889E-10   0.126358E-11
   0.425702E+00   0.734789E-10   0.126979E-11
   0.428700E+00   0.734693E-10   0.127576E-11
   0.431698E+00   0.734602E-10   0.128148E-11
   0.434695E+00   0.734511E-10   0.128732E-11
   0.437693E+00   0.734421E-10   0.129294E-11
   0.440691E+00   0.734335E-10   0.129878E-11
   0.443689E+00   0.734252E-10   0.130466E-11
   0.446687E+00   0.734172E-10   0.131058E-11
   0.449685E+00   0.734097E-10   0.131624E-11
   0.452683E+00   0.734028E-10   0.132170E-11
   0.455681E+00   0.733959E-10   0.132729E-11
   0.458679E+00   0.733894E-10   0.133290E-11
   0.461677E+00   0.733835E-10   0.133845E-11
   0.464674E+00   0.733783E-10   0.134422E-11
   0.467672E+00   0.733736E-10   0.134984E-11
   0.470670E+00   0.733699E-10   0.135493E-11
   0.473668E+00   0.733670E-10   0.136017E-11
   0.476666E+00   0.733655E-10   0.136506E-11
   0.479664E+00   0.733652E-10   0.137015E-11
   0.482662E+00   0.733673E-10   0.137408E-11
   0.485660E+00   0.733731E-10   0.137723E-11
   0.488658E+00   0.733829E-10   0.137996E-11
   0.491656E+00   0.733989E-10   0.138180E-11
   0.494653E+00   0.734237E-10   0.138259E-11
   0.497651E+00   0.734605E-10   0.138223E-11
   0.500649E+00   0.735149E-10   0.138204E-11
   0.503647E+00   0.735935E-10   0.138394E-11
   0.506645E+00   0.737056E-10   0.139339E-11
   0.509643E+00   0.738638E-10   0.142131E-11
   0.512641E+00   0.740871E-10   0.148921E-11
   0.515639E+00   0.744000E-10   0.163126E-11
   0.518637E+00   0.748355E-10   0.189858E-11
   0.521635E+00   0.754374E-10   0.235314E-11
   0.524632E+00   0.762650E-10   0.306184E-11
   0.527630E+00   0.773944E-10   0.409667E-11
   0.530628E+00   0.789387E-10   0.556951E-11
   0.533626E+00   0.810220E-10   0.758795E-11
   0.536624E+00   0.838384E-10   0.103339E-10
   0.539622E+00   0.876255E-10   0.140307E-10
   0.542620E+00   0.926979E-10   0.189698E-10
   0.545618E+00   0.994593E-10   0.255315E-10
   0.548616E+00   0.108416E-09   0.342041E-10
   0.551614E+00   0.120258E-09   0.456097E-10
   0.554611E+00   0.135848E-09   0.605400E-10
   0.557609E+00   0.156253E-09   0.799793E-10
   0.560607E+00   0.182847E-09   0.105184E-09
   0.563605E+00   0.217370E-09   0.137705E-09
   0.566603E+00   0.261929E-09   0.179459E-09
   0.569601E+00   0.319199E-09   0.232853E-09
   0.572599E+00   0.392675E-09   0.300884E-09
   0.575597E+00   0.486445E-09   0.387178E-09
   0.578595E+00   0.605606E-09   0.496153E-09
   0.581593E+00   0.756493E-09   0.633263E-09
   0.584590E+00   0.946393E-09   0.804818E-09
   0.587588E+00   0.118457E-08   0.101853E-08
   0.590586E+00   0.148210E-08   0.128323E-08
   0.593584E+00   0.185254E-08   0.161079E-08
   0.596582E+00   0.231151E-08   0.201408E-08
   0.599580E+00   0.287735E-08   0.250762E-08
   0.602578E+00   0.357402E-08   0.311034E-08
   0.605576E+00   0.442584E-08   0.384163E-08
   0.608574E+00   0.546211E-08   0.472351E-08
   0.611572E+00   0.671857E-08   0.578396E-08
   0.614569E+00   0.823713E-08   0.705600E-08
   0.617567E+00   0.100644E-07   0.857493E-08
   0.620565E+00   0.122561E-07   0.103830E-07
   0.623563E+00   0.148805E-07   0.125277E-07
   0.626561E+00   0.180138E-07   0.150645E-07
   0.629559E+00   0.217374E-07   0.180500E-07
   0.632557E+00   0.261460E-07   0.215498E-07
   0.635555E+00   0.313438E-07   0.256312E-07
   0.638553E+00   0.374563E-07   0.303797E-07
   0.641551E+00   0.446134E-07   0.358832E-07
   0.644548E+00   0.529583E-07   0.422316E-07
   0.647546E+00   0.626805E-07   0.495596E-07
   0.650544E+00   0.739298E-07   0.579351E-07
   0.653542E+00   0.868931E-07   0.674438E-07
   0.656540E+00   0.101792E-06   0.782053E-07
   0.659538E+00   0.118870E-06   0.903743E-07
   0.662536E+00   0.138389E-06   0.104107E-06
   0.665534E+00   0.160595E-06   0.119498E-06
   0.668532E+00   0.185785E-06   0.136703E-06
   0.671530E+00   0.214279E-06   0.155899E-06
   0.674527E+00   0.246408E-06   0.177268E-06
   0.677525E+00   0.282478E-06   0.200907E-06
   0.680523E+00   0.322871E-06   0.226919E-06
   0.683521E+00   0.368055E-06   0.255440E-06
   0.686519E+00   0.418460E-06   0.286606E-06
   0.689517E+00   0.474453E-06   0.320576E-06
   0.692515E+00   0.536418E-06   0.357476E-06
   0.695513E+00   0.604818E-06   0.397414E-06
   0.698511E+00   0.680094E-06   0.440359E-06
   0.701509E+00   0.762806E-06   0.486408E-06
   0.704506E+00   0.853320E-06   0.535661E-06
   0.707504E+00   0.952156E-06   0.588433E-06
   0.710502E+00   0.105987E-05   0.644711E-06
   0.713500E+00   0.117702E-05   0.704530E-06
   0.716498E+00   0.130413E-05   0.767951E-06
   0.719496E+00   0.144167E-05   0.834992E-06
   0.722494E+00   0.159017E-05   0.905549E-06
   0.725492E+00   0.175010E-05   0.979431E-06
   0.728490E+00   0.192183E-05   0.105669E-05
   0.731488E+00   0.210587E-05   0.113737E-05
   0.734485E+00   0.230303E-05   0.122151E-05
   0.737483E+00   0.251397E-05   0.130904E-05
   0.740481E+00   0.273903E-05   0.140003E-05
   0.743479E+00   0.297871E-05   0.149434E-05
   0.746477E+00   0.323340E-05   0.159200E-05
   0.749475E+00   0.350367E-05   0.169315E-05
   0.752473E+00   0.379011E-05   0.179768E-05
   0.755471E+00   0.409363E-05   0.190524E-05
   0.758469E+00   0.441498E-05   0.201583E-05
   0.761467E+00   0.475508E-05   0.212954E-05
   0.764464E+00   0.511480E-05   0.224625E-05
   0.767462E+00   0.549520E-05   0.236559E-05
   0.770460E+00   0.589791E-05   0.248737E-05
   0.773458E+00   0.632540E-05   0.261179E-05
   0.776456E+00   0.678005E-05   0.273890E-05
   0.779454E+00   0.726488E-05   0.286828E-05
   0.782452E+00   0.778435E-05   0.299999E-05
   0.785450E+00   0.834364E-05   0.313448E-05
   0.788448E+00   0.894881E-05   0.327184E-05
   0.791446E+00   0.960749E-05   0.341174E-05
   0.794443E+00   0.103295E-04   0.355452E-05
   0.797441E+00   0.111263E-04   0.370046E-05
   0.800439E+00   0.120132E-04   0.385004E-05
   0.803437E+00   0.130082E-04   0.400285E-05
   0.806435E+00   0.141330E-04   0.415834E-05
   0.809433E+00   0.154129E-04   0.431603E-05
   0.812431E+00   0.168799E-04   0.447612E-05
   0.815429E+00   0.185728E-04   0.463878E-05
   0.818427E+00   0.205377E-04   0.480413E-05
   0.821425E+00   0.228300E-04   0.497178E-05
   0.824422E+00   0.255156E-04   0.514213E-05
   0.827420E+00   0.286724E-04   0.531478E-05
   0.830418E+00   0.323922E-04   0.548954E-05
   0.833416E+00   0.367816E-04   0.566620E-05
   0.836414E+00   0.419665E-04   0.584484E-05
   0.839412E+00   0.480950E-04   0.602528E-05
   0.842410E+00   0.553388E-04   0.620830E-05
   0.845408E+00   0.638958E-04   0.639275E-05
   0.848406E+00   0.739928E-04   0.657894E-05
   0.851404E+00   0.858911E-04   0.676848E-05
   0.854401E+00   0.998903E-04   0.696113E-05
   0.857399E+00   0.116330E-03   0.715630E-05
   0.860397E+00   0.135596E-03   0.735354E-05
   0.863395E+00   0.158123E-03   0.755643E-05
   0.866393E+00   0.184403E-03   0.776749E-05
   0.869391E+00   0.214983E-03   0.799026E-05
   0.872389E+00   0.250480E-03   0.822867E-05
   0.875387E+00   0.291574E-03   0.848650E-05
   0.878385E+00   0.339020E-03   0.877223E-05
   0.881383E+00   0.393649E-03   0.909360E-05
   0.884380E+00   0.456372E-03   0.946234E-05
   0.887378E+00   0.528184E-03   0.988911E-05
   0.890376E+00   0.610172E-03   0.103843E-04
   0.893374E+00   0.703505E-03   0.109627E-04
   0.896372E+00   0.809447E-03   0.116426E-04
   0.899370E+00   0.929348E-03   0.124395E-04
   0.902368E+00   0.106466E-02   0.133730E-04
   0.905366E+00   0.121691E-02   0.144586E-04
   0.908364E+00   0.138774E-02   0.157207E-04
   0.911362E+00   0.157884E-02   0.171843E-04
   0.914359E+00   0.179200E-02   0.188790E-04
   0.917357E+00   0.202909E-02   0.208361E-04
   0.920355E+00   0.229203E-02   0.230826E-04
   0.923353E+00   0.258280E-02   0.256514E-04
   0.926351E+00   0.290340E-02   0.285671E-04
   0.929349E+00   0.325593E-02   0.318604E-04
   0.932347E+00   0.364244E-02   0.355561E-04
   0.935345E+00   0.406505E-02   0.396687E-04
   0.938343E+00   0.452584E-02   0.442168E-04
   0.941341E+00   0.502686E-02   0.492074E-04
   0.944338E+00   0.557012E-02   0.546626E-04
   0.947336E+00   0.615760E-02   0.605986E-04
   0.950334E+00   0.679120E-02   0.670418E-04
   0.953332E+00   0.747272E-02   0.740029E-04
   0.956330E+00   0.820388E-02   0.814966E-04
   0.959328E+00   0.898630E-02   0.895215E-04
   0.962326E+00   0.982147E-02   0.980830E-04
   0.965324E+00   0.107108E-01   0.107168E-03
   0.968322E+00   0.116555E-01   0.116795E-03
   0.971320E+00   0.126566E-01   0.126978E-03
   0.974317E+00   0.137152E-01   0.137706E-03
   0.977315E+00   0.148320E-01   0.149016E-03
   0.980313E+00   0.160077E-01   0.160902E-03
   0.983311E+00   0.172428E-01   0.173332E-03
   0.986309E+00   0.185377E-01   0.186338E-03
   0.989307E+00   0.198928E-01   0.199824E-03
   0.992305E+00   0.213081E-01   0.213819E-03
   0.995303E+00   0.227835E-01   0.228360E-03
   0.998301E+00   0.243189E-01   0.243390E-03
   0.100130E+01   0.259139E-01   0.258922E-03
   0.100430E+01   0.275681E-01   0.274923E-03
   0.100729E+01   0.292806E-01   0.291419E-03
   0.101029E+01   0.310508E-01   0.308370E-03
   0.101329E+01   0.328776E-01   0.325809E-03
   0.101629E+01   0.347600E-01   0.343660E-03
   0.101929E+01   0.366967E-01   0.361951E-03
   0.102228E+01   0.386864E-01   0.380711E-03
   0.102528E+01   0.407276E-01   0.399910E-03
   0.102828E+01   0.428187E-01   0.419538E-03
   0.103128E+01   0.449580E-01   0.439621E-03
   0.103428E+01   0.471438E-01   0.460180E-03
   0.103727E+01   0.493741E-01   0.481178E-03
   0.104027E+01   0.516471E-01   0.502618E-03
   0.104327E+01   0.539606E-01   0.524477E-03
   0.104627E+01   0.563126E-01   0.546782E-03
   0.104926E+01   0.587008E-01   0.569514E-03
   0.105226E+01   0.611229E-01   0.592656E-03
   0.105526E+01   0.635767E-01   0.616208E-03
   0.105826E+01   0.660598E-01   0.640179E-03
   0.106126E+01   0.685698E-01   0.664502E-03
   0.106425E+01   0.711043E-01   0.689227E-03
   0.106725E+01   0.736609E-01   0.714336E-03
   0.107025E+01   0.762371E-01   0.739876E-03
   0.107325E+01   0.788307E-01   0.765803E-03
   0.107625E+01   0.814394E-01   0.792186E-03
   0.107924E+01   0.840608E-01   0.819005E-03
   0.108224E+01   0.866929E-01   0.846310E-03
   0.108524E+01   0.893334E-01   0.874047E-03
   0.108824E+01   0.919804E-01   0.902249E-03
   0.109124E+01   0.946321E-01   0.930945E-03
   0.109423E+01   0.972865E-01   0.960052E-03
   0.109723E+01   0.999419E-01   0.989676E-03
   0.110023E+01   0.102597E+00   0.101977E-02
   0.110323E+01   0.105249E+00   0.104967E-02
   0.110623E+01   0.107898E+00   0.108020E-02
   0.110922E+01   0.110541E+00   0.111098E-02
   0.111222E+01   0.113178E+00   0.114199E-02
   0.111522E+01   0.115808E+00   0.117319E-02
   0.111822E+01   0.118429E+00   0.120445E-02
   0.112121E+01   0.121039E+00   0.123592E-02
   0.112421E+01   0.123639E+00   0.126754E-02
   0.112721E+01   0.126228E+00   0.129900E-02
   0.113021E+01   0.128804E+00   0.133070E-02
   0.113321E+01   0.131367E+00   0.136244E-02
   0.113620E+01   0.133917E+00   0.139400E-02
   0.113920E+01   0.136453E+00   0.142560E-02
   0.114220E+01   0.138975E+00   0.145776E-02
   0.114520E+01   0.141482E+00   0.148926E-02
   0.114820E+01   0.143974E+00   0.152105E-02
   0.115119E+01   0.146450E+00   0.155291E-02
   0.115419E+01   0.148911E+00   0.158460E-02
   0.115719E+01   0.151356E+00   0.161681E-02
   0.116019E+01   0.153785E+00   0.164842E-02
   0.116319E+01   0.156197E+00   0.168039E-02
   0.116618E+01   0.158592E+00   0.171218E-02
   0.116918E+01   0.160970E+00   0.174389E-02
   0.117218E+01   0.163331E+00   0.177568E-02
   0.117518E+01   0.165673E+00   0.180716E-02
   0.117817E+01   0.167996E+00   0.183867E-02
   0.118117E+01   0.170300E+00   0.187034E-02
   0.118417E+01   0.172584E+00   0.190186E-02
   0.118717E+01   0.174848E+00   0.193321E-02
   0.119017E+01   0.177090E+00   0.196455E-02
   0.119316E+01   0.179312E+00   0.199585E-02
   0.119616E+01   0.181510E+00   0.202700E-02
   0.119916E+01   0.183686E+00   0.205790E-02
   0.120216E+01   0.185838E+00   0.208856E-02
   0.120516E+01   0.187967E+00   0.211926E-02
   0.120815E+01   0.190071E+00   0.214969E-02
   0.121115E+01   0.192152E+00   0.218031E-02
   0.121415E+01   0.194208E+00   0.221046E-02
   0.121715E+01   0.196240E+00   0.224089E-02
   0.122015E+01   0.198247E+00   0.227082E-02
   0.122314E+01   0.200231E+00   0.230083E-02
   0.122614E+01   0.202190E+00   0.233059E-02
   0.122914E+01   0.204127E+00   0.236013E-02
   0.123214E+01   0.206041E+00   0.238945E-02
   0.123513E+01   0.207932E+00   0.241880E-02
   0.123813E+01   0.209803E+00   0.244749E-02
   0.124113E+01   0.211653E+00   0.247622E-02
   0.124413E+01   0.213483E+00   0.250459E-02
   0.124713E+01   0.215294E+00   0.253278E-02
   0.125012E+01   0.217088E+00   0.256051E-02
   0.125312E+01   0.218865E+00   0.258823E-02
   0.125612E+01   0.220627E+00   0.261559E-02
   0.125912E+01   0.222375E+00   0.264292E-02
   0.126212E+01   0.224110E+00   0.267021E-02
   0.126511E+01   0.225834E+00   0.269713E-02
   0.126811E+01   0.227548E+00   0.272423E-02
   0.127111E+01   0.229252E+00   0.275089E-02
   0.127411E+01   0.230949E+00   0.277786E-02
   0.127711E+01   0.232639E+00   0.280472E-02
   0.128010E+01   0.234324E+00   0.283135E-02
   0.128310E+01   0.236005E+00   0.285799E-02
   0.128610E+01   0.237682E+00   0.288504E-02
   0.128910E+01   0.239356E+00   0.291183E-02
   0.129209E+01   0.241028E+00   0.293876E-02
   0.129509E+01   0.242699E+00   0.296579E-02
   0.129809E+01   0.244369E+00   0.299304E-02
   0.130109E+01   0.246038E+00   0.302024E-02
   0.130409E+01   0.247706E+00   0.304753E-02
   0.130708E+01   0.249374E+00   0.307480E-02
   0.131008E+01   0.251040E+00   0.310211E-02
   0.131308E+01   0.252705E+00   0.312964E-02
   0.131608E+01   0.254369E+00   0.315714E-02
   0.131908E+01   0.256029E+00   0.318470E-02
   0.132207E+01   0.257686E+00   0.321212E-02
   0.132507E+01   0.259339E+00   0.323961E-02
   0.132807E+01   0.260986E+00   0.326722E-02
   0.133107E+01   0.262627E+00   0.329454E-02
   0.133407E+01   0.264260E+00   0.332200E-02
   0.133706E+01   0.265883E+00   0.334911E-02
   0.134006E+01   0.267496E+00   0.337626E-02
   0.134306E+01   0.269097E+00   0.340301E-02
   0.134606E+01   0.270685E+00   0.342991E-02
   0.134905E+01   0.272259E+00   0.345581E-02
   0.135205E+01   0.273816E+00   0.348183E-02
   0.135505E+01   0.275356E+00   0.350742E-02
   0.135805E+01   0.276877E+00   0.353220E-02
   0.136105E+01   0.278379E+00   0.355652E-02
   0.136404E+01   0.279860E+00   0.358023E-02
   0.136704E+01   0.281319E+00   0.360356E-02
   0.137004E+01   0.282755E+00   0.362597E-02
   0.137304E+01   0.284169E+00   0.364802E-02
   0.137604E+01   0.285558E+00   0.366923E-02
   0.137903E+01   0.286924E+00   0.368976E-02
   0.138203E+01   0.288265E+00   0.370966E-02
   0.138503E+01   0.289583E+00   0.372883E-02
   0.138803E+01   0.290877E+00   0.374748E-02
   0.139103E+01   0.292147E+00   0.376536E-02
   0.139402E+01   0.293396E+00   0.378242E-02
   0.139702E+01   0.294623E+00   0.379915E-02
   0.140002E+01   0.295831E+00   0.381488E-02
   0.140302E+01   0.297020E+00   0.382999E-02
   0.140602E+01   0.298192E+00   0.384454E-02
   0.140901E+01   0.299348E+00   0.385828E-02
   0.141201E+01   0.300491E+00   0.387130E-02
   0.141501E+01   0.301623E+00   0.388401E-02
   0.141801E+01   0.302746E+00   0.389577E-02
   0.142100E+01   0.303861E+00   0.390707E-02
   0.142400E+01   0.304972E+00   0.391744E-02
   0.142700E+01   0.306080E+00   0.392761E-02
   0.143000E+01   0.307188E+00   0.393697E-02
   0.143300E+01   0.308299E+00   0.394614E-02
   0.143599E+01   0.309414E+00   0.395452E-02
   0.143899E+01   0.310536E+00   0.396283E-02
   0.144199E+01   0.311668E+00   0.397075E-02
   0.144499E+01   0.312811E+00   0.397819E-02
   0.144799E+01   0.313968E+00   0.398544E-02
   0.145098E+01   0.315141E+00   0.399246E-02
   0.145398E+01   0.316331E+00   0.399955E-02
   0.145698E+01   0.317540E+00   0.400631E-02
   0.145998E+01   0.318771E+00   0.401315E-02
   0.146298E+01   0.320024E+00   0.402018E-02
   0.146597E+01   0.321301E+00   0.402700E-02
   0.146897E+01   0.322602E+00   0.403435E-02
   0.147197E+01   0.323929E+00   0.404184E-02
   0.147497E+01   0.325282E+00   0.404957E-02
   0.147796E+01   0.326662E+00   0.405776E-02
   0.148096E+01   0.328070E+00   0.406640E-02
   0.148396E+01   0.329504E+00   0.407530E-02
   0.148696E+01   0.330965E+00   0.408483E-02
   0.148996E+01   0.332453E+00   0.409488E-02
   0.149295E+01   0.333966E+00   0.410535E-02
   0.149595E+01   0.335505E+00   0.411656E-02
   0.149895E+01   0.337068E+00   0.412821E-02
   0.150195E+01   0.338654E+00   0.414061E-02
   0.150495E+01   0.340261E+00   0.415354E-02
   0.150794E+01   0.341889E+00   0.416669E-02
   0.151094E+01   0.343534E+00   0.418090E-02
   0.151394E+01   0.345197E+00   0.419519E-02
   0.151694E+01   0.346873E+00   0.421020E-02
   0.151994E+01   0.348562E+00   0.422581E-02
   0.152293E+01   0.350261E+00   0.424166E-02
   0.152593E+01   0.351967E+00   0.425821E-02
   0.152893E+01   0.353678E+00   0.427522E-02
   0.153193E+01   0.355392E+00   0.429216E-02
   0.153492E+01   0.357106E+00   0.430977E-02
   0.153792E+01   0.358818E+00   0.432756E-02
   0.154092E+01   0.360524E+00   0.434566E-02
   0.154392E+01   0.362224E+00   0.436393E-02
   0.154692E+01   0.363912E+00   0.438208E-02
   0.154991E+01   0.365589E+00   0.440062E-02
   0.155291E+01   0.367251E+00   0.441900E-02
   0.155591E+01   0.368895E+00   0.443745E-02
   0.155891E+01   0.370520E+00   0.445575E-02
   0.156191E+01   0.372123E+00   0.447406E-02
   0.156490E+01   0.373702E+00   0.449211E-02
   0.156790E+01   0.375256E+00   0.450989E-02
   0.157090E+01   0.376781E+00   0.452744E-02
   0.157390E+01   0.378279E+00   0.454465E-02
   0.157690E+01   0.379745E+00   0.456162E-02
   0.157989E+01   0.381180E+00   0.457818E-02
   0.158289E+01   0.382582E+00   0.459430E-02
   0.158589E+01   0.383949E+00   0.460982E-02
   0.158889E+01   0.385282E+00   0.462498E-02
   0.159188E+01   0.386579E+00   0.463941E-02
   0.159488E+01   0.387839E+00   0.465334E-02
   0.159788E+01   0.389063E+00   0.466686E-02
   0.160088E+01   0.390250E+00   0.467951E-02
   0.160388E+01   0.391401E+00   0.469134E-02
   0.160687E+01   0.392514E+00   0.470280E-02
   0.160987E+01   0.393590E+00   0.471361E-02
   0.161287E+01   0.394631E+00   0.472357E-02
   0.161587E+01   0.395635E+00   0.473280E-02
   0.161887E+01   0.396603E+00   0.474150E-02
   0.162186E+01   0.397537E+00   0.474941E-02
   0.162486E+01   0.398437E+00   0.475661E-02
   0.162786E+01   0.399303E+00   0.476303E-02
   0.163086E+01   0.400137E+00   0.476879E-02
   0.163386E+01   0.400939E+00   0.477380E-02
   0.163685E+01   0.401711E+00   0.477802E-02
   0.163985E+01   0.402454E+00   0.478172E-02
   0.164285E+01   0.403168E+00   0.478482E-02
   0.164585E+01   0.403855E+00   0.478704E-02
   0.164884E+01   0.404517E+00   0.478850E-02
   0.165184E+01   0.405153E+00   0.478964E-02
   0.165484E+01   0.405767E+00   0.479003E-02
   0.165784E+01   0.406357E+00   0.478979E-02
   0.166084E+01   0.406927E+00   0.478906E-02
   0.166383E+01   0.407477E+00   0.478764E-02
   0.166683E+01   0.408009E+00   0.478559E-02
   0.166983E+01   0.408523E+00   0.478330E-02
   0.167283E+01   0.409021E+00   0.478021E-02
