#    c*t(cm)       probability       error
   0.969221E+01   0.651558E+00   0.276681E-02
   0.969521E+01   0.651571E+00   0.276701E-02
   0.969821E+01   0.651583E+00   0.276705E-02
   0.970120E+01   0.651595E+00   0.276726E-02
   0.970420E+01   0.651607E+00   0.276730E-02
   0.970720E+01   0.651619E+00   0.276762E-02
   0.971020E+01   0.651631E+00   0.276757E-02
   0.971320E+01   0.651643E+00   0.276776E-02
   0.971619E+01   0.651655E+00   0.276790E-02
   0.971919E+01   0.651667E+00   0.276811E-02
   0.972219E+01   0.651679E+00   0.276816E-02
   0.972519E+01   0.651691E+00   0.276848E-02
   0.972819E+01   0.651703E+00   0.276852E-02
   0.973118E+01   0.651715E+00   0.276864E-02
   0.973418E+01   0.651727E+00   0.276865E-02
   0.973718E+01   0.651739E+00   0.276886E-02
   0.974018E+01   0.651751E+00   0.276902E-02
   0.974317E+01   0.651763E+00   0.276934E-02
   0.974617E+01   0.651774E+00   0.276924E-02
   0.974917E+01   0.651786E+00   0.276945E-02
   0.975217E+01   0.651798E+00   0.276961E-02
   0.975517E+01   0.651810E+00   0.276967E-02
   0.975816E+01   0.651822E+00   0.276982E-02
   0.976116E+01   0.651834E+00   0.277001E-02
   0.976416E+01   0.651846E+00   0.277006E-02
   0.976716E+01   0.651858E+00   0.277038E-02
   0.977016E+01   0.651870E+00   0.277038E-02
   0.977315E+01   0.651882E+00   0.277029E-02
   0.977615E+01   0.651894E+00   0.277060E-02
   0.977915E+01   0.651906E+00   0.277077E-02
   0.978215E+01   0.651918E+00   0.277109E-02
   0.978515E+01   0.651929E+00   0.277084E-02
   0.978814E+01   0.651941E+00   0.277116E-02
   0.979114E+01   0.651953E+00   0.277121E-02
   0.979414E+01   0.651965E+00   0.277154E-02
   0.979714E+01   0.651977E+00   0.277166E-02
   0.980014E+01   0.651989E+00   0.277156E-02
   0.980313E+01   0.652001E+00   0.277188E-02
   0.980613E+01   0.652013E+00   0.277193E-02
   0.980913E+01   0.652025E+00   0.277212E-02
   0.981213E+01   0.652036E+00   0.277229E-02
   0.981512E+01   0.652048E+00   0.277233E-02
   0.981812E+01   0.652060E+00   0.277246E-02
   0.982112E+01   0.652072E+00   0.277251E-02
   0.982412E+01   0.652084E+00   0.277274E-02
   0.982712E+01   0.652095E+00   0.277296E-02
   0.983011E+01   0.652107E+00   0.277297E-02
   0.983311E+01   0.652119E+00   0.277319E-02
   0.983611E+01   0.652131E+00   0.277325E-02
   0.983911E+01   0.652143E+00   0.277332E-02
   0.984211E+01   0.652155E+00   0.277349E-02
   0.984510E+01   0.652167E+00   0.277349E-02
   0.984810E+01   0.652178E+00   0.277368E-02
   0.985110E+01   0.652190E+00   0.277379E-02
   0.985410E+01   0.652202E+00   0.277400E-02
   0.985710E+01   0.652214E+00   0.277398E-02
   0.986009E+01   0.652226E+00   0.277415E-02
   0.986309E+01   0.652237E+00   0.277447E-02
   0.986609E+01   0.652249E+00   0.277434E-02
   0.986909E+01   0.652261E+00   0.277461E-02
   0.987208E+01   0.652272E+00   0.277463E-02
   0.987508E+01   0.652284E+00   0.277481E-02
   0.987808E+01   0.652296E+00   0.277480E-02
   0.988108E+01   0.652308E+00   0.277510E-02
   0.988408E+01   0.652320E+00   0.277512E-02
   0.988707E+01   0.652331E+00   0.277527E-02
   0.989007E+01   0.652343E+00   0.277552E-02
   0.989307E+01   0.652355E+00   0.277553E-02
   0.989607E+01   0.652367E+00   0.277555E-02
   0.989907E+01   0.652378E+00   0.277588E-02
   0.990206E+01   0.652390E+00   0.277594E-02
   0.990506E+01   0.652402E+00   0.277585E-02
   0.990806E+01   0.652413E+00   0.277630E-02
   0.991106E+01   0.652425E+00   0.277617E-02
   0.991406E+01   0.652437E+00   0.277644E-02
   0.991705E+01   0.652449E+00   0.277645E-02
   0.992005E+01   0.652460E+00   0.277658E-02
   0.992305E+01   0.652472E+00   0.277685E-02
   0.992605E+01   0.652484E+00   0.277673E-02
   0.992904E+01   0.652495E+00   0.277700E-02
   0.993204E+01   0.652507E+00   0.277708E-02
   0.993504E+01   0.652519E+00   0.277726E-02
   0.993804E+01   0.652531E+00   0.277742E-02
   0.994104E+01   0.652542E+00   0.277746E-02
   0.994403E+01   0.652554E+00   0.277768E-02
   0.994703E+01   0.652566E+00   0.277776E-02
   0.995003E+01   0.652577E+00   0.277783E-02
   0.995303E+01   0.652589E+00   0.277785E-02
   0.995603E+01   0.652600E+00   0.277798E-02
   0.995902E+01   0.652612E+00   0.277828E-02
   0.996202E+01   0.652624E+00   0.277807E-02
   0.996502E+01   0.652635E+00   0.277837E-02
   0.996802E+01   0.652647E+00   0.277869E-02
   0.997102E+01   0.652659E+00   0.277852E-02
   0.997401E+01   0.652670E+00   0.277879E-02
   0.997701E+01   0.652682E+00   0.277867E-02
   0.998001E+01   0.652693E+00   0.277905E-02
   0.998301E+01   0.652705E+00   0.277904E-02
   0.998600E+01   0.652717E+00   0.277932E-02
   0.998900E+01   0.652728E+00   0.277929E-02
   0.999200E+01   0.652740E+00   0.277941E-02
   0.999500E+01   0.652752E+00   0.277955E-02
   0.999800E+01   0.652763E+00   0.277967E-02
   0.100010E+02   0.652775E+00   0.277997E-02
   0.100040E+02   0.652786E+00   0.277977E-02
   0.100070E+02   0.652798E+00   0.278007E-02
   0.100100E+02   0.652809E+00   0.278014E-02
   0.100130E+02   0.652821E+00   0.278034E-02
   0.100160E+02   0.652833E+00   0.278046E-02
   0.100190E+02   0.652844E+00   0.278037E-02
   0.100220E+02   0.652856E+00   0.278056E-02
   0.100250E+02   0.652867E+00   0.278064E-02
   0.100280E+02   0.652879E+00   0.278079E-02
   0.100310E+02   0.652890E+00   0.278090E-02
   0.100340E+02   0.652902E+00   0.278100E-02
   0.100370E+02   0.652914E+00   0.278116E-02
   0.100400E+02   0.652925E+00   0.278111E-02
   0.100430E+02   0.652937E+00   0.278138E-02
   0.100460E+02   0.652948E+00   0.278147E-02
   0.100490E+02   0.652960E+00   0.278175E-02
   0.100520E+02   0.652971E+00   0.278169E-02
   0.100550E+02   0.652983E+00   0.278187E-02
   0.100580E+02   0.652994E+00   0.278190E-02
   0.100610E+02   0.653006E+00   0.278192E-02
   0.100640E+02   0.653017E+00   0.278222E-02
   0.100669E+02   0.653029E+00   0.278230E-02
   0.100699E+02   0.653040E+00   0.278240E-02
   0.100729E+02   0.653052E+00   0.278236E-02
   0.100759E+02   0.653063E+00   0.278266E-02
   0.100789E+02   0.653075E+00   0.278274E-02
   0.100819E+02   0.653086E+00   0.278282E-02
   0.100849E+02   0.653098E+00   0.278281E-02
   0.100879E+02   0.653109E+00   0.278309E-02
   0.100909E+02   0.653121E+00   0.278313E-02
   0.100939E+02   0.653132E+00   0.278327E-02
   0.100969E+02   0.653144E+00   0.278340E-02
   0.100999E+02   0.653155E+00   0.278339E-02
   0.101029E+02   0.653167E+00   0.278372E-02
   0.101059E+02   0.653178E+00   0.278371E-02
   0.101089E+02   0.653189E+00   0.278391E-02
   0.101119E+02   0.653201E+00   0.278409E-02
   0.101149E+02   0.653212E+00   0.278386E-02
   0.101179E+02   0.653224E+00   0.278411E-02
   0.101209E+02   0.653235E+00   0.278419E-02
   0.101239E+02   0.653247E+00   0.278433E-02
   0.101269E+02   0.653258E+00   0.278432E-02
   0.101299E+02   0.653270E+00   0.278450E-02
   0.101329E+02   0.653281E+00   0.278475E-02
   0.101359E+02   0.653292E+00   0.278468E-02
   0.101389E+02   0.653304E+00   0.278507E-02
   0.101419E+02   0.653315E+00   0.278490E-02
   0.101449E+02   0.653327E+00   0.278500E-02
   0.101479E+02   0.653338E+00   0.278539E-02
   0.101509E+02   0.653350E+00   0.278538E-02
   0.101539E+02   0.653361E+00   0.278543E-02
   0.101569E+02   0.653372E+00   0.278552E-02
   0.101599E+02   0.653384E+00   0.278565E-02
   0.101629E+02   0.653395E+00   0.278584E-02
   0.101659E+02   0.653407E+00   0.278583E-02
   0.101689E+02   0.653418E+00   0.278602E-02
   0.101719E+02   0.653429E+00   0.278627E-02
   0.101749E+02   0.653440E+00   0.278621E-02
   0.101779E+02   0.653452E+00   0.278620E-02
   0.101809E+02   0.653463E+00   0.278659E-02
   0.101839E+02   0.653475E+00   0.278652E-02
   0.101869E+02   0.653486E+00   0.278663E-02
   0.101899E+02   0.653497E+00   0.278682E-02
   0.101929E+02   0.653509E+00   0.278690E-02
   0.101959E+02   0.653520E+00   0.278700E-02
   0.101989E+02   0.653531E+00   0.278709E-02
   0.102019E+02   0.653543E+00   0.278722E-02
   0.102049E+02   0.653554E+00   0.278727E-02
   0.102078E+02   0.653565E+00   0.278732E-02
   0.102108E+02   0.653577E+00   0.278746E-02
   0.102138E+02   0.653588E+00   0.278751E-02
   0.102168E+02   0.653599E+00   0.278769E-02
   0.102198E+02   0.653611E+00   0.278783E-02
   0.102228E+02   0.653622E+00   0.278789E-02
   0.102258E+02   0.653633E+00   0.278782E-02
   0.102288E+02   0.653645E+00   0.278822E-02
   0.102318E+02   0.653656E+00   0.278815E-02
   0.102348E+02   0.653667E+00   0.278826E-02
   0.102378E+02   0.653679E+00   0.278831E-02
   0.102408E+02   0.653690E+00   0.278839E-02
   0.102438E+02   0.653701E+00   0.278863E-02
   0.102468E+02   0.653713E+00   0.278868E-02
   0.102498E+02   0.653724E+00   0.278868E-02
   0.102528E+02   0.653735E+00   0.278893E-02
   0.102558E+02   0.653746E+00   0.278903E-02
   0.102588E+02   0.653757E+00   0.278922E-02
   0.102618E+02   0.653769E+00   0.278916E-02
   0.102648E+02   0.653780E+00   0.278941E-02
   0.102678E+02   0.653791E+00   0.278935E-02
   0.102708E+02   0.653803E+00   0.278940E-02
   0.102738E+02   0.653814E+00   0.278953E-02
   0.102768E+02   0.653825E+00   0.278973E-02
   0.102798E+02   0.653837E+00   0.278978E-02
   0.102828E+02   0.653848E+00   0.278984E-02
   0.102858E+02   0.653859E+00   0.279005E-02
   0.102888E+02   0.653870E+00   0.279013E-02
   0.102918E+02   0.653881E+00   0.279032E-02
   0.102948E+02   0.653893E+00   0.279043E-02
   0.102978E+02   0.653904E+00   0.279048E-02
   0.103008E+02   0.653915E+00   0.279041E-02
   0.103038E+02   0.653926E+00   0.279056E-02
   0.103068E+02   0.653938E+00   0.279067E-02
   0.103098E+02   0.653949E+00   0.279088E-02
   0.103128E+02   0.653960E+00   0.279107E-02
   0.103158E+02   0.653971E+00   0.279107E-02
   0.103188E+02   0.653982E+00   0.279121E-02
   0.103218E+02   0.653994E+00   0.279126E-02
   0.103248E+02   0.654005E+00   0.279131E-02
   0.103278E+02   0.654016E+00   0.279136E-02
   0.103308E+02   0.654027E+00   0.279152E-02
   0.103338E+02   0.654038E+00   0.279152E-02
   0.103368E+02   0.654050E+00   0.279171E-02
   0.103398E+02   0.654061E+00   0.279190E-02
   0.103428E+02   0.654072E+00   0.279201E-02
   0.103458E+02   0.654083E+00   0.279195E-02
   0.103488E+02   0.654094E+00   0.279194E-02
   0.103517E+02   0.654105E+00   0.279216E-02
   0.103547E+02   0.654117E+00   0.279236E-02
   0.103577E+02   0.654128E+00   0.279247E-02
   0.103607E+02   0.654139E+00   0.279247E-02
   0.103637E+02   0.654150E+00   0.279240E-02
   0.103667E+02   0.654161E+00   0.279273E-02
   0.103697E+02   0.654172E+00   0.279278E-02
   0.103727E+02   0.654184E+00   0.279297E-02
   0.103757E+02   0.654195E+00   0.279302E-02
   0.103787E+02   0.654206E+00   0.279323E-02
   0.103817E+02   0.654217E+00   0.279339E-02
   0.103847E+02   0.654228E+00   0.279332E-02
   0.103877E+02   0.654239E+00   0.279343E-02
   0.103907E+02   0.654250E+00   0.279348E-02
   0.103937E+02   0.654262E+00   0.279348E-02
   0.103967E+02   0.654273E+00   0.279370E-02
   0.103997E+02   0.654284E+00   0.279375E-02
   0.104027E+02   0.654295E+00   0.279375E-02
   0.104057E+02   0.654306E+00   0.279406E-02
   0.104087E+02   0.654317E+00   0.279405E-02
   0.104117E+02   0.654328E+00   0.279421E-02
   0.104147E+02   0.654339E+00   0.279427E-02
   0.104177E+02   0.654350E+00   0.279432E-02
   0.104207E+02   0.654361E+00   0.279432E-02
   0.104237E+02   0.654372E+00   0.279454E-02
   0.104267E+02   0.654384E+00   0.279459E-02
   0.104297E+02   0.654395E+00   0.279464E-02
   0.104327E+02   0.654406E+00   0.279470E-02
   0.104357E+02   0.654417E+00   0.279497E-02
   0.104387E+02   0.654428E+00   0.279490E-02
   0.104417E+02   0.654439E+00   0.279496E-02
   0.104447E+02   0.654450E+00   0.279495E-02
   0.104477E+02   0.654461E+00   0.279517E-02
   0.104507E+02   0.654472E+00   0.279523E-02
   0.104537E+02   0.654483E+00   0.279537E-02
   0.104567E+02   0.654494E+00   0.279576E-02
   0.104597E+02   0.654505E+00   0.279576E-02
   0.104627E+02   0.654517E+00   0.279581E-02
   0.104657E+02   0.654528E+00   0.279581E-02
   0.104687E+02   0.654539E+00   0.279602E-02
   0.104717E+02   0.654550E+00   0.279608E-02
   0.104747E+02   0.654561E+00   0.279608E-02
   0.104777E+02   0.654572E+00   0.279641E-02
   0.104807E+02   0.654583E+00   0.279641E-02
   0.104837E+02   0.654594E+00   0.279645E-02
   0.104867E+02   0.654605E+00   0.279645E-02
   0.104897E+02   0.654616E+00   0.279667E-02
   0.104926E+02   0.654627E+00   0.279684E-02
   0.104956E+02   0.654638E+00   0.279672E-02
   0.104986E+02   0.654649E+00   0.279699E-02
   0.105016E+02   0.654660E+00   0.279699E-02
   0.105046E+02   0.654671E+00   0.279705E-02
   0.105076E+02   0.654682E+00   0.279721E-02
   0.105106E+02   0.654693E+00   0.279737E-02
   0.105136E+02   0.654704E+00   0.279737E-02
   0.105166E+02   0.654715E+00   0.279745E-02
   0.105196E+02   0.654726E+00   0.279745E-02
   0.105226E+02   0.654737E+00   0.279736E-02
   0.105256E+02   0.654748E+00   0.279763E-02
   0.105286E+02   0.654759E+00   0.279769E-02
   0.105316E+02   0.654770E+00   0.279769E-02
   0.105346E+02   0.654781E+00   0.279790E-02
   0.105376E+02   0.654792E+00   0.279801E-02
   0.105406E+02   0.654803E+00   0.279807E-02
   0.105436E+02   0.654814E+00   0.279834E-02
   0.105466E+02   0.654825E+00   0.279840E-02
   0.105496E+02   0.654835E+00   0.279837E-02
   0.105526E+02   0.654846E+00   0.279853E-02
   0.105556E+02   0.654857E+00   0.279859E-02
   0.105586E+02   0.654868E+00   0.279875E-02
   0.105616E+02   0.654879E+00   0.279881E-02
   0.105646E+02   0.654890E+00   0.279892E-02
   0.105676E+02   0.654901E+00   0.279914E-02
   0.105706E+02   0.654912E+00   0.279899E-02
   0.105736E+02   0.654923E+00   0.279918E-02
   0.105766E+02   0.654934E+00   0.279918E-02
   0.105796E+02   0.654945E+00   0.279918E-02
   0.105826E+02   0.654956E+00   0.279934E-02
   0.105856E+02   0.654967E+00   0.279945E-02
   0.105886E+02   0.654978E+00   0.279951E-02
   0.105916E+02   0.654989E+00   0.279967E-02
   0.105946E+02   0.655000E+00   0.279967E-02
   0.105976E+02   0.655010E+00   0.279986E-02
   0.106006E+02   0.655021E+00   0.279983E-02
   0.106036E+02   0.655032E+00   0.280005E-02
   0.106066E+02   0.655043E+00   0.280016E-02
   0.106096E+02   0.655054E+00   0.280016E-02
   0.106126E+02   0.655065E+00   0.280038E-02
   0.106156E+02   0.655076E+00   0.280035E-02
   0.106186E+02   0.655087E+00   0.280052E-02
   0.106216E+02   0.655098E+00   0.280057E-02
   0.106246E+02   0.655108E+00   0.280042E-02
   0.106276E+02   0.655119E+00   0.280069E-02
   0.106306E+02   0.655130E+00   0.280081E-02
   0.106336E+02   0.655141E+00   0.280084E-02
   0.106365E+02   0.655152E+00   0.280100E-02
   0.106395E+02   0.655163E+00   0.280117E-02
   0.106425E+02   0.655174E+00   0.280102E-02
   0.106455E+02   0.655184E+00   0.280135E-02
   0.106485E+02   0.655195E+00   0.280121E-02
   0.106515E+02   0.655206E+00   0.280138E-02
   0.106545E+02   0.655217E+00   0.280160E-02
   0.106575E+02   0.655228E+00   0.280160E-02
   0.106605E+02   0.655239E+00   0.280148E-02
   0.106635E+02   0.655249E+00   0.280159E-02
   0.106665E+02   0.655260E+00   0.280181E-02
   0.106695E+02   0.655271E+00   0.280192E-02
   0.106725E+02   0.655282E+00   0.280220E-02
   0.106755E+02   0.655293E+00   0.280212E-02
   0.106785E+02   0.655304E+00   0.280219E-02
   0.106815E+02   0.655315E+00   0.280219E-02
   0.106845E+02   0.655326E+00   0.280241E-02
   0.106875E+02   0.655336E+00   0.280239E-02
   0.106905E+02   0.655347E+00   0.280267E-02
   0.106935E+02   0.655358E+00   0.280263E-02
   0.106965E+02   0.655369E+00   0.280279E-02
   0.106995E+02   0.655379E+00   0.280266E-02
   0.107025E+02   0.655390E+00   0.280293E-02
   0.107055E+02   0.655401E+00   0.280278E-02
   0.107085E+02   0.655412E+00   0.280312E-02
   0.107115E+02   0.655423E+00   0.280309E-02
   0.107145E+02   0.655433E+00   0.280320E-02
   0.107175E+02   0.655444E+00   0.280331E-02
   0.107205E+02   0.655455E+00   0.280339E-02
   0.107235E+02   0.655466E+00   0.280348E-02
   0.107265E+02   0.655476E+00   0.280364E-02
   0.107295E+02   0.655487E+00   0.280359E-02
   0.107325E+02   0.655498E+00   0.280357E-02
   0.107355E+02   0.655509E+00   0.280391E-02
   0.107385E+02   0.655520E+00   0.280402E-02
   0.107415E+02   0.655530E+00   0.280419E-02
   0.107445E+02   0.655541E+00   0.280385E-02
   0.107475E+02   0.655552E+00   0.280430E-02
   0.107505E+02   0.655563E+00   0.280430E-02
   0.107535E+02   0.655573E+00   0.280443E-02
   0.107565E+02   0.655584E+00   0.280423E-02
   0.107595E+02   0.655595E+00   0.280450E-02
   0.107625E+02   0.655605E+00   0.280465E-02
   0.107655E+02   0.655616E+00   0.280467E-02
   0.107685E+02   0.655627E+00   0.280478E-02
   0.107715E+02   0.655638E+00   0.280501E-02
   0.107745E+02   0.655648E+00   0.280504E-02
   0.107775E+02   0.655659E+00   0.280489E-02
   0.107804E+02   0.655670E+00   0.280516E-02
   0.107834E+02   0.655680E+00   0.280531E-02
   0.107864E+02   0.655691E+00   0.280527E-02
   0.107894E+02   0.655702E+00   0.280544E-02
   0.107924E+02   0.655713E+00   0.280535E-02
   0.107954E+02   0.655723E+00   0.280564E-02
   0.107984E+02   0.655734E+00   0.280547E-02
   0.108014E+02   0.655745E+00   0.280569E-02
   0.108044E+02   0.655755E+00   0.280602E-02
   0.108074E+02   0.655766E+00   0.280574E-02
   0.108104E+02   0.655777E+00   0.280601E-02
   0.108134E+02   0.655787E+00   0.280613E-02
   0.108164E+02   0.655798E+00   0.280607E-02
   0.108194E+02   0.655809E+00   0.280623E-02
   0.108224E+02   0.655820E+00   0.280634E-02
   0.108254E+02   0.655830E+00   0.280635E-02
   0.108284E+02   0.655841E+00   0.280662E-02
   0.108314E+02   0.655852E+00   0.280648E-02
   0.108344E+02   0.655862E+00   0.280667E-02
   0.108374E+02   0.655873E+00   0.280667E-02
   0.108404E+02   0.655884E+00   0.280681E-02
   0.108434E+02   0.655894E+00   0.280700E-02
   0.108464E+02   0.655905E+00   0.280686E-02
   0.108494E+02   0.655915E+00   0.280714E-02
   0.108524E+02   0.655926E+00   0.280728E-02
   0.108554E+02   0.655937E+00   0.280725E-02
   0.108584E+02   0.655947E+00   0.280727E-02
   0.108614E+02   0.655958E+00   0.280747E-02
   0.108644E+02   0.655969E+00   0.280747E-02
   0.108674E+02   0.655979E+00   0.280760E-02
   0.108704E+02   0.655990E+00   0.280769E-02
   0.108734E+02   0.656000E+00   0.280780E-02
   0.108764E+02   0.656011E+00   0.280791E-02
   0.108794E+02   0.656022E+00   0.280802E-02
   0.108824E+02   0.656032E+00   0.280784E-02
   0.108854E+02   0.656043E+00   0.280808E-02
   0.108884E+02   0.656054E+00   0.280835E-02
   0.108914E+02   0.656064E+00   0.280807E-02
   0.108944E+02   0.656075E+00   0.280846E-02
   0.108974E+02   0.656085E+00   0.280860E-02
   0.109004E+02   0.656096E+00   0.280857E-02
   0.109034E+02   0.656106E+00   0.280866E-02
   0.109064E+02   0.656117E+00   0.280868E-02
   0.109094E+02   0.656128E+00   0.280887E-02
   0.109124E+02   0.656138E+00   0.280884E-02
   0.109154E+02   0.656149E+00   0.280912E-02
   0.109184E+02   0.656159E+00   0.280921E-02
   0.109213E+02   0.656170E+00   0.280906E-02
   0.109243E+02   0.656181E+00   0.280926E-02
   0.109273E+02   0.656191E+00   0.280939E-02
   0.109303E+02   0.656202E+00   0.280937E-02
   0.109333E+02   0.656212E+00   0.280945E-02
   0.109363E+02   0.656223E+00   0.280947E-02
   0.109393E+02   0.656233E+00   0.280981E-02
   0.109423E+02   0.656244E+00   0.280964E-02
   0.109453E+02   0.656254E+00   0.280987E-02
   0.109483E+02   0.656265E+00   0.280986E-02
   0.109513E+02   0.656276E+00   0.281025E-02
   0.109543E+02   0.656286E+00   0.280991E-02
   0.109573E+02   0.656297E+00   0.281031E-02
   0.109603E+02   0.656307E+00   0.281024E-02
   0.109633E+02   0.656318E+00   0.281041E-02
   0.109663E+02   0.656328E+00   0.281045E-02
   0.109693E+02   0.656339E+00   0.281058E-02
   0.109723E+02   0.656349E+00   0.281067E-02
   0.109753E+02   0.656360E+00   0.281080E-02
   0.109783E+02   0.656370E+00   0.281083E-02
   0.109813E+02   0.656381E+00   0.281085E-02
   0.109843E+02   0.656391E+00   0.281111E-02
   0.109873E+02   0.656402E+00   0.281104E-02
   0.109903E+02   0.656412E+00   0.281117E-02
   0.109933E+02   0.656423E+00   0.281110E-02
   0.109963E+02   0.656433E+00   0.281150E-02
   0.109993E+02   0.656444E+00   0.281132E-02
   0.110023E+02   0.656454E+00   0.281172E-02
   0.110053E+02   0.656465E+00   0.281149E-02
   0.110083E+02   0.656475E+00   0.281177E-02
   0.110113E+02   0.656486E+00   0.281166E-02
   0.110143E+02   0.656496E+00   0.281205E-02
   0.110173E+02   0.656507E+00   0.281188E-02
   0.110203E+02   0.656517E+00   0.281197E-02
   0.110233E+02   0.656528E+00   0.281205E-02
   0.110263E+02   0.656538E+00   0.281230E-02
   0.110293E+02   0.656549E+00   0.281226E-02
   0.110323E+02   0.656559E+00   0.281252E-02
   0.110353E+02   0.656570E+00   0.281229E-02
   0.110383E+02   0.656580E+00   0.281258E-02
   0.110413E+02   0.656590E+00   0.281251E-02
   0.110443E+02   0.656601E+00   0.281277E-02
   0.110473E+02   0.656611E+00   0.281285E-02
   0.110503E+02   0.656622E+00   0.281293E-02
   0.110533E+02   0.656633E+00   0.281290E-02
   0.110563E+02   0.656643E+00   0.281290E-02
   0.110593E+02   0.656653E+00   0.281318E-02
   0.110623E+02   0.656664E+00   0.281312E-02
   0.110652E+02   0.656674E+00   0.281340E-02
   0.110682E+02   0.656684E+00   0.281345E-02
   0.110712E+02   0.656695E+00   0.281340E-02
   0.110742E+02   0.656705E+00   0.281351E-02
   0.110772E+02   0.656716E+00   0.281357E-02
   0.110802E+02   0.656726E+00   0.281371E-02
   0.110832E+02   0.656736E+00   0.281390E-02
   0.110862E+02   0.656747E+00   0.281387E-02
   0.110892E+02   0.656757E+00   0.281407E-02
   0.110922E+02   0.656768E+00   0.281401E-02
   0.110952E+02   0.656778E+00   0.281410E-02
   0.110982E+02   0.656789E+00   0.281418E-02
   0.111012E+02   0.656799E+00   0.281432E-02
   0.111042E+02   0.656809E+00   0.281437E-02
   0.111072E+02   0.656820E+00   0.281451E-02
   0.111102E+02   0.656830E+00   0.281465E-02
   0.111132E+02   0.656840E+00   0.281460E-02
   0.111162E+02   0.656851E+00   0.281471E-02
   0.111192E+02   0.656861E+00   0.281476E-02
   0.111222E+02   0.656872E+00   0.281476E-02
   0.111252E+02   0.656882E+00   0.281510E-02
   0.111282E+02   0.656892E+00   0.281504E-02
   0.111312E+02   0.656903E+00   0.281513E-02
   0.111342E+02   0.656913E+00   0.281532E-02
   0.111372E+02   0.656924E+00   0.281531E-02
   0.111402E+02   0.656934E+00   0.281552E-02
   0.111432E+02   0.656944E+00   0.281560E-02
   0.111462E+02   0.656955E+00   0.281559E-02
   0.111492E+02   0.656965E+00   0.281557E-02
   0.111522E+02   0.656975E+00   0.281576E-02
   0.111552E+02   0.656986E+00   0.281576E-02
   0.111582E+02   0.656996E+00   0.281596E-02
   0.111612E+02   0.657006E+00   0.281591E-02
   0.111642E+02   0.657017E+00   0.281618E-02
   0.111672E+02   0.657027E+00   0.281618E-02
   0.111702E+02   0.657038E+00   0.281617E-02
   0.111732E+02   0.657048E+00   0.281652E-02
   0.111762E+02   0.657058E+00   0.281657E-02
   0.111792E+02   0.657069E+00   0.281646E-02
   0.111822E+02   0.657079E+00   0.281660E-02
   0.111852E+02   0.657089E+00   0.281679E-02
   0.111882E+02   0.657099E+00   0.281679E-02
   0.111912E+02   0.657110E+00   0.281685E-02
   0.111942E+02   0.657120E+00   0.281718E-02
   0.111972E+02   0.657130E+00   0.281712E-02
   0.112002E+02   0.657141E+00   0.281701E-02
   0.112032E+02   0.657151E+00   0.281711E-02
   0.112062E+02   0.657161E+00   0.281718E-02
   0.112091E+02   0.657172E+00   0.281729E-02
   0.112121E+02   0.657182E+00   0.281744E-02
   0.112151E+02   0.657192E+00   0.281749E-02
   0.112181E+02   0.657203E+00   0.281762E-02
   0.112211E+02   0.657213E+00   0.281768E-02
   0.112241E+02   0.657223E+00   0.281782E-02
   0.112271E+02   0.657233E+00   0.281782E-02
   0.112301E+02   0.657244E+00   0.281791E-02
   0.112331E+02   0.657254E+00   0.281811E-02
   0.112361E+02   0.657264E+00   0.281816E-02
   0.112391E+02   0.657274E+00   0.281810E-02
   0.112421E+02   0.657285E+00   0.281816E-02
   0.112451E+02   0.657295E+00   0.281850E-02
   0.112481E+02   0.657305E+00   0.281850E-02
   0.112511E+02   0.657315E+00   0.281849E-02
   0.112541E+02   0.657326E+00   0.281855E-02
   0.112571E+02   0.657336E+00   0.281875E-02
   0.112601E+02   0.657346E+00   0.281883E-02
   0.112631E+02   0.657357E+00   0.281877E-02
   0.112661E+02   0.657367E+00   0.281883E-02
   0.112691E+02   0.657377E+00   0.281903E-02
   0.112721E+02   0.657387E+00   0.281897E-02
   0.112751E+02   0.657397E+00   0.281916E-02
   0.112781E+02   0.657408E+00   0.281922E-02
   0.112811E+02   0.657418E+00   0.281959E-02
   0.112841E+02   0.657428E+00   0.281953E-02
   0.112871E+02   0.657438E+00   0.281958E-02
   0.112901E+02   0.657448E+00   0.281978E-02
   0.112931E+02   0.657459E+00   0.281992E-02
   0.112961E+02   0.657469E+00   0.281986E-02
   0.112991E+02   0.657479E+00   0.281998E-02
   0.113021E+02   0.657489E+00   0.281997E-02
   0.113051E+02   0.657500E+00   0.282003E-02
   0.113081E+02   0.657510E+00   0.282037E-02
   0.113111E+02   0.657520E+00   0.282037E-02
   0.113141E+02   0.657530E+00   0.282037E-02
   0.113171E+02   0.657540E+00   0.282042E-02
   0.113201E+02   0.657551E+00   0.282048E-02
   0.113231E+02   0.657561E+00   0.282051E-02
   0.113261E+02   0.657571E+00   0.282076E-02
   0.113291E+02   0.657581E+00   0.282081E-02
   0.113321E+02   0.657591E+00   0.282098E-02
   0.113351E+02   0.657601E+00   0.282104E-02
   0.113381E+02   0.657612E+00   0.282109E-02
   0.113411E+02   0.657622E+00   0.282118E-02
   0.113441E+02   0.657632E+00   0.282124E-02
   0.113471E+02   0.657642E+00   0.282130E-02
   0.113500E+02   0.657652E+00   0.282143E-02
   0.113530E+02   0.657663E+00   0.282148E-02
   0.113560E+02   0.657673E+00   0.282143E-02
   0.113590E+02   0.657683E+00   0.282163E-02
   0.113620E+02   0.657693E+00   0.282168E-02
   0.113650E+02   0.657703E+00   0.282185E-02
